year,n,zero_fraction,mean_productivity,median_productivity,var_productivity,mean_log_productivity,var_log_productivity,mean_positive_log_productivity,var_positive_log_productivity,q25_productivity,q75_productivity,q90_productivity,q95_productivity
0,50000,0.18092,4.5578702032938905,2.6977238613496706,29.9268504870963,1.0181849459942143,1.3818607352516754,1.1342790360057238,1.660886378109448,0.48561625075171155,6.598358474349078,11.815030583026962,15.677758491449064
1,50000,0.14312,5.61819033514292,3.992736344623407,38.20948745824268,1.3053741387862712,1.233885957966056,1.4807172472351149,0.9799633443553087,1.5290906024696427,7.628655462269582,12.808969902137028,17.095187068633688
2,50000,0.1214,6.4881861340680995,4.729841769411076,48.80259861819008,1.465748057767428,1.1893168317243308,1.631417474292012,0.861729798680037,2.12833974042649,8.62081464178375,14.195249979410258,19.21607369561182
3,50000,0.1082,7.014335816080027,5.214255432690922,52.076207933019866,1.5626656408693504,1.147763241115816,1.7155884695710848,0.8079921989585321,2.5100479386999344,9.245129308268305,15.134239350547066,20.15072930153362
4,50000,0.09968,7.38394945889885,5.476931083389957,54.74637589819678,1.622991737467671,1.124575385281865,1.7644275001130623,0.7907497141141802,2.7404667338968496,9.81077551250463,15.879134635150113,20.898375945374845
5,50000,0.09454,7.704787101721488,5.681043387325929,61.634852328165564,1.6644496475577646,1.1163602313165517,1.7993488783354927,0.7871400522732354,2.887260975441221,10.117260149704606,16.470454950661804,21.95781055256323
6,50000,0.10016,7.25793778324635,5.320927333410042,56.43742277390281,1.601482957971425,1.119742452850104,1.7407323799833139,0.784274264972787,2.6318129908495385,9.50491307149287,15.655440978606626,20.959475275113384
7,50000,0.10768,6.9895399341597315,5.082998058266073,53.878373035048575,1.5568469848175532,1.1414783750934456,1.7089144153057347,0.7881853121737781,2.461933765948705,9.212219762101345,15.167605844250785,20.355592297557394
8,50000,0.11162,6.760747994458058,4.910682656645957,50.26209073059504,1.5228987125728606,1.1459508454631346,1.6777288923439655,0.801719802128517,2.361486722627477,8.938418450770449,14.744596160627003,19.717265783991724
9,50000,0.13282,6.617350846926705,4.645140743155871,55.4121950061775,1.45665116277477,1.2501590929304252,1.659769876167929,0.8346522181785961,2.0698925906369197,8.704941314825998,14.7085005932053,19.886698838593155
10,50000,0.14206,6.484748285345284,4.513817957436672,57.53478339253301,1.417814549019927,1.2923049509270912,1.636646675963679,0.8724803223496364,1.898947405637281,8.567107830360161,14.601750301209705,19.852450094134895
11,50000,0.14698,6.439806849758033,4.388680186710492,63.39263060376653,1.3946413232175459,1.318185245929114,1.6197665721023304,0.9094309444220963,1.78499780697649,8.463359277692504,14.533426164394898,19.8924287467836
12,50000,0.14828,6.32304637658091,4.312226946946842,59.03690516718183,1.3792474128236814,1.3152385308647703,1.6035240704646692,0.9099130604101084,1.7482700842303136,8.314402850496418,14.4258978024662,19.65108500032604
13,50000,0.1531,6.271293337891367,4.276170023942471,55.806439340874014,1.3671857560374139,1.330845200370408,1.602868793364669,0.9123196388550187,1.696942463252678,8.331160356234504,14.288308966176064,19.41917748893045
14,50000,0.15316,6.284224138508687,4.247306737817441,58.62678270184087,1.3635326969881378,1.3352829368114847,1.5971552125194235,0.9282043610518234,1.6832401890721793,8.299675122687628,14.313030338089776,19.679400882469857
15,50000,0.15254,6.238072339070844,4.246997734452027,56.004440682840276,1.3612261078144439,1.3271974825201474,1.5917605169345417,0.9293890286961343,1.687027145127932,8.234723538362053,14.221347439501805,19.452124068977344
16,50000,0.15284,6.296868974657145,4.249836692435981,58.30426987014857,1.3671735971902403,1.332173129323852,1.6032873551950717,0.9021113522000432,1.6923976523292228,8.315753966396244,14.167455140298957,19.523417567143426
17,50000,0.15294,6.28304315158412,4.251972047182066,58.57323903751195,1.3664779300564458,1.3269326459114887,1.602339610954292,0.9037097415477587,1.7230952017855152,8.247109208438182,14.256564922396812,19.69191853356848
18,50000,0.15196,6.270605997374861,4.242169573195234,56.1171055668548,1.366585606368477,1.3258718540156313,1.598080795378844,0.9175558658346421,1.7233107156108347,8.237729694859153,14.301344414151105,19.52102903311284
19,50000,0.15628,6.23185260727433,4.224023879327839,55.99733281170333,1.3543252530873489,1.3418950097888003,1.595550180429011,0.9208193196076873,1.6350303418119845,8.2408632040494,14.142808901756279,19.572362974545918
20,50000,0.15486,6.2157700624805,4.21186087902578,56.86121113029446,1.3535840461335622,1.3350194104808528,1.589856266962285,0.9230922960996611,1.6537391172393503,8.220356761569576,14.075981355615474,19.263142502663545
