transition_year,n,mean_raw_delta,median_raw_delta,var_raw_delta,mean_log_delta,median_log_delta,var_log_delta
0,50000,1.0603201318490292,0.6794306424167462,31.631749061822667,0.28718919279205707,0.2426804705958635,1.1190230560210843
1,50000,0.8699957989251808,0.42101926178981985,38.23744488311972,0.16037391898115694,0.11237111858267834,0.9776302014731397
2,50000,0.5261496820119269,0.2597592792753006,45.871827732192166,0.09691758310192225,0.060834091338579366,0.9318967712021162
3,50000,0.3696136428188225,0.149491225172819,49.096335156776036,0.06032609659832058,0.03311481561023766,0.9001663559588298
4,50000,0.32083764282263855,0.09800994678659691,52.75280491808699,0.04145791009009371,0.02204014429477441,0.8875576904259899
5,50000,-0.44684931847513765,-0.14371495965750392,52.348305323405505,-0.0629666895863397,-0.02734817833189329,0.9109722714247602
6,50000,-0.2683978490866181,-0.024475467201886827,49.274475499328965,-0.04463597315387194,-0.00500482012038006,0.9332263768451435
7,50000,-0.2287919397016739,0.0,45.27769795453857,-0.033948272244692594,0.0,0.9428703014854267
8,50000,-0.14339714753135374,0.0,44.833297970473524,-0.06624754979809047,0.0,0.9094241763793953
9,50000,-0.13260256158142109,0.0,46.9237612797333,-0.03883661375484293,0.0,0.9164037440738176
10,50000,-0.04494143558725142,0.0,49.58779701913241,-0.023173225802381413,0.0,0.9604649855679765
11,50000,-0.1167604731771209,0.0,52.671909303561605,-0.015393910393864198,0.0,0.9640368945624167
12,50000,-0.05175303868954377,0.0,48.46186485707722,-0.01206165678626767,0.0,0.9462492843615481
13,50000,0.012930800617319403,0.0,46.69468592278251,-0.0036530590492758553,0.0,0.9667868191645076
14,50000,-0.04615179943784287,0.0,46.596311882174405,-0.002306589173694227,0.0,0.9679245011861811
15,50000,0.0587966355863017,0.0,45.843989362181276,0.00594748937579659,0.0,0.9703484509330551
16,50000,-0.01382582307302551,0.0,46.30018170855144,-0.000695667133794677,0.0,0.953422955891941
17,50000,-0.012437154209258396,0.0,45.12540198973276,0.00010767631203102838,0.0,0.957793995181903
18,50000,-0.03875339010053128,0.0,45.15710604070261,-0.012260353281127916,0.0,0.9703704213853784
19,50000,-0.016082544793829992,0.0,45.56026673696379,-0.0007412069537868767,0.0,0.9705459616902237
