year,n,zero_fraction,mean_productivity,median_productivity,var_productivity,mean_log_productivity,var_log_productivity,mean_positive_log_productivity,var_positive_log_productivity,q25_productivity,q75_productivity,q90_productivity,q95_productivity
0,50000,0.0,4.5268672710866,3.148800493354404,20.5805719720462,1.2370816373780076,0.8077314027983424,0.9311594746286864,1.644340663854344,1.2891959200785363,6.263279227479996,10.454507761856089,13.568322628713048
1,50000,0.0,6.318700054876395,4.910508446852087,29.18840298278892,1.5935569924160322,0.7411688419354797,1.3968934701543065,1.270726683848923,2.3273936848535515,8.818668673643938,13.46813128613793,16.965231380311167
2,50000,0.0,7.268124856128469,5.877308895032311,34.4704538688685,1.7407765776702873,0.7197606072307826,1.5755146862779208,1.1571879040788697,2.886799311967107,10.135995475920971,15.074162791896649,18.684164968391006
3,50000,0.0,7.8608042626950985,6.462004570290749,38.20551740263822,1.819874431031867,0.7157445559892053,1.6670158503901529,1.1326996009929304,3.191650339994643,10.987062291568847,16.17847191216739,19.86616254820451
4,50000,0.0,8.17221921605072,6.765570641995978,39.79640884110857,1.862690438577934,0.7065641801039132,1.716968789420503,1.1057825736516653,3.4223710913498113,11.395371265367755,16.670225690727836,20.439721603763036
5,50000,0.0,8.384645588410287,6.9454420236774395,41.74458090348776,1.886904507078951,0.7067024594887205,1.7451336404033926,1.0952233230831687,3.529548355488422,11.692770507126628,17.14327196498181,20.86497848146269
6,50000,0.0,7.93810667255275,6.59666285639447,36.73889220942288,1.8419448518778847,0.6893070576592569,1.695366991870284,1.0772750397805866,3.3778293323283033,11.051406103148885,16.173924587033532,19.6494105745599
7,50000,0.0,7.642296209311205,6.378045244518031,34.3212910163103,1.8067266591571332,0.6866423272303622,1.6540924594545685,1.097215521200515,3.2376365450146762,10.635615121952004,15.48250938571033,18.96664779159013
8,50000,0.0,7.46994051221807,6.249974658992242,32.90032124460062,1.7874906500558887,0.678123747215292,1.633955106115021,1.0775834577803274,3.158634257762421,10.354344121515068,15.121417673900403,18.54181411296361
9,50000,0.0,7.170525261723669,5.968724281889928,29.858764120219057,1.7531670560589148,0.6690717792846812,1.593242933064818,1.0916905274906052,3.0598570564455008,10.003722332495315,14.503048261422975,17.681866065969654
10,50000,0.0,7.027330481615615,5.874691817295474,28.577031188590663,1.7365503992964857,0.6619000392600005,1.5749988910366504,1.0827102353575262,2.9985363100192224,9.798163958818163,14.285888862320531,17.432006260567537
11,50000,0.0,6.874774954895923,5.717757046892149,27.574943887123098,1.7166281177570273,0.6570947174134198,1.5532962361142406,1.0711474008054132,2.906061121213368,9.586191348507072,13.965190334109073,17.00234810358709
12,50000,0.0,6.812034121251107,5.6777357185281145,27.321071597935056,1.703957500360397,0.6698390159138502,1.5355873513858136,1.1094002150600302,2.8774096236377176,9.49131722076368,13.889336712623555,16.921489231711707
13,50000,0.0,6.739401303771337,5.573689326872756,26.780634973958993,1.6966997002585937,0.6583717244797304,1.5309602890316658,1.0700769958863714,2.846308399419112,9.41441678339633,13.77967078630908,16.689282356280952
14,50000,0.0,6.707135344128562,5.563481376107038,26.734695042411257,1.6891668662995298,0.6670313509909143,1.5194893805213896,1.1032372963002333,2.8017160368584344,9.37887143202584,13.690928680032686,16.665925196581014
15,50000,0.0,6.690729527375336,5.562728386339112,26.129826014284053,1.691609311443239,0.6555373694046837,1.5241555705707044,1.0782062729841806,2.8272576350965783,9.360419344088793,13.607798121905082,16.547341717699016
16,50000,0.0,6.665163033657231,5.5330952186253635,25.87091439475676,1.690877981782554,0.6483395112086474,1.5236369325952244,1.069117837431959,2.8516596323151737,9.27023628713231,13.55949002079849,16.494207272537444
17,50000,0.0,6.694276341911864,5.54991433807417,26.340190259916362,1.6918854490979056,0.6556308935346937,1.5238153589519776,1.082611383648342,2.832088551073874,9.353380500721084,13.677850915203662,16.58525144241112
18,50000,0.0,6.686192297426765,5.5551404722302795,26.184310466067977,1.6912496923815552,0.6543852237761936,1.5242213214293874,1.071914160700893,2.8343980378113236,9.320674457445838,13.650985181729737,16.523703028849244
19,50000,0.0,6.654004020177988,5.543207181332248,25.932604090884652,1.6855548289320903,0.6590139812735429,1.5156973017967277,1.0943851702981218,2.8255733282449356,9.334149712612152,13.526072962907318,16.482578503107476
20,50000,0.0,6.683291933334458,5.556579031484491,26.489991766293972,1.6889758528758927,0.6588468414400446,1.51941572592367,1.0973094419857856,2.8244452509241103,9.284957120126863,13.624292762189743,16.726646171727612
