ix,year_0,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20
0,1.5228876026462772,2.6108766197359428,3.2939353935914637,2.5866074983976746,2.333422260664745,2.2624150570488437,1.6440578697759394,8.443006184172622,10.008238735839713,9.173721617388798,9.022448900067952,10.393784276100462,4.122288250670548,1.6723197706307125,8.848349543844922,10.18929993790871,17.6338430075297,14.771517360703106,15.103554022158054,4.239401346281336,3.7118554418352527
1,1.7526865634887945,8.522965341528574,16.719128389552132,10.436460018978647,7.525196534569864,3.4751601377927597,7.248081522430438,4.66610698025935,1.057779081019536,17.75590229388371,14.96180690100863,14.97647629143699,2.6979368277053712,5.910501163397248,1.1761908540991648,1.6376783500402032,3.078490498869817,2.384216552056409,2.4688344154603428,10.882082994344483,5.611264095044055
2,0.4695302570085478,0.3633365156943935,1.9764798008381272,3.0013421689889404,16.2180650566865,11.51588480379075,7.797231946862848,4.393197538391714,30.07297358417718,25.952491970747243,14.173851622870671,12.315033977774156,15.389921718499561,13.167663839989242,10.564207738519055,2.142459685463466,2.4799182568958065,6.725079364750094,8.283997144953254,0.9401878379723811,3.234762587798487
3,1.5576906046784929,9.217327320587396,17.40840965314746,13.654990045279126,9.74195970091493,7.625586329775978,6.43742674115786,1.9618514211308207,0.054622372770433136,4.933522823219136,4.065298260290101,13.682279434132772,14.265838458909323,18.531457874577395,13.294977835823584,9.493258935807205,10.154005142527952,14.7233531515561,12.87064896688725,8.031293812429448,6.394982000520927
4,1.65127459834748,1.581225440865738,4.666543957650505,2.416409266082497,3.6203109387504293,4.905064692224885,5.925193439407571,1.7678956686341154,10.299057615076942,7.510657693322597,6.618379232083347,6.4213498776389715,4.107883265579061,0.2883543944142053,9.284128021970973,11.761020459023117,10.744390516548268,10.525742853486902,7.979749783927632,2.9023649578419404,3.601293584838765
5,1.2233453706608042,1.7164052368061244,3.8786535702562737,3.8245524519516425,2.903946316714648,1.9598825683829109,0.8373616661923031,6.1868182890473635,13.705209042945782,13.417961524473379,9.010626300726216,5.39906903349429,4.95210163554522,10.193325203394663,7.571876213980203,6.827281002251853,6.977092232576045,1.4256465702115761,6.463458882750709,12.127085028580105,2.396110791609747
6,7.341834082169729,13.105171639167256,10.95691053493842,12.657807768819962,13.015257300319313,11.716122089671641,6.624050543434038,5.607781000762136,14.934694065847781,15.066331730002847,9.597890008381727,2.5067904574188216,1.9275356295669581,11.989175051135247,9.92870600617849,7.542492978353739,5.801244255550008,6.432655169398807,3.5099634434672042,4.906706837792355,0.6739374069083941
7,7.491076432604701,7.166079654700356,4.031540175054831,4.05074181775785,8.842531590662453,27.13857858075074,16.927911424162858,8.729327252531908,11.628146969291977,11.05153941379352,20.09200932884437,13.685313453078427,32.121632674179416,22.93887403216595,17.023822354482135,9.175157310346895,12.119502847452448,14.902481938003723,6.163114302740482,2.79044659620802,3.7241752632785725
8,7.89948101342842,23.96886266003489,9.1986086347471,14.317077996808553,9.847744186783448,10.601903643988123,3.3549096642384706,3.4727189111993524,0.49758002737883356,0.43334789497215453,1.0158856521412587,0.5016104554442993,0.4291656615220756,3.608555147661857,15.647068550333689,10.059989323486434,3.384329968044261,3.5715646618874177,1.5201558185232797,2.609350820510363,1.5295627534657568
9,0.7587996103616855,31.870467264769307,41.18643469357146,17.497862994008198,15.523686535127423,10.879998970784007,4.214415490433545,17.178079163124192,12.95669150549995,9.691064533900239,1.5578306483370605,3.5093034924183177,13.759887035592829,14.079057011423668,13.026121599689823,1.5870890251156684,3.3757355756292657,8.269783991796576,4.667418781959467,4.2152118587010055,12.81777135672431
10,0.36371512248975496,8.526741419375222,13.673230545266865,10.428343249562444,3.1448788587389487,8.96175486797166,4.6522689695732,9.017159280575992,6.222042553828905,9.010999082563753,11.036056863606662,4.052557992632682,20.018938940395735,19.73809819283933,23.115097534567962,11.310147163132438,6.9473250701611615,7.025504844320989,6.531414424381563,3.321726134780433,2.0934067815754513
11,5.654414409956114,5.459164816367453,1.2270787724785022,3.7478480362403723,1.1464293756506654,3.954603076250921,4.221050451773847,4.917841309821815,0.516925953099796,16.39657586665057,13.339849548103103,2.5867259504145803,3.268526489460007,13.002123253917365,2.481374377170753,21.00076194492124,21.445341539169917,15.899986096886396,11.556697677599201,8.569473634519737,7.560645625539471
12,3.702578462365183,11.263960797456182,22.392230556291434,16.1083159854953,21.778827375810707,11.36375808195805,9.972988121825603,4.0871737312152,1.9500398516539525,4.51463029750291,1.4940270050593227,1.8213004439671496,2.3137589238186793,0.9259114537275495,7.717939857675575,6.730766386304333,4.555442916077562,3.017654955221688,5.834885168633043,7.5853955847000165,5.025187021367822
13,3.618680573889765,6.816804599383406,6.1378553340846445,2.4963365983402332,1.683162428864422,3.368630195417988,8.27741743065612,7.2335451311026215,3.825750862529069,8.014188740975865,3.2830405058716674,2.748038817502159,7.506110612945499,5.945845507129419,6.502167679464614,10.815932020906068,22.33636202641437,25.065534592034442,14.759894570911289,11.51060940600758,8.062888507051703
14,1.3630714854875807,13.839097790155703,8.326876151458313,7.70626049864309,8.699855062348865,8.541470534238195,5.6408738143489785,5.156352682255877,9.404209833462907,11.115680199383814,21.43492104337396,17.28587022618116,6.883921154442343,3.6255848918950138,8.511141989076176,12.051791025686772,9.45889179125791,8.813784998783838,6.407048784299846,5.582217941085404,3.9023015717957175
15,0.22903959730392617,6.639797509261609,3.863860268115322,1.576121681954239,5.206299907962558,18.427294130138627,17.14299044355437,26.879285331086987,6.960656430936503,9.23720796638052,6.927820514344572,5.796365672620592,6.044447989030896,5.297679941623639,6.615726518602723,3.4625858113342654,5.961560790151745,4.850020343304015,6.60265344497339,3.9516433376853106,2.2711751152377344
16,4.81281771667777,11.59670100703579,5.370723708645828,7.646558256999737,9.337002185659992,6.192824583231889,0.6169696380970802,2.875744028408401,2.0087006113920824,0.15625821054705868,8.54654186771364,3.4634878113328753,2.119255027197799,0.1471667174916944,2.0467973795426464,5.728285316126998,14.511187165066842,16.13901430862909,15.679770988051601,9.08715493862861,8.263861314763606
17,5.4919422248365946,9.069394603141918,12.663243424952139,8.684378529113378,16.352785540222,22.88525471329082,9.45910781665115,5.793104622561791,17.52737422674177,12.757733032367163,11.253677818385592,8.019250493160776,3.213345284514476,6.731962375625676,11.827512206645155,7.501316485493248,6.256084152090929,10.886438088071621,8.625970059457464,6.791682012635796,6.619939986070798
18,8.117093270240254,3.759561011973614,0.8975618523407243,0.7024705606683201,7.3323818065621005,5.664746398244267,5.044996620901635,2.706810151113508,8.120667509745484,4.2235446627255495,13.112227189019,8.709399884404107,5.599790614047199,4.8675064464824995,10.018989759054978,4.2008287199036305,4.134844976631046,4.202949004285693,2.839703160086966,2.3586977618623868,0.7275282185664138
19,4.148206481362267,3.01626059590413,1.0968813214938344,8.098723395878684,5.475127377074328,12.971188747914862,3.587787823765755,0.010295102342628759,3.4647746719897548,7.878701306967036,6.521519191916633,2.7953505781933927,3.3059968521971483,3.2394612019300633,2.743950994184314,1.693506169772881,16.240508670405973,13.031605375227391,2.2115678958648957,0.8668255029395204,17.19716552930932
20,0.2755766850790877,0.25653915167702107,2.166465824780241,9.678635307593352,14.512249829969768,7.487062642700267,4.475190925566713,7.924117432968076,4.225129453237228,5.765567979262421,4.38431055762164,6.646981305012947,16.133186700770633,19.96701468517669,12.970662492916935,13.415402770024178,12.960650522167835,6.804372041164815,4.0905620489490655,3.100362359542759,8.641110758578549
21,2.17069573366773,4.127822937481479,1.2327033043809235,0.9070802008332931,0.464758781148229,2.0297899586080947,2.2280600035028297,11.030081569177874,8.345796396511359,7.141087775298489,1.0958935698617331,5.455644486182948,0.8060530293839792,1.0297175224830561,7.800019621523085,5.939499872602027,14.671890300756079,4.7086804546699055,13.429397017240237,5.0938704021266155,6.384160034296787
22,2.523873625887475,4.503268728285562,13.287693345784723,12.915934195062077,12.5042212087711,10.290761829439553,4.116115225699235,1.5745639514796117,3.3794080114075165,2.2009090004872958,1.6631619072594797,5.473147634537776,8.275133854615373,3.2349049371186878,13.019713427237157,6.07411215044838,8.363464216733554,7.127354715583019,5.266361125608932,0.6652143363103034,1.6991713942472093
23,0.1813043524323949,2.2449987898416617,1.1884997907400026,8.402001584591595,6.968043404708255,1.799114606784399,3.240933326523655,5.675612490728824,10.128654286968235,5.492190783270606,4.662230541502065,0.6200824271908831,1.1021254019450586,6.108800730843186,2.228781760086327,2.818021178743599,2.5054648353108537,3.4494126898727986,2.918706473898646,3.0239564011280677,4.742340419346646
24,0.04446254415598257,3.9388202788327273,4.067850311106555,1.2089936065939462,2.5028380577084754,7.162948048409993,1.973294622931256,3.4582681366968098,2.6541798284786675,0.1301539300619039,0.600116358105039,1.0637630493882524,3.5277394866904688,8.767280988706068,17.497408942397215,10.1869699981779,9.590753520508738,4.324844986604067,2.544367918344264,1.6329542636980194,3.3047324743024067
25,2.4528582468786793,1.5479966549083013,1.731328008109008,2.9812430615701624,2.276377600535602,4.362442296600212,8.973769953889608,7.158146325005041,7.821947261728329,7.992678063602664,9.300288768721373,19.438702091255458,12.995951317691413,11.470724441444645,7.073209802195678,11.17941658215338,11.655994441246342,8.179233107827585,7.419114948670377,16.852193955991083,13.65007834818696
26,2.110450083424581,3.231179828127102,0.34400350279459646,1.3154914264565412,6.140844353319746,3.122511343295835,3.4591494486749728,7.930069254310947,10.68290019316043,10.712823756786893,8.314986395841464,6.892991977361897,5.11016816187067,1.415740952185557,2.4712231212893965,0.14411620166853067,2.1811923922699985,2.4132085855475456,2.5682661631442945,0.6932122724724883,3.469980729474573
27,4.850645369652139,2.7174152019072593,9.666969877421504,8.719149588733664,9.715031020410363,9.322339448298738,6.338950032861324,8.193300485337097,8.132332158436862,0.2385296628303939,2.6140824141174033,0.5381957371092603,0.02356125485341537,0.31151974407568034,2.222943093101419,4.0842325355595,1.8492784353173848,2.246381766570633,5.0652979903402775,0.15709304494208043,7.372745796689992
28,1.690905135130703,1.839889781987511,2.7057237430621335,13.978856494938388,19.762782906705354,18.683493432230286,12.847490387288069,10.745504348325042,13.25191400396948,9.489131814342585,10.215643654567963,6.9131878947011804,4.633136966617747,2.6512936686509914,3.5815857592848994,3.683688850886064,1.7810264246066783,9.880182441261978,22.41286866354726,11.796896600904851,5.208068862139896
29,3.1576632302280014,3.0513775702507493,1.7273387756232794,0.4055282817241419,7.7530702014408766,7.871481827104402,12.591319715773954,9.499878405173295,10.817060763490064,10.508084332523655,12.071897006510163,1.23806045874026,0.07373310968130309,1.5679813231918633,5.753867033630576,2.3950076050564744,3.285745103417895,1.658867032609455,2.3519215809548846,3.2280781723785923,2.314375565621123
30,1.6333856256645,4.305160934844488,1.2002103080036912,1.683030930729402,0.3009678533598674,8.930349311533663,5.406336876793484,1.4135510935698279,3.5290647099398686,6.7133612951672585,2.4362983624447696,2.612489203048912,2.0268034278301768,8.661092359695349,3.4549446224499305,1.6653151886294193,0.9933543741535158,9.24053819828607,0.9720660096082909,3.2486154182787805,4.836951363009441
