stage,n,alpha,mode_beta,nll,mean_q_now,mean_q_next,mean_raw_delta,median_raw_delta
global,27033,4.080984325562311,0.7688881233636657,72506.91443519888,6.763513773277592,6.852819240348514,0.0893054670709218,-0.07212404950969065
