previous_quantile,n,previous_mean,next_mean,next_median,target_q_now,source,model_tag
2,583,3.464946752257324,9.26311830296104,7.35040069712414,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
3,582,4.542862380007492,9.30111075803351,7.604095115357358,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
4,583,5.563550232301095,9.397198635027479,7.476613412402544,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
5,582,6.690896608756062,9.277828305738126,7.772713736776254,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
6,583,7.971359695522191,9.042883754430019,7.806567692434879,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
7,582,9.50812853824861,9.378108919156592,7.760533452594239,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
8,583,11.47171920981516,8.818056003133607,7.238253047169469,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
9,582,14.684617534815837,8.860609600389084,7.476987453906427,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
10,583,24.171156820625868,8.82804856649186,7.612824685397848,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
1,630,1.2161970139476714,9.920305933686224,8.183312310393097,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
2,629,3.7499993489148666,9.530494399634655,7.5835363185930325,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
3,629,4.982807455039473,9.590877169531707,8.26304969298352,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
4,629,6.112722377489064,9.645775101230372,8.26229354462613,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
5,630,7.263114174010569,9.452694167013632,7.351679693537362,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
6,629,8.659355230147192,9.36141056608336,7.75071903514208,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
7,629,10.251797844366491,10.00546705613038,7.771084082092372,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
8,629,12.287697128858396,9.627823746368607,7.810912188620659,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
9,629,15.462268172792742,9.46045678756737,7.824609186555046,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
10,630,25.208598900521352,9.912603834456137,7.873539763353672,10,Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p
1,626,1.2029018850198445,7.620283652634969,6.304188147369043,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
2,626,3.7934986186805086,7.537901783231429,6.612750535799829,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
3,626,5.020322787629513,7.970644232730521,6.493237399095426,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
4,625,6.1087840336683445,8.307271726083432,7.096563414016458,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
5,626,7.241906873444649,9.557016004959792,8.372718973734212,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
6,626,8.613569885845488,9.621197364673915,8.145711355032585,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
7,625,10.181923409763849,10.32407932785635,8.749727060808999,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
8,626,12.314891295966934,11.330111331423666,9.608503307101351,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
9,626,15.481190659910594,12.41559243181855,9.942925038817297,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
10,626,25.223997396682343,13.454338786883216,11.269381330840641,10,Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p
