previous_quantile,n,previous_mean,next_mean,next_median,target_q_now,source,model_tag
10,507,34.564450426519066,11.261583804311627,8.020478317252687,10,AR(1)-GRW-S,ar1_s
1,520,1.2994149587295742,10.85864965920874,7.622309313013103,10,AR(1)-GRW-S-G,ar1_s_globalinit
2,520,2.6416215636710536,9.773238028212235,7.183301655306801,10,AR(1)-GRW-S-G,ar1_s_globalinit
3,520,3.8412172428574887,10.033116780404368,6.974064732417466,10,AR(1)-GRW-S-G,ar1_s_globalinit
4,520,5.016791790001075,9.547634693565385,7.344739461945345,10,AR(1)-GRW-S-G,ar1_s_globalinit
5,520,6.397742694251917,10.228836514972466,6.522921285487167,10,AR(1)-GRW-S-G,ar1_s_globalinit
6,519,8.03771581093767,11.247303698419643,7.8376647952089975,10,AR(1)-GRW-S-G,ar1_s_globalinit
7,520,10.12556265896173,9.968415438300045,6.856305199754763,10,AR(1)-GRW-S-G,ar1_s_globalinit
8,520,13.134057578182471,10.531716628581378,7.778317999238586,10,AR(1)-GRW-S-G,ar1_s_globalinit
9,520,17.995518295072454,10.153150117901088,7.065942281374549,10,AR(1)-GRW-S-G,ar1_s_globalinit
10,520,35.85874585848629,10.14034683688782,7.043864015765294,10,AR(1)-GRW-S-G,ar1_s_globalinit
1,583,1.2301246879863386,8.915615611048532,7.868959010400812,10,Hurdle-AR(1)-GRW-S,hurdle_ar1_s
