source,model_tag,stage,productivity,dropout,n
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.18557477565924,0.859198815820049,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.255693667076487,0.8617544268382951,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.325812558493734,0.8642709798628473,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.395931449910979,0.8667488063294545,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.466050341328225,0.8691882448297023,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.536169232745472,0.8715896406703864,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.606288124162718,0.8739533454417683,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.676407015579963,0.8762797165949484,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.74652590699721,0.8785691170285641,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.816644798414456,0.8808219146849956,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.886763689831703,0.8830384821562334,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,9.956882581248948,0.8852191962995383,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.027001472666194,0.8873644378630017,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.097120364083441,0.8894745911210885,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.167239255500686,0.891550043520225,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.237358146917932,0.8935911853344745,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.307477038335179,0.8955984093313203,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.377595929752426,0.8975721104475602,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.44771482116967,0.899512685475299,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.517833712586917,0.9014205327580035,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.587952604004164,0.9032960518965791,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.65807149542141,0.9051396434654013,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.728190386838655,0.9069517087382277,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.798309278255902,0.9087326494239055,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.868428169673148,0.9104828674117696,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,10.938547061090395,0.912202764526623,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.00866595250764,0.9138927422931783,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.078784843924886,0.9155532017098272,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.148903735342133,0.9171845430316015,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.21902262675938,0.9187871655621778,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.289141518176624,0.9203614674547689,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.35926040959387,0.9219078455217473,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.429379301011117,0.923426695052829,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.499498192428362,0.9249184096416498,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.569617083845609,0.9263833810205592,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.639735975262855,0.9278219989034494,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.709854866680102,0.9292346508364423,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.779973758097347,0.9306217220562437,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.850092649514593,0.9319835953559841,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.92021154093184,0.9333206509583513,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,11.990330432349086,0.9346332663958294,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.060449323766331,0.9359218163978522,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.130568215183578,0.9371866727846794,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.200687106600824,0.9384282043678054,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.270805998018071,0.9396467768567108,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.340924889435316,0.9408427527717665,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.411043780852562,0.9420164913631006,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.481162672269809,0.9431683485352428,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.551281563687054,0.9442986767773583,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.6214004551043,0.9454078250988901,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.691519346521547,0.9464961389704243,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.761638237938794,0.9475639602696019,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.831757129356038,0.9486116272318983,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.901876020773285,0.9496394744060964,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,12.971994912190532,0.9506478326142811,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.042113803607778,0.9516370289161871,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.112232695025023,0.9526073865777338,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.18235158644227,0.9535592250435838,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.252470477859516,0.9544928599135674,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.322589369276763,0.9554086029228136,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.392708260694008,0.9563067619254397,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.462827152111254,0.9571876408816457,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.5329460435285,0.9580515398480682,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.603064934945746,0.9588987549712551,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.673183826362992,0.9597295784841163,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.743302717780239,0.9605442987052221,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.813421609197485,0.9613432000408093,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.88354050061473,0.9621265629893748,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,13.953659392031977,0.9628946641487277,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.023778283449223,0.9636477762253782,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.09389717486647,0.964386168046149,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.164016066283715,0.9651101045718911,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.234134957700961,0.9658198469131988,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.304253849118208,0.9665156523480107,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.374372740535454,0.9671977743409963,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.4444916319527,0.9678664625646289,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.514610523369946,0.9685219629218438,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.584729414787192,0.9691645175701916,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.654848306204437,0.9697943649473946,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.724967197621684,0.9704117397982179,
