source,model_tag,year,mean_log,var_log,median_log,mean_raw,var_raw,median_raw
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,9,1.4429307365449615,1.2486019992926258,1.6325983029597717,6.502786251433689,54.80815702027327,4.62715359301245
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,10,1.413688223981722,1.3019152059904058,1.616077849106741,6.454955934709876,53.72161737812511,4.543310194349127
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,11,1.3925949975478962,1.3246122081349905,1.6072395678168334,6.34005048418032,51.512450851485156,4.499020358478619
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,12,1.3863332624764078,1.3007210434931415,1.5742688500916735,6.305837885724156,53.47667201231789,4.337210915997119
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,13,1.371234002774728,1.3413378765566764,1.5689032596274033,6.305806120883397,57.585999179894806,4.311379440437195
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,14,1.3761437877284382,1.3196845790663756,1.5747727484886926,6.280463618399353,54.857703096187116,4.339644001465807
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,15,1.3571467793525656,1.333957969828681,1.5585275450664264,6.1936378282149676,55.08773701613424,4.261819292729326
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,16,1.3651526135205154,1.3126278923647394,1.5550815978451151,6.217078264923897,53.52352502211645,4.245472967766958
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,17,1.3623343113397735,1.3078159010686274,1.5588048488537996,6.161458902412508,51.356586628576416,4.2631371358403864
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,18,1.3387475052997773,1.3534395705283524,1.548381436300251,6.115562291615756,50.45134956228004,4.213850539683411
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,19,1.3588835140480209,1.3333736508889635,1.5538754889481496,6.265881535253657,60.97509566278264,4.2397648665739975
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,20,1.3590513671536792,1.3693377785437872,1.57172810486154,6.298801602253638,55.86871628388067,4.324961769615701
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,0,1.0362221103980864,1.3925505521692125,1.191886203999145,4.639303341782529,30.210257602632478,2.8032871968898343
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,1,1.2689379995891172,1.3447544586041538,1.501458723736699,5.620632880477575,39.77411214877226,3.9982316302612024
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,2,1.409030328492471,1.2641943691357496,1.6180267137257243,6.266774708873646,44.99003102900817,4.553128955721098
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,3,1.5054977625535764,1.2230656987575077,1.7079987211660277,6.7949647979523755,49.926766859347,5.0279075696511715
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,4,1.590566611659047,1.169318780737167,1.7714937361731142,7.254209870264625,53.82492480434617,5.389629423438565
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,5,1.637060488293927,1.1719955830993292,1.822413266290409,7.6265198776194065,61.27158584355548,5.696770778633278
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,6,1.550035915128614,1.1485708084495372,1.723485641414625,6.962485999965039,54.05332786964752,5.1140284168566605
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,7,1.518676860592615,1.1932869064161158,1.6991250504936588,6.828879780268425,50.82183941472939,4.979160089139492
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,8,1.4988093620081524,1.1899045921272773,1.6788038888735475,6.686181165798732,49.10738630111014,4.8691420503510185
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,9,1.4445411498384169,1.2736201885388923,1.6334399716310917,6.573381735081243,58.64097607696833,4.631462157286828
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,10,1.4211290627295978,1.2848955205611354,1.6286505631215227,6.453088245538794,54.640455569019785,4.606992058007442
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,11,1.393938792379479,1.3142696157146467,1.599897695313633,6.374468414928658,55.6610787450416,4.46252576593496
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,12,1.380983633881875,1.316207523295399,1.5773151410090664,6.324383890739835,56.22769433263784,4.35193851179538
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,13,1.3567107555384683,1.333694753877605,1.548788519367089,6.170510482321276,51.88010948691683,4.215765784054452
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,14,1.3403628697742516,1.3482685085785198,1.5464082160607773,6.165090936947396,59.40945416587254,4.204577956584109
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,15,1.348209940495271,1.3386165744192864,1.5435336925405,6.158259770707438,52.54057052570961,4.191102657040661
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,16,1.3415675606941788,1.3502170917929688,1.547122348009724,6.15854594251446,58.28091163505274,4.207931703191209
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,17,1.3478414094515798,1.3620288927372644,1.546101125474212,6.204729744507534,57.08008604521886,4.203136537458445
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,18,1.3539076991056331,1.321032914393915,1.5538261766463561,6.172024775540488,57.93089301069076,4.239531633534107
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,19,1.3411650987996444,1.332737014112303,1.5361718969585103,6.1344552303486,56.079945871251056,4.156767878427161
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,20,1.3252287906575722,1.339892255747725,1.5323847112382623,6.020177192894357,51.8056972910843,4.139203021761524
