source,model_tag,year,mean_log,var_log,median_log,mean_raw,var_raw,median_raw
Unfitted-GRW,unfitted_grw,16,1.7242834361976624,2.6384551708462807,1.5005785179339621,28.461989957697806,14726.194671867657,3.9942826491803465
Unfitted-GRW,unfitted_grw,17,1.7357352513078808,2.772987401080502,1.5038182079126514,32.43026830619785,23865.36459119881,4.008833822085459
Unfitted-GRW,unfitted_grw,18,1.7510637946493317,2.9372881438670966,1.5121803855879867,37.78119399244459,60667.984151067874,4.046612013527511
Unfitted-GRW,unfitted_grw,19,1.76634768406484,3.08983736201188,1.5034906875266822,44.48437597619059,174172.18531869177,4.007361402205689
Unfitted-GRW,unfitted_grw,20,1.7753953949167263,3.2211592615288125,1.4915163878859612,47.08090112401991,93537.02591853564,3.9538291625970317
GRW-Y,grw_y,0,1.248336481046273,0.8114544766540641,1.3071305081182487,4.580255769350352,20.677819610349985,3.2055541207550564
GRW-Y,grw_y,1,1.5733628186323632,1.8881279079724118,1.5470653242517813,12.352605101056193,782.9059573923151,4.207663814458663
GRW-Y,grw_y,2,1.7978740989674562,2.696575188041776,1.7255086335946164,26.238856379560666,10136.411626696105,5.1253769262152185
GRW-Y,grw_y,3,1.9289038107967478,3.274226274966011,1.798096383898373,43.08380366813439,43537.31691270103,5.548142212405243
GRW-Y,grw_y,4,2.0288997073065542,3.8103344136404305,1.8310514225091596,70.10054733511141,197540.68182313445,5.7504446147249695
GRW-Y,grw_y,5,2.034956893704408,4.316707424169335,1.8001738912776706,114.29809832424803,1428403.7469078903,5.560699819382542
GRW-Y,grw_y,6,2.067891280759684,4.7071967514968795,1.7785427099099356,155.87763836317987,2034336.6438163924,5.431221245220057
GRW-Y,grw_y,7,2.060717840418439,5.097420290716703,1.7411095731945325,207.00052007852085,4416769.479279293,5.213669777106631
GRW-Y,grw_y,8,2.140568749681834,5.433138175183857,1.7886751240321053,341.23322312325354,24670744.73052727,5.491523426766815
GRW-Y,grw_y,9,2.1802992189387775,5.736467653096081,1.7828074796239468,484.11462552000506,74965309.6406496,5.4565305568411615
GRW-Y,grw_y,10,2.225247788051953,6.053566384890115,1.7860848852017215,826.4896555220091,353585111.7321289,5.476049557506501
GRW-Y,grw_y,11,2.291667793760937,6.427113955707506,1.835209244387096,905.9011461277269,204647156.0700834,5.776445470193508
GRW-Y,grw_y,12,2.3377491282025726,6.748222636973739,1.8154947606815606,1103.4053254746157,239717325.3770039,5.654115293318226
GRW-Y,grw_y,13,2.347182756663424,7.0987617433275565,1.7883505335308045,1499.560803714674,524875100.79345256,5.489581210717313
GRW-Y,grw_y,14,2.4270791243903123,7.41335890600275,1.8563011868597896,2334.373164473515,1287176496.9788845,5.910022753925901
GRW-Y,grw_y,15,2.503015764665065,7.831842532869123,1.8995241480345575,4428.417759848796,9514340553.525646,6.192715504481377
GRW-Y,grw_y,16,2.572193347604375,8.025896647777566,1.969116487479396,4485.332563883111,5888069720.976886,6.674343917219052
GRW-Y,grw_y,17,2.546542850022363,8.219049043499842,1.948503212615031,6419.757523410976,28169999042.893032,6.528176527939966
GRW-Y,grw_y,18,2.6480400658059087,8.4825717909821,2.063741865071602,7937.219184955295,26872801400.226574,7.385383367173112
GRW-Y,grw_y,19,2.675906608841337,8.764513946575532,2.0223225562518055,10951.969410521031,96276185184.52956,7.065853846218337
GRW-Y,grw_y,20,2.7111199288171504,9.03057486280786,2.0524758780020216,16325.581371402634,392290419138.5087,7.297157864850705
GRW-G,grw_global,0,1.2427016109698288,0.8201828590280573,1.2907364495242946,4.583526330469135,21.42755169658142,3.1454629055985315
GRW-G,grw_global,1,1.306563816428634,1.5750778652472053,1.2881801245792333,7.909871877737627,257.03670955675,3.1361813888938572
GRW-G,grw_global,2,1.371090516964539,2.1889993602750066,1.283866058632169,12.67538487959626,1408.9843163133994,3.1205714680270598
GRW-G,grw_global,3,1.446665548237153,2.787542234743732,1.3162504637353645,21.355260603631187,11743.60454896871,3.2394119730460416
GRW-G,grw_global,4,1.5275492058967204,3.3425400516177324,1.3400956656187968,35.2740074078738,62105.4853020092,3.329409217670761
GRW-G,grw_global,5,1.6032804694563412,3.9147333234942367,1.3382294041950942,57.876225864109585,264548.10103307944,3.322287849302258
GRW-G,grw_global,6,1.6816654747995514,4.410213127809627,1.3936552991820959,107.34323910236736,2526722.7915025186,3.539552410175247
GRW-G,grw_global,7,1.751708320274832,4.958217404628473,1.4023629188667928,202.70647413905746,20455093.259668995,3.574793468610177
GRW-G,grw_global,8,1.8104022618946605,5.45914945446563,1.4307526665479657,512.621842168609,485330024.9405444,3.6918470534683987
GRW-G,grw_global,9,1.8788715040688737,5.957475854738768,1.4665513319413082,477.20578321046344,153895825.5934783,3.8442619173144967
GRW-G,grw_global,10,1.9136730090344019,6.379998750394996,1.4250809396617643,888.4156129726902,1056670602.4559172,3.6681948999128267
GRW-G,grw_global,11,1.9654195444948037,6.802333372687446,1.4385134540622826,844.5059621193216,272850015.71181107,3.724426379878635
GRW-G,grw_global,12,2.0254104759646676,7.293672161140825,1.446556583554119,1058.368774061318,254669605.00496945,3.758461040572149
GRW-G,grw_global,13,2.0758508060851546,7.782976794473143,1.4539760580940613,2185.473478869009,2838920192.8809195,3.790098739268541
GRW-G,grw_global,14,2.121848267084362,8.246328344109465,1.4571159784453873,2527.8920940276134,3321740714.7736845,3.803559187015798
GRW-G,grw_global,15,2.182352666410753,8.705630082684936,1.4779312856980966,2759.3825477004016,2868195054.736998,3.893868405489345
GRW-G,grw_global,16,2.237850355466058,9.164527518027535,1.5183288008455356,3619.0829212067574,5165533793.695786,4.074590481778907
GRW-G,grw_global,17,2.2992046872286394,9.648780305206916,1.542932773288281,5439.1221728422715,14459012051.342718,4.188290537876044
GRW-G,grw_global,18,2.35073817997343,10.11289649263736,1.5310089758090504,8607.93836393248,35331519111.558426,4.132838811109163
GRW-G,grw_global,19,2.4002243951627715,10.633615802451768,1.5312195567206057,11204.060222385488,67599815195.983,4.133812700541338
GRW-G,grw_global,20,2.4349819273695603,11.010244386030259,1.5716571162521182,17770.09980920075,154740160041.27655,4.324620420847756
AR(1)-GRW-Y,ar1_y,0,1.2543348493326059,0.8085400530781417,1.317635229108613,4.603456838618518,20.904066737671418,3.244579502199379
AR(1)-GRW-Y,ar1_y,1,1.4889348610843356,1.0014264126433372,1.4982123061582384,6.877563138745327,113.22031907500278,3.983684339536833
AR(1)-GRW-Y,ar1_y,2,1.6582637950654098,0.963033054157623,1.6502511281607988,8.017281279870385,112.72732606366682,4.718287682392695
AR(1)-GRW-Y,ar1_y,3,1.7210961483064529,1.0065652615682334,1.7282750894340175,8.77320789082025,142.92486287394954,5.140932743014379
AR(1)-GRW-Y,ar1_y,4,1.7687589706966569,0.9822721964583659,1.764252067564927,9.173795903006338,168.46119492200782,5.3472049461808195
AR(1)-GRW-Y,ar1_y,5,1.7169138323682411,1.0003702912114578,1.7127584473286686,8.745107510150026,147.32842135270968,5.0542339540868895
AR(1)-GRW-Y,ar1_y,6,1.669273943249495,0.975198928070514,1.6671101771806467,8.174093124718409,126.43363651173878,4.8068387333779565
AR(1)-GRW-Y,ar1_y,7,1.579306414449563,1.064533510143204,1.5799680843002637,7.778634956529396,124.31721276113659,4.36480086893845
AR(1)-GRW-Y,ar1_y,8,1.5755442863816318,1.027181469580128,1.568114442127826,7.631970774580625,115.55798198925505,4.307593519728485
AR(1)-GRW-Y,ar1_y,9,1.5574289716084504,1.0532389353100393,1.555116650710523,7.697679855029466,145.39603877842785,4.2456389110245825
AR(1)-GRW-Y,ar1_y,10,1.5308922661733693,1.096593716423888,1.5294001682770597,7.567103660625269,129.8152494267694,4.125407526616787
AR(1)-GRW-Y,ar1_y,11,1.500294456337619,1.07597616520372,1.5000636313937499,7.223396470496019,108.02869101193706,3.991974256035318
AR(1)-GRW-Y,ar1_y,12,1.4685471901311307,1.1046747795351202,1.4568909042377287,7.202098344001216,140.5700899774595,3.802592698654639
AR(1)-GRW-Y,ar1_y,13,1.382811181561908,1.1846982646323478,1.3762606749835096,6.838943837226677,134.81692629654557,3.4700659402839067
AR(1)-GRW-Y,ar1_y,14,1.404116892434273,1.1785975138932663,1.40702058491611,7.001009882545686,130.0150361530412,3.593770018310611
AR(1)-GRW-Y,ar1_y,15,1.4031977018909263,1.1616036410019843,1.3845029932963353,6.925968075498275,129.7509750121337,3.5028409459110583
AR(1)-GRW-Y,ar1_y,16,1.427146373213018,1.159754012327051,1.4115189012067555,7.11282608973975,131.96220249294765,3.6121814984686216
AR(1)-GRW-Y,ar1_y,17,1.3468748227800624,1.260109882088713,1.3223161495269988,7.0016417881565545,174.13849293749706,3.262101751035139
AR(1)-GRW-Y,ar1_y,18,1.3789658408871805,1.2458828439156393,1.3516807801559052,7.134895837459112,161.04697816729433,3.373914575632158
AR(1)-GRW-Y,ar1_y,19,1.345371382963634,1.2554930029341,1.3192564688372501,7.020588153241979,222.12268656563722,3.2506390673643666
AR(1)-GRW-Y,ar1_y,20,1.3497680377126722,1.274784541349983,1.3147065239183602,7.136306291736057,192.2948843069595,3.233658021216692
AR(1)-GRW-S,ar1_s,0,1.2360082535400867,0.8197545443338681,1.2953843371443963,4.546355864323995,20.94762332259495,3.1623994970818483
AR(1)-GRW-S,ar1_s,1,1.494098487404078,0.9952425993953482,1.482668510235198,6.859678007757933,92.10995438825692,3.9146840049811167
AR(1)-GRW-S,ar1_s,2,1.6326493609912642,0.9813828681555761,1.612951138385355,7.99438906228579,142.18909250702364,4.527597054716562
AR(1)-GRW-S,ar1_s,3,1.6952858768802583,0.9727323065079989,1.6874685869337447,8.45958660826277,152.39020445582065,4.91577919296078
AR(1)-GRW-S,ar1_s,4,1.7407754633048826,1.0024458541045238,1.7577577318459705,8.904139034826594,138.99695321467848,5.309418952014045
AR(1)-GRW-S,ar1_s,5,1.7739021644378599,0.9894670213764137,1.7617129772550197,9.239969453108952,169.11201394175467,5.332402545377423
AR(1)-GRW-S,ar1_s,6,1.6661306445075315,1.0254966306737328,1.662286854722535,8.41013071443801,143.44652152652824,4.781351891443979
AR(1)-GRW-S,ar1_s,7,1.6175692369638242,1.015952682448715,1.6071702867566622,8.010761298625791,142.78368759490755,4.498674741130147
AR(1)-GRW-S,ar1_s,8,1.5932267129823463,1.036769780232922,1.5787090337725118,7.814039078852106,118.82755751900487,4.358692334922138
AR(1)-GRW-S,ar1_s,9,1.5245337324572228,1.1224086702371001,1.523311317796171,7.666561266403641,141.2239251047843,4.097390569740312
AR(1)-GRW-S,ar1_s,10,1.474816278802363,1.1579874630529488,1.4564101737945652,7.477680581144564,143.3453913022972,3.8005298951235584
AR(1)-GRW-S,ar1_s,11,1.4578893265449624,1.1704581455382785,1.4396830889416412,7.416939893229937,167.22688161983547,3.729358445221015
AR(1)-GRW-S,ar1_s,12,1.4582634323630552,1.1802941283919082,1.4501846988794485,7.376736412763858,145.90371506011795,3.7739019804029317
AR(1)-GRW-S,ar1_s,13,1.4332829492978363,1.1655457386679857,1.423746880307478,7.170754065194176,137.28789779659192,3.6626509527398796
AR(1)-GRW-S,ar1_s,14,1.4319469485454723,1.1696851349259327,1.4077799480863669,7.1853154811000906,141.6425127674574,3.5968723172853356
AR(1)-GRW-S,ar1_s,15,1.4274143882701662,1.1735928088959144,1.4062781848762893,7.202104238515097,145.01381900045328,3.590739385839075
AR(1)-GRW-S,ar1_s,16,1.4342316313173626,1.14787435146493,1.4240416722160665,7.114558979617746,160.10811767090752,3.663875160746664
AR(1)-GRW-S,ar1_s,17,1.4220633868607315,1.1715218360804776,1.4125116845865464,7.104331013298977,132.86001499507384,3.6162560832011605
AR(1)-GRW-S,ar1_s,18,1.4130837114006183,1.1760965294743155,1.4113311675386977,7.014238961867936,131.82732818182075,3.6114114819288052
AR(1)-GRW-S,ar1_s,19,1.4253039732375024,1.1783005804743854,1.416380992344518,7.151201696240546,129.84075592475565,3.632175448145481
AR(1)-GRW-S,ar1_s,20,1.4257483217357774,1.1457214861013096,1.4198332402170761,7.06945959407115,142.9566986735498,3.646430601373735
AR(1)-GRW-S-G,ar1_s_globalinit,0,1.2496934342347683,0.8033544711927699,1.3035819874205918,4.561901298247343,20.087171330205948,3.1924636099608663
AR(1)-GRW-S-G,ar1_s_globalinit,1,1.4824621087527874,0.9841882363902339,1.485585691408871,6.769144124075657,97.28326236735013,3.9275520249322122
AR(1)-GRW-S-G,ar1_s_globalinit,2,1.6195676609606837,0.982301384979301,1.6055284272822345,7.879143255659312,135.25140439974206,4.490490742855062
AR(1)-GRW-S-G,ar1_s_globalinit,3,1.6940901874146446,1.0017694795821592,1.6823167915522452,8.52180819387854,134.7203845461776,4.888001370072192
AR(1)-GRW-S-G,ar1_s_globalinit,4,1.7455550963799185,0.9907521175913693,1.7490634407406875,8.989020084381663,186.70087724558655,5.259215722826118
AR(1)-GRW-S-G,ar1_s_globalinit,5,1.7589542540432388,1.005125191090025,1.7502352983507343,9.148660638548145,166.355097033653,5.265956908692976
AR(1)-GRW-S-G,ar1_s_globalinit,6,1.671222349679363,0.9986573588125907,1.6624463014155264,8.321886365459935,128.68053938342473,4.78219250395801
AR(1)-GRW-S-G,ar1_s_globalinit,7,1.6241858966039542,0.9827170999900314,1.6244989262370346,7.8359771352276875,107.50594542322618,4.585875127180046
AR(1)-GRW-S-G,ar1_s_globalinit,8,1.5981258473250797,1.0060677507582931,1.594328059772085,7.796519309333476,138.94857557472722,4.435018663608275
AR(1)-GRW-S-G,ar1_s_globalinit,9,1.5293213047290228,1.1256404553090493,1.519771520520888,7.674567255707458,131.9048972129471,4.081180900025261
AR(1)-GRW-S-G,ar1_s_globalinit,10,1.494315788709783,1.1398969498774338,1.4797462493354254,7.572231712590925,152.57217581750183,3.9018311200119653
AR(1)-GRW-S-G,ar1_s_globalinit,11,1.4710811247148565,1.1686891975837679,1.4577131165676271,7.477853427680264,158.94464458715254,3.8061235521269996
AR(1)-GRW-S-G,ar1_s_globalinit,12,1.4467225023095842,1.1745429182991485,1.4275828912771753,7.366283964374367,157.20352395288208,3.6786110195251815
AR(1)-GRW-S-G,ar1_s_globalinit,13,1.4249608187634843,1.1718268660513758,1.4203636793727106,7.123210955353291,134.6007359649775,3.6486254258217548
AR(1)-GRW-S-G,ar1_s_globalinit,14,1.4316221936994005,1.1856138322231289,1.4205364224214696,7.197605050068386,139.86688312774697,3.6493402798790187
AR(1)-GRW-S-G,ar1_s_globalinit,15,1.4301853598221288,1.2009415719223282,1.4064473038271155,7.257236827079115,134.51859486721276,3.5914295406512524
AR(1)-GRW-S-G,ar1_s_globalinit,16,1.431459191061186,1.164130839552638,1.421310983511269,7.068385372713322,115.98860285089314,3.652547697541154
AR(1)-GRW-S-G,ar1_s_globalinit,17,1.4270776125650722,1.1538371354557737,1.421332721630992,7.108396359573172,142.3340080160826,3.6526377460631663
AR(1)-GRW-S-G,ar1_s_globalinit,18,1.4297991283910403,1.149427248618302,1.4222323671843766,7.110301399455083,161.09933243835485,3.656366575770335
AR(1)-GRW-S-G,ar1_s_globalinit,19,1.4449749819827833,1.162862642269447,1.4285529756310487,7.206841121993598,126.62918206575178,3.6826569678733208
AR(1)-GRW-S-G,ar1_s_globalinit,20,1.439980423260289,1.1543623329714234,1.4345017493837786,7.1261409718620445,127.40403689052081,3.7075530903221914
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,0,1.0395799768897038,1.3700900607302584,1.1918711867588172,4.620346390826117,29.994342852088877,2.8032377232118475
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,1,1.3031208593362533,1.179439514721141,1.4806701514802092,5.500138276504635,35.76461004869301,3.9058906961676803
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,2,1.473319228700535,1.084236672996748,1.6208470182410277,6.313849846752156,44.47739274341531,4.567372211258952
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,3,1.577663303691651,1.062935502945945,1.714508711463694,6.983907455567595,53.97373648529905,5.063946275522541
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,4,1.6234747946571537,1.0522226158451102,1.7664020991231597,7.232295073081904,52.18405798479404,5.359768599813048
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,5,1.6426790842386214,1.0660475535960354,1.7826505330491607,7.407084420732937,56.55828597730922,5.455594821420117
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,6,1.5606315827942188,1.0501223785165903,1.7006035614489954,6.797413753493387,48.73119047183614,4.987252337797836
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,7,1.5017083784980298,1.0608265761404017,1.6470115305757358,6.4175189387863645,43.78290268143134,4.701442155901988
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,8,1.488900520521891,1.066924406554538,1.6280897604776197,6.355881487107285,43.09147440603387,4.604134403599627
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,9,1.4179368259399696,1.1681522714788797,1.5754732286909516,6.190300788993973,47.79986529471724,4.3430282294867535
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,10,1.3772448434233946,1.2240732670876497,1.5334807650199975,6.113754515839943,51.00154592284936,4.144279620709804
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,11,1.3575326852596206,1.2263764190174253,1.5143544809851466,6.00332072097792,50.27427480756935,4.056485336751049
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,12,1.360002822460353,1.219931439968007,1.524880781609745,6.008228812454456,52.542113991983825,4.104595786800209
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,13,1.3273233504746678,1.2445344342834799,1.4787107974270801,5.8699163395981335,48.38639880091424,3.8972861462620703
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,14,1.3239082426406377,1.2401530329675792,1.4714427716142922,5.8343473255114,45.632314794877416,3.8655148853283823
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,15,1.3237481732046914,1.26207138474909,1.4838817938672904,5.899348375774726,50.07539723224167,3.9200313307737376
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,16,1.3263918835755324,1.2167363424674609,1.475498906691116,5.816251280170939,48.57088501407027,3.883217138609046
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,17,1.307713175770784,1.242813174499836,1.4685101631608186,5.753372744225599,48.03204522160856,3.8527603213244324
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,18,1.303626599440135,1.2460506210215447,1.4554316700568353,5.767317089642827,50.82249314548255,3.7963334110402234
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,19,1.311972464198956,1.2143476463547676,1.467319813440213,5.735023691840697,51.25136787011744,3.8475939888639483
Hurdle-AR(1)-GRW-S,hurdle_ar1_s,20,1.3195744819142345,1.2203986725689437,1.4935408275221271,5.764742828448095,50.0173618092441,3.9628343635468806
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,0.9980188174700295,1.3678997100309154,1.139342189857315,4.449549237333825,29.533122577959475,2.6347122791987294
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,1,1.2353497014482904,1.3613860718387922,1.4843146077295395,5.462610620327774,38.94992937154368,3.921940467206106
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,2,1.4209424088108917,1.2541231653657718,1.6245500694656125,6.327633898801543,49.77434950027339,4.586134615369223
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,3,1.525329850213045,1.2217367106920891,1.7127423691054995,6.936698987075735,53.14907780483838,5.054144766451042
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,4,1.6012645121044602,1.1668759586331818,1.7842624007802874,7.337361014687126,55.829990895577836,5.46518580152645
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,5,1.6482113656227702,1.1388400938967993,1.8128823201924837,7.622547278078278,60.77308056542638,5.6380851104945435
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,6,1.582801795099689,1.1340803168313933,1.740928471261944,7.172859045892189,60.88976034477146,5.212635886425386
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,7,1.5461473268884254,1.1538620098111012,1.7120918510140015,6.917533468626668,51.01518113072916,5.050539347473752
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,8,1.5138718005115541,1.1590526025599337,1.6897581225853706,6.7102238379502985,48.98661851029959,4.9281704677413085
