year,n,intercept,beta,sigma_resid,var_resid,implied_stationary_mean_log,implied_stationary_var_log,mean_resid,sd_resid,persistence,model_tag,model,stage,transition_year_start,transition_year_end,spectral_radius,is_stationary,beta_1,beta_2,beta_3
9,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
10,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
11,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
12,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
13,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
14,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
15,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
16,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
17,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
18,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
19,8445,0.2691562205326883,,0.587905452214792,0.3456328207438789,1.5310899135354226,0.7324092151772278,,,0.8996746414805292,hurdle_ar3_s_p,Hurdle-AR(3)-GRW-S-P,8-20,8.0,19.0,0.8996746414805292,True,0.3500748243664803,0.2918231944588195,0.1823081116225308
