model,n,intercept,beta_1,beta_2,beta_3,sigma_resid,var_resid,spectral_radius,is_stationary,implied_stationary_mean_log,implied_stationary_var_log
global,16506,0.37083754751775355,0.36714319075803237,0.2831114759864284,0.13899674815503105,0.5875052737255237,0.3451624466553026,0.8734583976646192,True,1.7596205798529905,0.6584884766792052
