model,sample,n,ad_n,beta,loc,scale,qq_r_ep,qq_r_laplace,delta_aic_ep_minus_laplace,delta_bic_ep_minus_laplace,lr_stat,lr_p,ad_stat,ad_p
Empirical,All transitions,11820,3000,0.7995385130518604,-0.060074971224287,2.646710356494901,0.994119641460973,0.9983982092567765,-89.90478809841443,-82.52723980745941,91.90478809841443,9.094869582806009e-22,12.364641990006021,0.005
SE-Hurdle-S,All transitions,200000,3000,0.5295084994299935,-2.1535867014629873e-15,0.9432548058200714,0.9952235211351841,0.9774433590261562,-14197.744429534301,-14187.538356888806,14199.744429534301,0.0,5.3772360867092175,0.005
SE-Hurdle-T5,All transitions,200000,3000,0.5365928493817715,1.8548800174221373e-15,1.0029956808144385,0.9954382034873026,0.9786330132988159,-13742.691655620234,-13732.48558297474,13744.691655620234,0.0,6.549897356518613,0.005
Hurdle-AR(5)-S,All transitions,200000,3000,0.5242633453673494,-1.0202484955178269e-15,0.8047380386134257,0.9967369367496045,0.9737729358437645,-24599.779088534648,-24589.573015889153,24601.779088534648,0.0,18.630733462071476,0.005
Empirical,Nonzero transitions,10829,3000,1.1974780975315988,-0.10207884293906022,5.262289042825431,0.9982388319437789,0.9974715085404684,-78.53465858932759,-71.24467558971082,80.53465858932759,2.856505482243207e-19,7.113533983432717,0.005
SE-Hurdle-S,Nonzero transitions,182653,3000,0.8934681931680515,0.018328025362777067,3.949817205397191,0.9869724337571751,0.9812738419258256,-946.0124569339678,-935.8971134771127,948.0124569339678,3.587457128673538e-208,5.671045955346926,0.005
SE-Hurdle-T5,Nonzero transitions,182737,3000,0.896986790597736,0.04364402496303599,3.9703904891586914,0.987703117837629,0.9823641651778521,-876.9552558655851,-866.8394526259508,878.9552558655851,3.6876970944205196e-193,2.49679607471262,0.005
Hurdle-AR(5)-S,Nonzero transitions,183588,3000,0.7675487987820848,0.3175590458088612,2.713841264181136,0.9921452691899595,0.9784357062109805,-4964.973470794037,-4954.8530213984195,4966.973470794037,0.0,4.030087508954239,0.005
