rho,mean_nll,se_nll,model,max_lag
0.4818333333333333,1.0862479062140367,0.01010284994483925,SE-Hurdle-T5,5.0
0.48999999999999994,1.08604453924189,0.0101327147108697,SE-Hurdle-T5,5.0
0.4981666666666666,1.0858504343489437,0.010162390272107916,SE-Hurdle-T5,5.0
0.5063333333333333,1.0856658416593583,0.010191924022077303,SE-Hurdle-T5,5.0
0.5145,1.0854908574066136,0.010221249839797388,SE-Hurdle-T5,5.0
0.5226666666666666,1.0853256242130835,0.010250341404675702,SE-Hurdle-T5,5.0
0.5308333333333333,1.0851702656923403,0.010279175262941384,SE-Hurdle-T5,5.0
0.5389999999999999,1.08502489655509,0.010307727453700054,SE-Hurdle-T5,5.0
0.5471666666666666,1.0848896226333111,0.010335973578537114,SE-Hurdle-T5,5.0
0.5553333333333332,1.0847645231110405,0.01036389363202659,SE-Hurdle-T5,5.0
0.5634999999999999,1.0846496858407497,0.010391462233869692,SE-Hurdle-T5,5.0
0.5716666666666667,1.0845451773564725,0.01041865683282753,SE-Hurdle-T5,5.0
0.5798333333333333,1.0844510515078691,0.010445455318555773,SE-Hurdle-T5,5.0
0.588,1.0843673626277668,0.010471832370088975,SE-Hurdle-T5,5.0
0.5961666666666666,1.084294128336515,0.010497769836432616,SE-Hurdle-T5,5.0
0.6043333333333333,1.084231363605392,0.010523247351530629,SE-Hurdle-T5,5.0
0.6124999999999999,1.0841790818287946,0.010548242012778732,SE-Hurdle-T5,5.0
0.6206666666666666,1.084137264131646,0.010572736911539683,SE-Hurdle-T5,5.0
0.6288333333333332,1.084105888435727,0.010596712962410701,SE-Hurdle-T5,5.0
0.6369999999999999,1.0840849196746156,0.010620152007852917,SE-Hurdle-T5,5.0
0.6451666666666666,1.0840743078076867,0.010643036396486678,SE-Hurdle-T5,5.0
0.6533333333333333,1.0840739965575832,0.010665351565794769,SE-Hurdle-T5,5.0
0.6615,1.0840838948746492,0.010687078315285849,SE-Hurdle-T5,5.0
0.6696666666666666,1.0841039328889266,0.010708206831386407,SE-Hurdle-T5,5.0
0.6778333333333333,1.084134002696926,0.010728721885530881,SE-Hurdle-T5,5.0
0.6859999999999999,1.0841739958324528,0.010748611881369816,SE-Hurdle-T5,5.0
0.6941666666666666,1.0842237772741328,0.010767871024084991,SE-Hurdle-T5,5.0
0.7023333333333333,1.0842832347084692,0.010786457653662714,SE-Hurdle-T5,5.0
0.7104999999999999,1.0843522032311945,0.010804406528715829,SE-Hurdle-T5,5.0
0.7186666666666666,1.084430494887593,0.010821708264102468,SE-Hurdle-T5,5.0
0.7268333333333332,1.0845180164596184,0.010838325540782014,SE-Hurdle-T5,5.0
0.7349999999999999,1.0846145567176326,0.01085426919310835,SE-Hurdle-T5,5.0
0.7431666666666666,1.0847199337435351,0.010869534528981513,SE-Hurdle-T5,5.0
0.7513333333333333,1.0848339570473746,0.010884117635428493,SE-Hurdle-T5,5.0
0.7595,1.0849564300583694,0.01089801524232561,SE-Hurdle-T5,5.0
0.7676666666666666,1.0850871433503613,0.01091122718807948,SE-Hurdle-T5,5.0
0.7758333333333333,1.0852259021997772,0.010923766556692659,SE-Hurdle-T5,5.0
0.7839999999999999,1.085372452306407,0.010935601349280814,SE-Hurdle-T5,5.0
0.7921666666666666,1.0855265956492341,0.010946755401731557,SE-Hurdle-T5,5.0
0.8003333333333332,1.0856881043848219,0.010957230836750117,SE-Hurdle-T5,5.0
0.8084999999999999,1.0858567470739602,0.010967030931155615,SE-Hurdle-T5,5.0
0.8166666666666665,1.0860322892028997,0.010976160008520494,SE-Hurdle-T5,5.0
0.8248333333333332,1.0862144937132086,0.010984623348167244,SE-Hurdle-T5,5.0
0.833,1.086403121534291,0.010992427109637461,SE-Hurdle-T5,5.0
0.8411666666666666,1.0865979321090582,0.01099957826906468,SE-Hurdle-T5,5.0
0.8493333333333333,1.0867986839050476,0.011006084564869591,SE-Hurdle-T5,5.0
0.8574999999999999,1.087005149978016,0.011011949924219805,SE-Hurdle-T5,5.0
0.8656666666666666,1.0872170584521708,0.011017192428955406,SE-Hurdle-T5,5.0
0.8738333333333332,1.0874341822756108,0.011021817484426696,SE-Hurdle-T5,5.0
0.8819999999999999,1.087656280751424,0.011025835443460615,SE-Hurdle-T5,5.0
0.8901666666666666,1.0878831145320071,0.011029257199149376,SE-Hurdle-T5,5.0
0.8983333333333332,1.0881144460249714,0.011032094145648017,SE-Hurdle-T5,5.0
0.9064999999999999,1.0883500780539828,0.011034386566460486,SE-Hurdle-T5,5.0
0.9146666666666665,1.0885897054426634,0.011036094670312045,SE-Hurdle-T5,5.0
0.9228333333333333,1.0888331314442454,0.011037255854042948,SE-Hurdle-T5,5.0
0.9309999999999999,1.0890801419208054,0.01103787901794376,SE-Hurdle-T5,5.0
