model,model_tag,n_trajectories,career_year_start,career_year_end,master_seed,model_seed,eps,trajectory_orientation,trajectory_file,wide_trajectory_csv,active_state_file,active_run_length_file,year_summary_file,transition_summary_file,trajectory_long_sample_file
Hurdle-AR(3)-GRW-S-P,hurdle_ar3_s_p,50000,0,20,63,18018853576801515496,0.49,rows=career years; columns=simulated scholars,trajectories.npy,,active-states.npy,active-run-length.npy,year-summary.csv,transition-summary.csv,trajectory-long-sample.csv
