ix,year_0,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20
0,11.501319706847536,16.97349433488581,3.2910874477714787,14.434062899217553,9.873481735824457,20.421066100668327,4.29220900619278,0.5963277711364972,0.0,1.0934769636807804,5.426699339412384,3.5675156240394754,3.2342252231806308,4.518065388434006,3.938182874246402,5.341915638944937,1.8413806056703537,1.2022514507342041,2.145614640256337,0.2575996236581283,0.8139398431979612
1,9.08817982352266,3.9652259782281103,5.175475822690983,4.176922727573356,17.904705253966117,13.019367329636028,13.005277849354759,4.389655708117303,3.936699476821353,4.473672258407906,2.1612408535375467,9.488191992562697,2.233531787063634,7.2244761597927365,8.580366240219263,7.377497220906964,5.916604101034825,11.586112662954145,1.4201909677073905,0.6963868738550894,4.564332465860039
2,3.8659253054357885,0.4498649463313503,5.521761612893695,2.578654717520487,2.087256565448662,1.7387423261335229,1.7301973348573052,5.009716006572366,23.11875047694227,14.719023532187132,16.013360862716297,11.878835839476215,10.269345598411114,1.9595134363874276,1.1104311237812392,3.6690949612993196,3.2015474492492064,1.7372335298899675,1.84873084500159,9.906517734376418,3.185087363234305
3,7.078799561939693,5.457023904953351,4.277125977781258,2.5621847001004463,7.406274018123545,8.297226060751116,11.857726443188604,1.1572115693052007,6.1998575475673965,1.9178810931076031,7.709423016642674,4.9631767407917415,2.840971641819663,1.2701837098811593,1.8435854609180653,4.006202280568749,3.3246888550175253,9.431642426332335,6.182303017337533,1.1597150890152625,0.2144842624179003
4,14.429166001105955,2.242890192697674,28.384438370072385,8.312062575316498,8.073318079352083,2.957847980472283,11.569245825152722,13.319247512774856,2.484403585706561,1.2298315581060628,0.6647814396068004,6.075741775149038,8.968481563916399,2.6246912044259103,0.849920713244324,1.6839352071040519,2.499517586529816,0.3648060395385815,1.9447721871095147,3.6240025163847793,3.8334031925623355
5,2.7900508522908845,4.368990420624651,2.5229009330414147,0.0,2.4607552996738775,1.9231335460645982,3.689889504271955,11.394811746470534,8.027853432138127,0.49464425072107177,1.265246282171821,9.079220977909724,1.1864220531621692,1.2423888250694097,1.2682850120976217,7.477974781071221,1.5785520783351237,1.3158359373743342,4.254447062036523,4.0816753529469345,0.20301955052777831
6,8.969096165026254,14.78158039924602,23.190144643076426,2.6024377798353386,1.618596007079977,1.5434834380934117,1.5010449686713558,0.18668022990498923,1.2328955868778648,1.7800136791010444,5.4717711695345645,6.676605321430092,0.4511208008518587,0.1716847405194234,1.1206742623688946,3.0379512520527143,3.2624666013653707,6.111699867613395,4.236610529311309,4.441946173783822,7.469395135467789
7,16.985215829795596,10.892586950451141,9.929476011455536,23.50058657347886,9.153298683470137,11.810336209355151,8.75829565261574,2.7965465432401215,3.7345932063873466,0.7635051699554485,0.5361494975820427,1.9777512915940016,0.8692842484895431,2.428119847361595,0.36985302429149014,0.0,1.0341877893985636,6.611528408499833,0.9343072214702528,1.9424392671499089,5.6507803394433935
8,2.6841164139148384,5.245753568834726,1.6609173093917786,0.4747831535809748,5.257907691657427,4.027037174385293,2.041002041384525,4.9971564755659,0.6940527921892392,2.2884522389614723,1.0478884363891945,1.8015546472149804,2.9442434488879705,3.7628155438780784,0.9272447705440439,3.988824279782504,5.788073188056854,29.830834352357304,9.060530656923653,10.255514057233613,1.194286270453558
9,0.47914742628586254,8.316473404071099,2.456126385455069,6.181318360686022,6.301441865992749,4.985466364052782,12.91827162747616,44.32181739494771,8.143555776015758,5.971823292817857,11.578361270837819,4.122751857383746,22.34070100020761,8.606794354084943,1.980078084723792,16.922736623919224,1.2592148731019435,0.7991810120944005,15.018506278693643,11.399946234346528,9.150807915592258
10,0.5924577500292533,0.9756397178374163,4.817231350442118,10.917532216764883,21.69425166445689,7.071701492110474,6.461154541125389,1.9563043219181415,1.4289888174650167,1.03911626027079,3.9797059461793767,2.9357610087222703,0.6136605912349045,0.17945286856956,1.3049049504201196,4.066504805301693,8.977963715901982,10.298522148770076,23.40578421489809,9.984913071183474,8.938491860842047
11,9.024872044375613,16.80387437242105,9.036613297125973,4.906176531805082,8.45324411699706,16.559949545855105,5.2380906545307155,5.943712928964586,5.337234563355853,1.8915600970551283,2.8728023575837502,1.3501981404658647,0.5045378690396276,2.2160732350920656,4.5051323760356405,5.861102919028321,2.9684379062785684,1.3561872253016571,2.2038961130008063,5.033412323901242,8.282012924023578
12,13.330080207562343,6.313478450280928,5.987836087578901,1.9656081292472438,3.475210821906362,0.7910753432786044,0.4136572528121927,2.333676924420751,1.7468473317740154,1.8622671883312811,7.2903404704718175,0.51281986151762,0.29586051835678806,6.223711237067758,5.381978753171487,1.2122759401800733,0.008276706504087239,0.23325721057382742,4.3875572834073795,2.966043466864968,15.23971757479344
13,4.652902648729253,8.82274399604155,8.599673031413266,4.225098294600565,4.549600640604567,1.500309460967044,0.037329786396007925,0.739846221619433,0.0,0.15670627664355297,0.0,1.0389108533203042,0.0,0.0,0.1668560881022657,0.8970435031561435,0.9938156649884602,12.356943394500801,14.56135833012574,59.694647650278206,201.32271260595354
14,1.6795962898047578,28.615003199211948,8.076809074786347,2.5132589579227256,2.7122561571882287,3.488427328665068,11.759798674405058,16.81083532732024,6.597155759473955,8.6173035214654,8.077840140518099,3.1543840927327214,5.190949293062942,15.195542871311751,2.53868339852371,0.4651400117912774,4.039963197671753,3.175782598812538,1.7867641280392375,3.0059154256362577,3.6808958683799275
15,0.42824474916852456,0.6512183612837057,0.5980949021990174,4.337744153470173,11.733689906453074,11.574166725972633,62.12419260366501,24.99030385475766,5.760953490799913,1.9441690485228167,0.6185178688423982,4.818361796850313,2.1453087490918357,4.421906200642325,3.5408606913422274,5.338507478400808,0.40181052897419023,0.419453766609889,0.30900017306030036,1.8846674070985283,0.9105977098599967
16,0.5744185677371251,0.8455362277799283,2.423684181924889,19.843253684947967,11.07257221620966,9.178770010264731,5.851168447721712,1.7329913227320988,1.8605739208139582,6.731481959666875,3.6425527716302364,4.047665526704455,36.14956823328136,23.226263670368578,4.463189896861708,0.4175586322087923,0.5547262717335741,0.0,0.18454646665634922,1.8963481582645165,10.690450870551327
17,8.31753259876967,11.29495037286843,5.3130000696238096,6.8427927642038195,14.52265878165455,1.9078741006919155,0.22554312584078917,1.0830757136165434,2.4245950720536342,11.739713275496339,3.892506088857381,1.2512365789325903,6.619243578095345,2.0501053675687277,2.1283589844118005,6.469747429639823,11.93387561762201,6.717873282009395,1.2248348092893784,0.5538683849011075,1.4105485644907851
18,2.5372743340266366,5.011321141322269,2.9590638321215152,1.29963712692558,21.67839010612164,12.76277305689693,3.4289251784624577,0.7978079816128061,1.2431359152635977,0.0,2.571721021182517,3.3175176391554553,1.7137083425100157,1.1365345541635332,3.6027525752984273,0.0,0.17258089975048463,0.42735677891684054,5.98355186872797,5.522653319041349,12.556825007170623
19,6.203996882643003,30.18499355944551,31.519105785975785,41.97580577562455,6.337648174935367,11.584660721992172,6.896054341827279,10.705243896413798,5.927738818200313,9.777855981408532,6.999570208244602,1.6312233227484445,0.5495641009436487,0.4636333590721299,0.9926030701526136,0.5765758304853199,2.252443713540389,7.0233074496138395,1.4394935463712148,1.80851997904685,1.1223076429438288
20,3.5427091775533466,6.051481893341859,3.2324281533455927,2.0298100623975426,1.8506508509109174,0.47379503763214603,3.4156571344655333,1.1385375875281019,1.0700564607906284,2.3192835075689278,0.07136818788772437,0.7184701253330266,0.4861569555900058,0.29187557540326137,3.155667444441918,3.4543764919546343,1.3491354300246683,2.406204411800096,8.937065396670617,6.3320649092624945,3.575899952933322
21,5.357735422728765,18.136975510635782,25.06774886136216,25.44616416518799,28.24735944044704,5.489680030824577,4.583042905193321,1.8108061371244724,3.032547570330962,0.605494259190313,23.705264537278882,14.406013629111193,15.798824446580303,18.034729992862662,78.78635330444315,68.65073917321989,4.028049199722,2.176414622782656,2.087614354425736,0.0,0.0
22,0.272020910896376,1.8480480393217353,2.4113565972475683,3.6983699628928495,2.3108714672484805,14.9021704435989,1.089346347848056,6.800517556710504,51.981665521707896,19.84564840350598,8.010574658670317,1.4470073532918621,2.0468097745716936,3.5475302516400236,0.7678860936616352,0.3792646422061031,3.5894694973621357,1.5024127462768644,0.37731252512476,1.8955570290866202,3.689516710760926
23,1.809898786207647,32.77312078264486,5.651279834486222,6.3204997791438755,4.082001767870872,0.4789190130173927,0.023132455365311166,0.0,3.7756620028679633,0.988994425627882,0.66301686377171,1.9002658210302499,7.017260141456261,14.006932934998963,20.80070391807851,6.011932663808008,0.025746800517434387,0.01837357174470533,0.3021549439155309,0.0009333930552355429,1.6130702019502945
24,1.9690510096548597,0.07483817795178649,0.20111189286366737,2.379957026121759,0.884037369649681,0.38213607913613257,0.0,0.9248619237423814,6.670550840275674,11.895074681118688,6.423928400387674,2.0031820952604082,2.168324598433501,5.640850522119523,8.999781959127251,5.743682135518402,2.82721030532342,1.346801838715745,0.0,5.658194172083064,3.033666870072551
25,16.92021453995459,1.0791794112583972,2.9848425980444153,6.97964296063067,3.70870703302172,1.219012246353713,0.08270186445883587,1.5816583243339062,1.2288220029543528,0.2006690391249243,0.8605396336948301,2.273315246369048,2.767300692029285,1.236685998923147,23.725796177272514,8.202885080185958,1.3294190413617555,2.71884864562829,3.9320110616030366,3.609974907316043,1.0708663475758886
