model,n,intercept,beta,sigma_resid,var_resid,implied_stationary_mean_log,implied_stationary_var_log,mean_resid,sd_resid
global,27033,0.6511238611794272,0.5863792353733731,0.8635116796697748,0.7456524209261158,1.5742049647028553,1.1363891603934129,8.57392965652886e-16,0.8635116796697748
