model,RMSE: raw delta mean,RMSE: raw delta variance,RMSE: log delta mean,RMSE: log delta variance
ARW4,0.2665269491185195,7.000446162890435,0.0455493650671706,0.5610556410281076
Hurdle-AR(1)-S,0.17283167911136116,25.24634242369771,0.042501605521945186,0.21669754318373938
SE-Hurdle-S,0.219501711405421,18.649932139195677,0.04784363024184372,0.10825625778324635
AR(1)-S,0.33039343926915293,119.47048285074142,0.05483456482908907,0.3696439537982111
