model,stage,equation,n,intercept,x_prev,prev_active,history,restart,sigma,laplace_scale,bootstrap
bootstrap,5-7,positive,1511,0.39581067516942425,0.36025210304036903,,0.39693257492440026,0.4633811739194015,0.5952803197472059,0.48106763476261233,3
bootstrap,8-20,activity,7092,-1.2023503934811166,0.934673936297107,-0.5256164012798707,1.6048446334479554,,,,3
bootstrap,8-20,positive,6010,0.06324040176408474,0.44058392186202205,,0.45619827634776416,0.5314408564746489,0.5818829932267624,0.4625522382066697,3
bootstrap,0,activity,591,0.024292693844381708,1.310956013586282,-0.7312144294262657,0.0,,,,4
bootstrap,0,positive,413,0.7907928597163383,0.5650339204103144,,0.0,0.7986097571025266,0.550383994425162,0.4664644474801285,4
bootstrap,1-4,activity,2364,-0.3758012442484744,0.7628829813198954,-0.1339783257536671,0.8106883021984512,,,,4
bootstrap,1-4,positive,1882,0.846276102627137,0.36867539287631745,,0.23060687968155297,0.49788525459319577,0.6161252448418558,0.5028814919021722,4
bootstrap,5-7,activity,1773,-0.8378461112139335,1.2375730977372268,-1.1355261872326023,1.2673721689474293,,,,4
bootstrap,5-7,positive,1485,0.38763199306906393,0.3883376820373461,,0.36572884819879786,0.6336332511346078,0.6017726806995238,0.49098117792124174,4
bootstrap,8-20,activity,7092,-1.1954453788243031,1.0391408821417965,-0.67906885138888,1.5659314395815076,,,,4
bootstrap,8-20,positive,5889,-0.00014554456115578596,0.4701776019373742,,0.4606411901145124,0.6108352329623601,0.5811971561924024,0.4615691157223814,4
bootstrap,0,activity,591,0.137863637861249,1.2637093285650831,-0.7803103284140712,0.0,,,,5
bootstrap,0,positive,419,0.8744975688485185,0.5254219097213358,,0.0,0.7601742632658064,0.5655794594803759,0.47929836328249953,5
bootstrap,1-4,activity,2364,-0.360100682633703,0.7584788726054814,-0.16403077665391894,0.9411421277639421,,,,5
bootstrap,1-4,positive,1924,0.8503975264750763,0.344198105149675,,0.24970471296235802,0.5077907461905621,0.6086006289071936,0.499657329757062,5
bootstrap,5-7,activity,1773,-0.8672439177086821,1.0942971010482698,-0.8889291087187428,1.2838009191168014,,,,5
bootstrap,5-7,positive,1496,0.4604387636812721,0.32300506534459517,,0.40038219047323265,0.45390081578620056,0.589590995494288,0.4779666780764143,5
bootstrap,8-20,activity,7092,-1.1858816227354663,0.9718299577710235,-0.528375593835541,1.5554944966993345,,,,5
bootstrap,8-20,positive,5954,0.06448652099949892,0.4445875051770642,,0.44846177015210875,0.5347245713515916,0.5928373265445237,0.4741593386875471,5
bootstrap,0,activity,591,0.1838491377832845,0.607483544031843,0.31301322921115715,0.0,,,,6
bootstrap,0,positive,424,0.6545021306740296,0.6137237542537577,,0.0,0.9271488401657341,0.5767664581148638,0.49821467438451444,6
bootstrap,1-4,activity,2364,-0.30478483013406366,0.6776481874353744,0.11838796526859753,0.7096627517025055,,,,6
bootstrap,1-4,positive,1907,0.8684130122993013,0.3244911560606548,,0.26767373902772407,0.44155098571036705,0.606446385472246,0.4971415142718095,6
bootstrap,5-7,activity,1773,-0.5519636390341263,1.3073755306460615,-1.4641307333133613,1.2460580192578248,,,,6
bootstrap,5-7,positive,1515,0.42614590959893395,0.36952166932798525,,0.3715059726946524,0.5842931565140674,0.6006939110994435,0.49369174461069654,6
bootstrap,8-20,activity,7092,-1.0335819591829853,1.1702498944766644,-0.8841614496505215,1.5058841045995466,,,,6
bootstrap,8-20,positive,6053,0.08796257975151789,0.4548045001950856,,0.43275594705852694,0.5045042653647216,0.6005690512329923,0.4799023132201828,6
bootstrap,0,activity,591,0.17435335843829414,1.4406547464679613,-0.9701135841445712,0.0,,,,7
bootstrap,0,positive,432,0.762839495703813,0.5690423271205154,,0.0,0.8374488828614137,0.5841480956598161,0.4956840060615387,7
bootstrap,1-4,activity,2364,-0.5034681739757896,0.8205808836187842,0.021865889519655467,0.7795448007034722,,,,7
bootstrap,1-4,positive,1910,0.8393184712085766,0.3444598906398105,,0.2607660851185295,0.5692165831871581,0.625363694055417,0.5152911677150476,7
bootstrap,5-7,activity,1773,-0.8451237017628712,1.030660489269648,-0.6791297696154888,1.1275229579787172,,,,7
bootstrap,5-7,positive,1476,0.38355095703944875,0.35303465139794893,,0.4029706178326583,0.5840620450521805,0.6025530057989097,0.48750121608780334,7
bootstrap,8-20,activity,7092,-1.1139839627911525,1.0003208881994823,-0.6491768365098053,1.5888384916956295,,,,7
