model,stage,equation,n,intercept,x_prev,prev_active,history,restart,sigma,laplace_scale,bootstrap
bootstrap,5-7,positive,1497,0.3806969997580284,0.4027884731419001,,0.35223562509216244,0.5497745378990682,0.588065074420035,0.48179202957263656,146
bootstrap,8-20,activity,7092,-1.2556280328455318,1.0099920267002251,-0.4151949896991001,1.5721952142307223,,,,146
bootstrap,8-20,positive,6037,0.036177012181968116,0.44432963020425253,,0.4664834849455115,0.5505481769509359,0.5923106349437666,0.4715816700768629,146
bootstrap,0,activity,591,-0.06301289648397335,1.3418387779756582,-0.3306141726896528,0.0,,,,147
bootstrap,0,positive,418,0.687886455500706,0.5850966895186617,,0.0,0.9384083123443024,0.5865724370385462,0.4949244634883319,147
bootstrap,1-4,activity,2364,-0.6215454349132994,0.7570351944298315,0.22982753896882138,0.8527840294833811,,,,147
bootstrap,1-4,positive,1868,0.7134246641707076,0.42863275772912224,,0.23252271383209044,0.6855488955421702,0.6207188603831437,0.5045267027873228,147
bootstrap,5-7,activity,1773,-0.6799214193151009,1.1407854904970987,-1.1208789181461907,1.2101070065219626,,,,147
bootstrap,5-7,positive,1470,0.3331099277316527,0.408872483997741,,0.3730235493860331,0.6824600479123148,0.6008775154215374,0.4962632654035399,147
bootstrap,8-20,activity,7092,-1.2864254048688977,1.0705174963651274,-0.5393754331711615,1.5301834617830943,,,,147
bootstrap,8-20,positive,5836,0.054069119990417525,0.43744547394463695,,0.46607791025220885,0.513783752041379,0.585430444460003,0.46532715202691477,147
bootstrap,0,activity,591,0.2933478199182955,1.4317237830017668,-0.8828945935466364,0.0,,,,148
bootstrap,0,positive,455,0.9646017438281561,0.4875227865329076,,0.0,0.7409552961613505,0.5520618354789936,0.4539363539521511,148
bootstrap,1-4,activity,2364,-0.4402965785667401,0.7503814286966639,0.031094092965376532,0.8056820191226141,,,,148
bootstrap,1-4,positive,1951,0.7608459718251043,0.4120033507723756,,0.2186508394117124,0.6601009136494521,0.6183023701469446,0.5038507601399745,148
bootstrap,5-7,activity,1773,-0.812184736398246,0.973501672558618,-0.7466468243231986,1.3145216826252104,,,,148
bootstrap,5-7,positive,1526,0.28142780102296405,0.36245629218222236,,0.4479872357018838,0.686443807804233,0.5946467612244392,0.4822054529482333,148
bootstrap,8-20,activity,7092,-1.2531513157498848,0.9566642924457626,-0.5893996792991114,1.678297444577412,,,,148
bootstrap,8-20,positive,6045,0.04470157453869772,0.4188286690905558,,0.49325028177903585,0.48310855675832226,0.5863077855081864,0.460787936095554,148
bootstrap,0,activity,591,0.22677330191850875,1.3610584371063212,-0.6846378247101224,0.0,,,,149
bootstrap,0,positive,437,0.9453688354815222,0.4713085386761782,,0.0,0.586430046805879,0.574097116897621,0.4897488827886373,149
bootstrap,1-4,activity,2364,-0.374714923017083,0.653026119948824,0.016625196814959598,0.8150499103941794,,,,149
bootstrap,1-4,positive,1884,0.7928532484512268,0.37479836456232496,,0.2489488948985044,0.5642913262753407,0.6112792642185376,0.4986845990477497,149
bootstrap,5-7,activity,1773,-0.47020146353977177,1.0568360730350679,-1.1625413254892814,1.1680180039731585,,,,149
bootstrap,5-7,positive,1493,0.43000937160626074,0.34409761160460517,,0.4075539473000301,0.5572097263662048,0.5964903562279451,0.48893072105565794,149
bootstrap,8-20,activity,7092,-0.8675448928114693,1.098916990595674,-0.7593893660594877,1.3171870147986646,,,,149
bootstrap,8-20,positive,5995,0.063301177190762,0.4633097748477604,,0.4352161959707541,0.5430510316010291,0.5917195420449012,0.47090864514489195,149
bootstrap,0,activity,591,0.29479787732538587,1.107750366916841,-0.8419892307176207,0.0,,,,150
bootstrap,0,positive,422,0.7356139351394573,0.5877719490522549,,0.0,0.8564559476974343,0.5652199791803434,0.4790641751079634,150
bootstrap,1-4,activity,2364,-0.5220150968138495,0.915131776665125,-0.13735653495303465,0.7332484709980199,,,,150
bootstrap,1-4,positive,1873,0.7450485453681887,0.39731429730246026,,0.26304667459531283,0.6772188699076667,0.6115997001900914,0.5001008206912908,150
bootstrap,5-7,activity,1773,-0.7582792430575536,1.2470695673553807,-1.2513943322873164,1.1729994512010713,,,,150
bootstrap,5-7,positive,1463,0.3326689720124162,0.3798833688330589,,0.4016149413536829,0.6152007883311309,0.5941232771822001,0.4857776917094521,150
bootstrap,8-20,activity,7092,-1.2545279746619649,1.023601389134593,-0.6502257031975287,1.6011333591188577,,,,150
bootstrap,8-20,positive,5853,0.0266929429472621,0.4423332342479517,,0.4763075035057518,0.5037244745336285,0.5926448787474932,0.46990329235117584,150
bootstrap,0,activity,591,0.31667131668783705,0.3884572954537254,0.7461789001905608,0.0,,,,151
bootstrap,0,positive,438,0.78149904885008,0.5623558177323436,,0.0,0.8131088543435777,0.5758311478031467,0.4857906783684198,151
bootstrap,1-4,activity,2364,-0.3909401953498406,0.8312969764361446,-0.11827498348902023,0.7749033034176319,,,,151
bootstrap,1-4,positive,1918,0.8439370999850275,0.3801737220548915,,0.22180540716813568,0.5527333343342143,0.6129195679243429,0.5018492761073649,151
bootstrap,5-7,activity,1773,-0.6838681797942887,0.7194319622493324,-0.23760236322753137,1.1342839541544845,,,,151
bootstrap,5-7,positive,1504,0.2937132036129897,0.4497371117401232,,0.3428435444140891,0.6985080343342724,0.5896678743400054,0.4773719701450624,151
bootstrap,8-20,activity,7092,-0.9800572764701057,1.0180636816439237,-0.569946857245051,1.3464156340622546,,,,151
bootstrap,8-20,positive,5959,0.05510545348293605,0.43909421338789906,,0.46900313156334944,0.5177789361507439,0.5836720188147213,0.4661451813131234,151
bootstrap,0,activity,591,-0.08701195147284246,1.4280223415206061,-0.7685452175496377,0.0,,,,152
bootstrap,0,positive,422,1.0267179600292058,0.4166055951832426,,0.0,0.6363590166438469,0.5856102994932839,0.49255264611875504,152
bootstrap,1-4,activity,2364,-0.5225415195727716,0.807661183564466,-0.05621992790599079,0.8516777563018192,,,,152
bootstrap,1-4,positive,1909,0.8383445515034418,0.3769808780127587,,0.2236782070205634,0.5732437179260033,0.6097375659196489,0.49970863162969154,152
bootstrap,5-7,activity,1773,-0.7996164044650902,0.9765307821814251,-1.0822866343287472,1.5102115846368074,,,,152
bootstrap,5-7,positive,1511,0.4497728997112772,0.37448397469921685,,0.3467176266099566,0.5243796754254236,0.587815738879777,0.4777714916881005,152
bootstrap,8-20,activity,7092,-1.2329728682046992,0.9069714966213962,-0.458833209631757,1.6480768800221826,,,,152
bootstrap,8-20,positive,6015,0.05959893493327728,0.4439891334816861,,0.46053166136579055,0.5171870207623052,0.5825044396416773,0.4594101371477002,152
bootstrap,0,activity,591,0.11267347768188407,0.627109536099605,0.594780587344608,0.0,,,,153
bootstrap,0,positive,432,0.9468902115653767,0.433934929888517,,0.0,0.723621691275834,0.5980818630133599,0.5119493010159081,153
bootstrap,1-4,activity,2364,-0.576718628633279,0.6629959197009977,0.5860796078794749,0.7747027894603303,,,,153
bootstrap,1-4,positive,1934,0.7639073487713379,0.4283390498664034,,0.2254558806324654,0.706466200659556,0.6040571366240083,0.49336522093351676,153
bootstrap,5-7,activity,1773,-0.8968407154053866,1.3181475326788774,-1.5988140374689999,1.4235272563769683,,,,153
bootstrap,5-7,positive,1490,0.39568283471430354,0.3297764735576105,,0.42615382286773584,0.44393924711401206,0.5906269886638359,0.4843205402183401,153
bootstrap,8-20,activity,7092,-1.2342024703284762,0.9169378182211853,-0.42780102795255304,1.603451414118897,,,,153
bootstrap,8-20,positive,6021,0.018635010916842054,0.4498063357797633,,0.47908934093579164,0.5698037424986306,0.5821987014734198,0.459844838343616,153
bootstrap,0,activity,591,0.20516332149064292,0.424341679949193,0.9737526876109326,0.0,,,,154
bootstrap,0,positive,445,0.9146407730817717,0.48268584365381545,,0.0,0.7342600013042435,0.5761892667204568,0.4924693463713837,154
bootstrap,1-4,activity,2364,-0.32031240136842865,0.8771153148229065,-0.4304289920058859,0.8151024705757313,,,,154
bootstrap,1-4,positive,1922,0.8085376686280177,0.38843390436898895,,0.24749072572475647,0.5924573058578186,0.6184371757945325,0.5011326722302903,154
bootstrap,5-7,activity,1773,-0.42834770520904475,1.0932150308255544,-1.2246511148587675,1.2152170623387044,,,,154
bootstrap,5-7,positive,1538,0.30564720128468736,0.3715931040246493,,0.43896467714928505,0.5861850574848191,0.6041149703966773,0.4894476198602411,154
bootstrap,8-20,activity,7092,-1.0651115323841789,1.0432294484381675,-0.722230715386064,1.4783884561059089,,,,154
bootstrap,8-20,positive,6045,0.04577188417475775,0.42506173241473266,,0.48764399727423524,0.5299452819903316,0.5807427478364207,0.4581103579825856,154
bootstrap,0,activity,591,0.12893316753241735,0.8168018401262378,0.0936650478022474,0.0,,,,155
bootstrap,0,positive,426,0.7556548326807804,0.5790170031698322,,0.0,0.8320980290669553,0.5515019329619305,0.4612754867430407,155
bootstrap,1-4,activity,2364,-0.4843994502500393,0.5819630862349117,0.1005298458236558,0.9289653920863141,,,,155
bootstrap,1-4,positive,1877,0.750072621318118,0.4046158644899528,,0.2415384995727496,0.6297912482578512,0.6039404087143383,0.49528124661025724,155
bootstrap,5-7,activity,1773,-0.5460586103341736,0.9192633615445797,-0.9502029379240553,1.2189001914416908,,,,155
bootstrap,5-7,positive,1482,0.3873753351973894,0.3461971081389198,,0.4098680608444758,0.5096508622704057,0.5911068211748592,0.4896396258912959,155
bootstrap,8-20,activity,7092,-1.1088743852743255,1.2546197644539996,-1.1044139767553403,1.5656631258981057,,,,155
bootstrap,8-20,positive,5894,0.03696831882113705,0.4511472559706249,,0.46532841315571055,0.5141866265257437,0.5801033656107814,0.46343685779912225,155
bootstrap,0,activity,591,0.21542086565712049,0.7392543725343271,0.0866264076974615,0.0,,,,156
bootstrap,0,positive,429,0.8610196320810589,0.5131677589047655,,0.0,0.7340830109662342,0.5715516762810061,0.47924698405298155,156
bootstrap,1-4,activity,2364,-0.33479708552856824,0.7914729524713294,-0.3391424705731926,0.9086206688636375,,,,156
bootstrap,1-4,positive,1923,0.8902266119681349,0.35507384258192415,,0.2183659604933025,0.5376287440457703,0.6103028696163034,0.49175147859731866,156
bootstrap,5-7,activity,1773,-0.7496469242773918,0.987784501345162,-0.9170636688798726,1.3094278851499175,,,,156
bootstrap,5-7,positive,1504,0.3392061358342334,0.38179854563373666,,0.40365988582499684,0.6526655381430404,0.5982730596190852,0.49120820857868763,156
bootstrap,8-20,activity,7092,-1.0789181318561585,0.9489756823411294,-0.5295140279610957,1.4488705835245546,,,,156
bootstrap,8-20,positive,5937,0.026664505644992675,0.433249440942913,,0.49138139798535135,0.5469951389803112,0.5832666916455149,0.45979778910200275,156
bootstrap,0,activity,591,0.24595770356374502,0.6516700886400953,0.3737362210335683,0.0,,,,157
bootstrap,0,positive,437,0.8345420288592021,0.5472623306560919,,0.0,0.7359625805312523,0.5991196428920432,0.509838359993234,157
bootstrap,1-4,activity,2364,-0.4921540400304122,0.5764526970542353,0.491750231918625,0.7911311195815234,,,,157
bootstrap,1-4,positive,1918,0.7176165646944614,0.3976950713221131,,0.2623528316208241,0.6193038600737288,0.6159323598036678,0.5015666043494227,157
bootstrap,5-7,activity,1773,-0.5640264471370082,0.9570847596642003,-1.028999719616002,1.320665859983151,,,,157
bootstrap,5-7,positive,1506,0.20474784458877582,0.448479047373538,,0.3733294488697014,0.758330592187346,0.5967199680054831,0.4900919724179774,157
bootstrap,8-20,activity,7092,-1.2673433355650254,0.8025869391426267,-0.3239705227765306,1.6476003506716497,,,,157
bootstrap,8-20,positive,5922,0.06376787690603936,0.413129606352345,,0.48510665126537894,0.4845141828373073,0.5809945304382889,0.463637970520823,157
bootstrap,0,activity,591,0.2536026929811336,0.6611352298561689,0.2593086219493098,0.0,,,,158
bootstrap,0,positive,438,0.8963925914341907,0.48745585961987004,,0.0,0.7177875375140692,0.5697260976046021,0.49365806868222467,158
bootstrap,1-4,activity,2364,-0.25532765593306694,0.7709423030390715,-0.043213301648400294,0.6483191756749506,,,,158
bootstrap,1-4,positive,1926,0.8082841610089053,0.37885351695804076,,0.22627413696541326,0.5485252546322222,0.6067205391469719,0.4983432280448212,158
bootstrap,5-7,activity,1773,-0.33732757877573394,1.0081723219266499,-1.2375064632447998,1.103262472773478,,,,158
bootstrap,5-7,positive,1493,0.48316859176190974,0.32778769335349967,,0.374792243210468,0.42231286149928027,0.5942427186587171,0.4857315361046919,158
bootstrap,8-20,activity,7092,-1.2770874551459144,1.169472453621682,-0.6078583556067109,1.458081420303782,,,,158
bootstrap,8-20,positive,5929,0.10541531316003949,0.42989322669272956,,0.4457586467170857,0.4904749088452815,0.5954943312496931,0.4753181056518088,158
bootstrap,0,activity,591,0.41318688347857324,1.0470553978016206,-0.3869727566806646,0.0,,,,159
bootstrap,0,positive,455,0.8530934888329814,0.5216431543216671,,0.0,0.7610683078364047,0.5878256643885934,0.5037840017735848,159
bootstrap,1-4,activity,2364,-0.16487990810920417,1.0663865208798717,-0.697528291033487,0.6250776016552961,,,,159
bootstrap,1-4,positive,1942,0.7204116373431819,0.436424326830577,,0.22721866623530843,0.6719972663498204,0.6156999749872298,0.5012269052721193,159
bootstrap,5-7,activity,1773,-0.5359620186201222,1.4365237230428947,-1.5789567298358402,1.1519280565839671,,,,159
bootstrap,5-7,positive,1531,0.27438775824355066,0.3696401373784914,,0.4383444799513136,0.6562904209260265,0.5847323515737045,0.47615257066262096,159
bootstrap,8-20,activity,7092,-0.9403857449645909,0.9982225175742945,-0.5985026251616152,1.4328267631812766,,,,159
bootstrap,8-20,positive,6133,0.06849871332114599,0.4243034450424794,,0.4743514464747744,0.5079214345391833,0.5863142992456384,0.46386229756515357,159
bootstrap,0,activity,591,0.1914539925217018,1.5590604102888288,-1.13125913475556,0.0,,,,160
bootstrap,0,positive,433,0.9257688028526786,0.511179625607361,,0.0,0.6102415724576017,0.6191169687165763,0.5198077432175185,160
bootstrap,1-4,activity,2364,-0.35487166451447294,0.9487331566283993,-0.49980413992879114,0.7728156090672194,,,,160
bootstrap,1-4,positive,1888,0.7673419495145707,0.41253500854397135,,0.2286327417572783,0.636507923453679,0.6104993649208713,0.49839125820711055,160
bootstrap,5-7,activity,1773,-0.27006735155715966,0.9044076298271584,-0.9813791651397955,1.186051860267479,,,,160
bootstrap,5-7,positive,1534,0.40052702188029465,0.36927590297590046,,0.3951592684739147,0.6070892043480361,0.5923167158709463,0.48364371683944174,160
bootstrap,8-20,activity,7092,-0.9960639210573063,1.217798605408581,-0.9408552162439796,1.4739963575976942,,,,160
bootstrap,8-20,positive,6066,0.040057641411205824,0.42798187402303484,,0.4850648715368951,0.5433560174551708,0.5902639163583829,0.4687274758931471,160
bootstrap,0,activity,591,0.2154214393340108,1.3437986090641976,-0.7398959627798937,0.0,,,,161
bootstrap,0,positive,436,0.9500910536787389,0.4818649391554709,,0.0,0.654510973480597,0.5516060516303183,0.4644896403942159,161
bootstrap,1-4,activity,2364,-0.567071673283716,0.59446220916003,0.3061946799742848,0.8923711596685318,,,,161
bootstrap,1-4,positive,1892,0.8291560699958792,0.37155628812616853,,0.24273150358164075,0.520450340491897,0.6105115497827842,0.49555381771063123,161
bootstrap,5-7,activity,1773,-0.6847934552331927,0.9586742826522842,-0.9364684682468623,1.3603572278968286,,,,161
bootstrap,5-7,positive,1505,0.5174172751541073,0.3134973210987175,,0.38754573613295734,0.48419717268413986,0.5925193707084532,0.47958109508004804,161
bootstrap,8-20,activity,7092,-1.0226526370876294,0.9335576909782288,-0.7437272341574868,1.5857062246727984,,,,161
bootstrap,8-20,positive,6039,0.04077296887502857,0.4329342866397112,,0.47749737210632226,0.5358167039124837,0.5839771537945571,0.4646861279018875,161
bootstrap,0,activity,591,0.4166395396160356,1.4276450141580537,-1.290158407759393,0.0,,,,162
bootstrap,0,positive,442,1.1157817748662104,0.390242663549718,,0.0,0.5096066848023735,0.559141450910302,0.474895000959345,162
bootstrap,1-4,activity,2364,-0.18967335108169558,1.0994228395217678,-0.7542789673555846,0.6867276274956635,,,,162
bootstrap,1-4,positive,1939,0.7790945796256531,0.4227432443501171,,0.1984870010038479,0.5783318052851978,0.6310820903937187,0.5186509112998778,162
bootstrap,5-7,activity,1773,-0.4174237286827318,1.0865435720536258,-1.0549988091595695,1.0866327985647262,,,,162
bootstrap,5-7,positive,1523,0.30279728658808736,0.4073826592849911,,0.3903965678824578,0.6347808598970183,0.5908990998224616,0.4829287021925655,162
bootstrap,8-20,activity,7092,-1.0733864508452764,1.0470301711092003,-0.7292353668324136,1.529298676383774,,,,162
bootstrap,8-20,positive,6042,0.03908803654352622,0.4335105623691348,,0.4830258976541878,0.5295391092371968,0.5856421396621626,0.46501571344828807,162
bootstrap,0,activity,591,0.31449332444843225,1.366759928883046,-0.8164421088242593,0.0,,,,163
bootstrap,0,positive,452,0.9484964626338925,0.4819582110520578,,0.0,0.6941355101513085,0.5689138741150989,0.4776036031689959,163
bootstrap,1-4,activity,2364,-0.40286841577807997,0.9506172922935625,-0.3806462068260052,0.760007103986681,,,,163
bootstrap,1-4,positive,1928,0.6858912878534791,0.423870411960001,,0.25083787062073737,0.686104716677775,0.6064416460462307,0.496335591755143,163
bootstrap,5-7,activity,1773,-0.7719601888896721,0.7396028661929208,-0.7148112344299474,1.4415647350524734,,,,163
bootstrap,5-7,positive,1495,0.32501194704721037,0.34165201008558105,,0.4382517725719683,0.4885503137337538,0.6017237159355591,0.48848318729279117,163
bootstrap,8-20,activity,7092,-1.0425730598967224,1.1254584305188535,-0.642403730394254,1.3896017677350445,,,,163
bootstrap,8-20,positive,6035,0.07823499361434283,0.44229827135303257,,0.45033437485271066,0.5269113054510071,0.5931593458659565,0.4716053150565215,163
bootstrap,0,activity,591,0.2959810032342145,0.7203679661757885,0.43739241141943513,0.0,,,,164
bootstrap,0,positive,458,0.7249316249881418,0.5821888045460613,,0.0,0.8043124896737006,0.5585971846170774,0.4772377235118615,164
bootstrap,1-4,activity,2364,-0.6737635200800611,0.656062974991708,0.3747174287248607,0.8666572921399531,,,,164
bootstrap,1-4,positive,1912,0.8500241923176983,0.3714868041546228,,0.23663462269639443,0.5808068751919523,0.6264463521280723,0.507158463363659,164
bootstrap,5-7,activity,1773,-0.7329060847394182,1.0334274550343239,-1.0163513162207876,1.3277253533652837,,,,164
bootstrap,5-7,positive,1514,0.4359596275844253,0.34739450796662935,,0.39494022867965517,0.5070738198198514,0.604642576862971,0.4890363342233327,164
bootstrap,8-20,activity,7092,-1.3680032536527902,0.8417493846815991,-0.12945680059571035,1.6043285840220975,,,,164
bootstrap,8-20,positive,6050,0.042748002991232714,0.44095732514101177,,0.4725882144516578,0.6191225090469259,0.5839133312815422,0.4646417448773317,164
bootstrap,0,activity,591,0.30132482160104335,1.2729410865831083,-0.7501607414637215,0.0,,,,165
bootstrap,0,positive,447,0.9179096356265112,0.507488859046579,,0.0,0.6249661927546784,0.5438596412758947,0.44778215620144274,165
bootstrap,1-4,activity,2364,-0.35540004445896345,0.8766609183081712,-0.01757055395399694,0.646103137738979,,,,165
bootstrap,1-4,positive,1961,0.7595761409144564,0.41576990810695,,0.2319282908716442,0.723064349430345,0.6103847719409357,0.4997886250716218,165
bootstrap,5-7,activity,1773,-0.8048669528062105,1.2181090333357527,-1.3772154997881196,1.3504409757554423,,,,165
bootstrap,5-7,positive,1512,0.3102963398972053,0.4259130716705533,,0.367710643957443,0.6365357396725707,0.5880144575190424,0.4772170210501361,165
bootstrap,8-20,activity,7092,-1.13043869669195,1.0153733266723588,-0.5986052835020518,1.5580687879823714,,,,165
bootstrap,8-20,positive,6110,0.05229899174945929,0.47047231730138844,,0.4332602168717464,0.5884500677027351,0.5893997073555635,0.46891883985179317,165
bootstrap,0,activity,591,0.22524829524751389,1.3410021727274626,-1.043785821649034,0.0,,,,166
bootstrap,0,positive,429,1.2884438044546977,0.3089107562384132,,0.0,0.348367806442172,0.5782793803116484,0.4824909531193806,166
bootstrap,1-4,activity,2364,-0.328897736324276,1.0350737169881796,-0.43399590945812794,0.6981981867833669,,,,166
bootstrap,1-4,positive,1939,0.930653773145048,0.31235113092777284,,0.2472929217990035,0.3738325828714834,0.6151275231957402,0.5030846788797486,166
bootstrap,5-7,activity,1773,-0.6315462206166516,1.1092661881485133,-0.9996972736375419,1.0983682450106695,,,,166
bootstrap,5-7,positive,1503,0.4514841180610514,0.36707682438974376,,0.35887027537185445,0.5622323211775617,0.5894152862699508,0.47386380968475467,166
bootstrap,8-20,activity,7092,-1.2340119305717268,1.1081695292329592,-0.711725093210075,1.559611003400466,,,,166
bootstrap,8-20,positive,5950,0.026455707661817596,0.4361490839193691,,0.48825830327994724,0.5161849428021678,0.589249337753569,0.46858759002584055,166
bootstrap,0,activity,591,0.13119500890970304,0.6145837452886908,0.2663837156104059,0.0,,,,167
bootstrap,0,positive,419,0.8983938339892918,0.4761272227162939,,0.0,0.7085404997430662,0.5909891535423674,0.5130816295575948,167
bootstrap,1-4,activity,2364,-0.20839151063856864,0.9962873070827846,-0.5560820421407306,0.7000020270079168,,,,167
bootstrap,1-4,positive,1926,0.7566095142037383,0.4067312671639835,,0.23203723539406018,0.6555456214477182,0.6081650408248397,0.4954579847621879,167
bootstrap,5-7,activity,1773,-0.49190770863286604,1.3545669117993122,-1.6976487274419698,1.3050699131464545,,,,167
bootstrap,5-7,positive,1527,0.35153715960217147,0.36978771861207965,,0.4082749616910532,0.5213079863666571,0.5872123918017284,0.47864429729633273,167
bootstrap,8-20,activity,7092,-1.0856457761970102,0.9992636945597033,-0.6086097847109921,1.5542343170330828,,,,167
bootstrap,8-20,positive,6083,-0.010751496071557898,0.45307725329873094,,0.48054513611661925,0.596154358539324,0.5828613801899509,0.4620832868851765,167
bootstrap,0,activity,591,0.16303942465519383,0.98196321755225,-0.056087522160426145,0.0,,,,168
bootstrap,0,positive,445,0.844220833546928,0.5318316688250415,,0.0,0.7750112199819436,0.5766482430138914,0.49493588967830415,168
bootstrap,1-4,activity,2364,-0.4005822490526525,0.7545524363888576,-0.18592286092830612,0.9194402041774383,,,,168
bootstrap,1-4,positive,1941,0.7270456116158577,0.41941784444701274,,0.24257604547062622,0.639633295901344,0.6204208881426151,0.5048648307335526,168
bootstrap,5-7,activity,1773,-0.7388710367598859,1.408816005453181,-1.6684009417453063,1.4059576008005885,,,,168
bootstrap,5-7,positive,1528,0.3403331910422348,0.38828981109791394,,0.38767993427589775,0.6147272815374645,0.5847041015534976,0.4776301363273531,168
bootstrap,8-20,activity,7092,-1.0824635649035017,1.0085421859975545,-0.647425514367055,1.5677761554734297,,,,168
bootstrap,8-20,positive,6123,0.007113209224836159,0.43925974119154615,,0.49316300524395096,0.5757671593115796,0.5931769040725282,0.4688430927502632,168
bootstrap,0,activity,591,-0.02871009778384681,1.3800586878369587,-0.6962091004245523,0.0,,,,169
bootstrap,0,positive,423,0.8072740924154155,0.567819370386059,,0.0,0.7854365362530156,0.598288433104786,0.5039673476643366,169
bootstrap,1-4,activity,2364,-0.3864531712361876,0.6506195066768098,0.012384828762702086,0.9504970772487827,,,,169
bootstrap,1-4,positive,1936,0.7200543959568673,0.3957190206992296,,0.2642001021375493,0.6416907525664741,0.6136653454509097,0.5034853160925932,169
bootstrap,5-7,activity,1773,-0.6215728588893483,1.113315387604931,-1.2603559713247812,1.2733587483326751,,,,169
bootstrap,5-7,positive,1504,0.4421437220596749,0.36244933102231874,,0.3806453333403876,0.4672884684243393,0.5864773722746764,0.472764294562983,169
bootstrap,8-20,activity,7092,-1.2513622454741058,1.044441534721806,-0.5372398887091905,1.5627328847301065,,,,169
bootstrap,8-20,positive,6008,0.08859514947108271,0.43109616773813253,,0.4635275725926356,0.5079117089002165,0.5787549865638639,0.4568622351007949,169
bootstrap,0,activity,591,0.2574117170233623,1.0204210521538202,-0.4676785761178961,0.0,,,,170
bootstrap,0,positive,423,1.0234093943879263,0.4305789883393835,,0.0,0.6113628039997858,0.586120384917542,0.4934203041000432,170
bootstrap,1-4,activity,2364,-0.45279499427971204,0.9093137960961911,-0.4358027327522087,0.8604373475936029,,,,170
bootstrap,1-4,positive,1866,0.8290094696392859,0.4139313752028561,,0.18289703503053886,0.6042136472269677,0.6260787280360336,0.5187064782486862,170
bootstrap,5-7,activity,1773,-0.8388708565147738,0.9586757854436,-0.919956530653191,1.4461342374556874,,,,170
bootstrap,5-7,positive,1486,0.4607082148261017,0.3490019219817264,,0.3803036982745876,0.5184237474632587,0.6004965043295094,0.49194880029106675,170
bootstrap,8-20,activity,7092,-1.1856246411642812,1.0739519719434405,-0.6333516407438787,1.452039703295989,,,,170
bootstrap,8-20,positive,5838,0.03401629100481163,0.4384638825752553,,0.4747507686732983,0.5204986125226865,0.594009547933185,0.47543220533846947,170
bootstrap,0,activity,591,0.23841093607495312,1.8272622247778993,-1.7617992200328174,0.0,,,,171
bootstrap,0,positive,430,0.8323031163061333,0.5248955855474062,,0.0,0.7291851332783081,0.5757634035707322,0.49100815509148527,171
bootstrap,1-4,activity,2364,-0.11428925094474374,0.8586754683162272,-0.5921129728609943,0.8116350601172263,,,,171
bootstrap,1-4,positive,1935,0.7895500851430315,0.3976751071189366,,0.24302244431272824,0.5474783349678238,0.6121309822242478,0.49593459385599065,171
bootstrap,5-7,activity,1773,-0.6302301898016471,0.9043962000634895,-0.6263474229047981,1.2690665759638133,,,,171
bootstrap,5-7,positive,1538,0.4026692397109015,0.3540761793724739,,0.3929885414278879,0.5721921342407713,0.5982995021558328,0.4851847785908032,171
bootstrap,8-20,activity,7092,-1.139398942335082,1.0575054629569978,-0.7584650133008524,1.5676967852155281,,,,171
bootstrap,8-20,positive,6046,0.07050823489785352,0.42297344777957885,,0.47422041733531634,0.5147716954834358,0.5880839998997692,0.46681550517710896,171
bootstrap,0,activity,591,-0.054558726678499925,1.0116878136978207,-0.015236026240412077,0.0,,,,172
bootstrap,0,positive,423,0.701194130296129,0.6131387505177713,,0.0,0.9233266485993694,0.5689257942072464,0.4833554651220042,172
bootstrap,1-4,activity,2364,-0.6260208197740404,0.8456965561472867,0.038692807662636775,0.9134726739224496,,,,172
bootstrap,1-4,positive,1915,0.8541551158766563,0.394583064088368,,0.21524676643584176,0.5619054579784025,0.6046058590522828,0.49028840538972357,172
bootstrap,5-7,activity,1773,-0.932353929154508,1.166561175382151,-1.1741189367199159,1.3770981533672255,,,,172
bootstrap,5-7,positive,1491,0.4138457813558083,0.3395633047972025,,0.40534456349653786,0.501455573773276,0.590054988480209,0.4791632069074966,172
bootstrap,8-20,activity,7092,-1.2109550510697042,1.1524327876584188,-0.5173785882639608,1.4406684091107969,,,,172
bootstrap,8-20,positive,5996,-0.028725654075451135,0.42347258146612665,,0.5206335451877095,0.5465189234045194,0.5752554103785367,0.45227284659492717,172
bootstrap,0,activity,591,0.12893368304134956,0.6784989138926786,0.36671272634526353,0.0,,,,173
bootstrap,0,positive,427,0.7902019343804348,0.5469190205005312,,0.0,0.8793548796150813,0.6114828580667969,0.530008023190337,173
bootstrap,1-4,activity,2364,-0.2926040201256753,0.9599358379070677,-0.40879926758907154,0.68130506716461,,,,173
bootstrap,1-4,positive,1905,0.7806829509307716,0.40566048848479735,,0.22814556703666358,0.6258795267450146,0.6249126786844365,0.5110428422140828,173
bootstrap,5-7,activity,1773,-0.7551039042089176,1.135662949584141,-1.1048759701211703,1.3237464703713762,,,,173
bootstrap,5-7,positive,1505,0.24175422502460364,0.41089411364818884,,0.39760554791076624,0.7144735806998356,0.5919328111881927,0.4848616882226207,173
bootstrap,8-20,activity,7092,-1.2851649720015106,0.8963171643929226,-0.4071085703713119,1.5730955324867184,,,,173
bootstrap,8-20,positive,5828,0.0745931272529271,0.4425237964908928,,0.4565568010542241,0.5004549467520758,0.5876294092330805,0.46932581757832637,173
bootstrap,0,activity,591,-0.08004271701222554,1.0292342236868854,-0.18324741826810223,0.0,,,,174
