year,origin_state,destination_state,direct_probability,composed_probability,residual
14,positive 1,positive 4,0.03676470588235294,0.08693320618647957,-0.050168500304126624
14,positive 2,zero,0.11965811965811966,0.1487193894225048,-0.029061269764385125
14,positive 2,positive 1,0.1794871794871795,0.24941941364825962,-0.06993223416108013
14,positive 2,positive 2,0.3247863247863248,0.2225835800225157,0.10220274476380911
14,positive 2,positive 3,0.26495726495726496,0.2119264263847195,0.05303083857254545
14,positive 2,positive 4,0.1111111111111111,0.1673511905220004,-0.05624007941088929
14,positive 3,zero,0.0,0.08385545279875925,-0.08385545279875925
14,positive 3,positive 1,0.24369747899159663,0.17019839798854688,0.07349908100304975
14,positive 3,positive 2,0.19327731092436976,0.19838063608928205,-0.005103325164912298
14,positive 3,positive 3,0.23529411764705882,0.2512875457410767,-0.01599342809401788
14,positive 3,positive 4,0.3277310924369748,0.2962779673823352,0.0314531250546396
14,positive 4,zero,0.016,0.029160148129748237,-0.013160148129748236
14,positive 4,positive 1,0.016,0.07972595490219633,-0.06372595490219633
14,positive 4,positive 2,0.072,0.13592043798264658,-0.06392043798264659
14,positive 4,positive 3,0.296,0.2675557227216949,0.028444277278305063
14,positive 4,positive 4,0.6,0.4876377362637139,0.1123622637362861
15,zero,zero,0.5232558139534884,0.3753964447198276,0.14785936923366083
15,zero,positive 1,0.23255813953488372,0.2571732270068308,-0.0246150874719471
15,zero,positive 2,0.18604651162790697,0.22778603737768682,-0.04173952574977985
15,zero,positive 3,0.03488372093023256,0.09860198479940455,-0.06371826386917198
15,zero,positive 4,0.023255813953488372,0.04104230609625025,-0.01778649214276188
15,positive 1,zero,0.323943661971831,0.2842219863903206,0.03972167558151041
15,positive 1,positive 1,0.30985915492957744,0.24942749713824938,0.06043165779132806
15,positive 1,positive 2,0.2112676056338028,0.24695689786647876,-0.035689292232675945
15,positive 1,positive 3,0.1056338028169014,0.14080349208947937,-0.035169689272577964
15,positive 1,positive 4,0.04929577464788732,0.07859012651547187,-0.02929435186758455
15,positive 2,zero,0.10091743119266056,0.18497617808430852,-0.08405874689164797
15,positive 2,positive 1,0.22018348623853212,0.21996700498962643,0.0002164812489056922
15,positive 2,positive 2,0.3577981651376147,0.2562888561759767,0.10150930896163801
15,positive 2,positive 3,0.24770642201834864,0.20210818376788925,0.04559823825045939
15,positive 2,positive 4,0.07339449541284404,0.13665977698219914,-0.0632652815693551
15,positive 3,zero,0.023622047244094488,0.08868495347238547,-0.06506290622829099
15,positive 3,positive 1,0.1889763779527559,0.16681690950599298,0.02215946844676292
15,positive 3,positive 2,0.25984251968503935,0.22911738346520966,0.030725136219829696
15,positive 3,positive 3,0.28346456692913385,0.2509937863593126,0.03247078056982128
15,positive 3,positive 4,0.2440944881889764,0.2643869671970993,-0.02029247900812292
15,positive 4,zero,0.015748031496062992,0.02307867074398992,-0.007330639247926929
15,positive 4,positive 1,0.015748031496062992,0.08899406954843103,-0.07324603805236804
15,positive 4,positive 2,0.11023622047244094,0.15991439578910133,-0.04967817531666038
15,positive 4,positive 3,0.2677165354330709,0.2568514215134844,0.0108651139195865
15,positive 4,positive 4,0.5905511811023622,0.4711614424049934,0.11938973869736874
16,zero,zero,0.4,0.31086118111838235,0.08913881888161768
16,zero,positive 1,0.4,0.3413713281777568,0.05862867182224324
16,zero,positive 2,0.1411764705882353,0.18703771442606368,-0.045861243837828386
16,zero,positive 3,0.047058823529411764,0.10455261942975692,-0.05749379590034516
16,zero,positive 4,0.011764705882352941,0.05617715684804036,-0.04441245096568742
16,positive 1,zero,0.2857142857142857,0.24716575836956825,0.03854852734471745
16,positive 1,positive 1,0.40601503759398494,0.3218480203063292,0.08416701728765574
16,positive 1,positive 2,0.20300751879699247,0.22649953052043786,-0.023492011723445394
16,positive 1,positive 3,0.06766917293233082,0.12622516796458336,-0.058555995032252534
16,positive 1,positive 4,0.03759398496240601,0.07826152283908125,-0.040667537876675236
16,positive 2,zero,0.1206896551724138,0.14551022961443305,-0.024820574442019253
16,positive 2,positive 1,0.27586206896551724,0.2769310072439914,-0.001068938278474152
16,positive 2,positive 2,0.3448275862068966,0.27097407677727814,0.07385350942961844
16,positive 2,positive 3,0.20689655172413793,0.17184619360320263,0.03505035812093529
16,positive 2,positive 4,0.05172413793103448,0.13473849276109479,-0.08301435483006031
16,positive 3,zero,0.008130081300813009,0.07026371446957753,-0.062133633168764524
16,positive 3,positive 1,0.13008130081300814,0.19875557975920755,-0.0686742789461994
16,positive 3,positive 2,0.2926829268292683,0.2491061936305491,0.043576733198719186
16,positive 3,positive 3,0.3089430894308943,0.2177908351300612,0.09115225430083312
16,positive 3,positive 4,0.2601626016260163,0.26408367701060464,-0.003921075384588357
16,positive 4,zero,0.007462686567164179,0.023747240498154125,-0.016284553930989945
16,positive 4,positive 1,0.05223880597014925,0.10900535263778627,-0.056766546667637016
16,positive 4,positive 2,0.11194029850746269,0.1634649402376459,-0.051524641730183215
16,positive 4,positive 3,0.23134328358208955,0.2507660360463585,-0.019422752464268944
16,positive 4,positive 4,0.5970149253731343,0.4530164305800552,0.14399849479307908
17,zero,zero,0.4672897196261682,0.3459216760622896,0.12136804356387865
17,zero,positive 1,0.38317757009345793,0.3601211326713457,0.02305643742211222
17,zero,positive 2,0.09345794392523364,0.17406460014010597,-0.08060665621487233
17,zero,positive 3,0.04672897196261682,0.09706483128989257,-0.05033585932727575
17,zero,positive 4,0.009345794392523364,0.022827759836366156,-0.013481965443842793
17,positive 1,zero,0.21052631578947367,0.22092754657543073,-0.01040123078595706
17,positive 1,positive 1,0.37719298245614036,0.32687177799616535,0.05032120445997501
17,positive 1,positive 2,0.2631578947368421,0.22361911614562416,0.03953877859121793
17,positive 1,positive 3,0.10526315789473684,0.16668356096392103,-0.0614204030691842
17,positive 1,positive 4,0.043859649122807015,0.06189799831885875,-0.018038349196051733
17,positive 2,zero,0.08333333333333333,0.1430784301738211,-0.059745096840487774
17,positive 2,positive 1,0.3484848484848485,0.29074286527946686,0.05774198320538165
17,positive 2,positive 2,0.3106060606060606,0.25142706663483516,0.059178993971225446
17,positive 2,positive 3,0.20454545454545456,0.21640650704724185,-0.01186105250178729
17,positive 2,positive 4,0.05303030303030303,0.0983451308646351,-0.04531482783433207
17,positive 3,zero,0.06956521739130435,0.07806216594276613,-0.008496948551461783
17,positive 3,positive 1,0.11304347826086956,0.20485034587524728,-0.09180686761437772
17,positive 3,positive 2,0.26956521739130435,0.21774253690949028,0.05182268048181407
17,positive 3,positive 3,0.3565217391304348,0.23941646355444018,0.1171052755759946
17,positive 3,positive 4,0.19130434782608696,0.2599284877180561,-0.06862413989196914
17,positive 4,zero,0.0,0.023879174677832696,-0.023879174677832696
17,positive 4,positive 1,0.056910569105691054,0.09973827739886258,-0.04282770829317153
17,positive 4,positive 2,0.08130081300813008,0.15978653661803166,-0.07848572360990158
17,positive 4,positive 3,0.25203252032520324,0.24807792571624349,0.0039545946089597495
17,positive 4,positive 4,0.6097560975609756,0.4685180855890295,0.14123801197194608
18,zero,zero,0.48863636363636365,0.3670658669151074,0.12157049672125625
18,zero,positive 1,0.375,0.3872297764751584,-0.012229776475158383
18,zero,positive 2,0.09090909090909091,0.15822221743318043,-0.06731312652408952
18,zero,positive 3,0.03409090909090909,0.07107940351010976,-0.03698849441920067
18,zero,positive 4,0.011363636363636364,0.016402735666443978,-0.005039099302807614
18,positive 1,zero,0.25874125874125875,0.24569288203727196,0.013048376703986786
18,positive 1,positive 1,0.4195804195804196,0.3601541106820693,0.059426308898350266
18,positive 1,positive 2,0.1888111888111888,0.20348027397744836,-0.01466908516625956
18,positive 1,positive 3,0.0979020979020979,0.13757433179892975,-0.039672233896831846
18,positive 1,positive 4,0.03496503496503497,0.05309840150428054,-0.01813336653924557
18,positive 2,zero,0.06923076923076923,0.1346102876438769,-0.06537951841310766
18,positive 2,positive 1,0.3384615384615385,0.3243228224634341,0.0141387159981044
18,positive 2,positive 2,0.3,0.23250036710555685,0.06749963289444313
18,positive 2,positive 3,0.24615384615384617,0.2051600929629522,0.04099375319089396
18,positive 2,positive 4,0.046153846153846156,0.10340642982417997,-0.05725258367033381
18,positive 3,zero,0.04716981132075472,0.06446427971370969,-0.017294468392954968
18,positive 3,positive 1,0.1792452830188679,0.22867100029421328,-0.049425717275345366
18,positive 3,positive 2,0.2358490566037736,0.20906320316352842,0.026785853440245172
18,positive 3,positive 3,0.330188679245283,0.24836348375724016,0.08182519548804285
18,positive 3,positive 4,0.20754716981132076,0.24943803307130846,-0.0418908632599877
18,positive 4,zero,0.0,0.017996536586963166,-0.017996536586963166
18,positive 4,positive 1,0.06451612903225806,0.09694071686465403,-0.03242458783239596
18,positive 4,positive 2,0.08064516129032258,0.1096211163552307,-0.028975955064908118
18,positive 4,positive 3,0.20967741935483872,0.2506011425839688,-0.0409237232291301
18,positive 4,positive 4,0.6451612903225806,0.5248404876091832,0.1203208027133974
