model,year,mean,median,variance,zero_fraction,log_mean,log_median,log_variance
Hurdle-AR(1)-S,20,6.1347112834165545,4.161721507642193,55.90185649090798,0.1596,1.3370165778600127,1.5372373593333206,1.3453221649541653
SE-Hurdle-S,0,3.96551198602836,2.9143644012641174,24.30881380192474,0.391,0.801317523625345,1.2250582558817409,1.6622152088118896
SE-Hurdle-S,1,5.180489229850281,4.2430387936532235,29.013114284680587,0.2796,1.146670890277557,1.5545674472162476,1.578445715866675
SE-Hurdle-S,2,6.270792062988622,4.741642653590815,48.18214565126338,0.2439,1.3021521440725727,1.6547252942532542,1.6295123148855801
SE-Hurdle-S,3,6.960991620649185,5.2978010827496425,54.58767054917455,0.209,1.4345567817835034,1.7557524406267095,1.5646608851783075
SE-Hurdle-S,4,7.461051352456206,5.769246759938361,60.18135732785445,0.1855,1.5284115245516603,1.8340598518996265,1.5023552474367168
SE-Hurdle-S,5,7.804598733048337,6.004690633421678,62.311725056916956,0.1623,1.606919142655976,1.8709850040410343,1.4087444579733632
SE-Hurdle-S,6,6.918468424329344,5.2863786558214105,48.1826892094812,0.1605,1.5121494025348543,1.7537769544390285,1.318617469693797
SE-Hurdle-S,7,6.852805805276707,5.20066421177871,48.64105529868327,0.1576,1.505389294709206,1.7388269730782209,1.3006182759072575
SE-Hurdle-S,8,6.895461220912055,5.204934040931991,51.283577120061324,0.1606,1.5026417758709358,1.7395770112913533,1.3221395708211243
SE-Hurdle-S,9,6.778137506941067,4.883895310912839,52.455099397442645,0.1494,1.4852195547228724,1.6815530281632454,1.278659896399725
SE-Hurdle-S,10,6.821062412440979,4.8639033884894225,56.294740972802195,0.1559,1.4747101320993223,1.6778258913516213,1.32052593555043
SE-Hurdle-S,11,6.821489851485018,4.82647829999568,58.74510682344048,0.1609,1.4604790212832455,1.6708111104392378,1.3487285909763038
SE-Hurdle-S,12,6.7358457039820365,4.767741809763354,55.12695592991782,0.1645,1.4499623734401215,1.6597016177878414,1.354671601176427
SE-Hurdle-S,13,6.835808592677002,4.80457501750024,58.07433907319761,0.1626,1.4559770086180674,1.6666827101819344,1.3656011043907503
SE-Hurdle-S,14,6.732588896680194,4.671130924258421,59.594711301626056,0.1698,1.4305086845949724,1.6411556611946634,1.3891829984364008
SE-Hurdle-S,15,6.772332132757923,4.719842140488046,63.620954919753025,0.1677,1.4398854775253545,1.6505495542039548,1.381557731848398
SE-Hurdle-S,16,6.827474207531259,4.728471781163936,62.546430664627394,0.1704,1.436182601923192,1.6522045547440665,1.4034554878927772
SE-Hurdle-S,17,6.749456734450323,4.6804747360326555,62.145301922380796,0.1715,1.4261985155546453,1.642964509304829,1.3996570440035216
SE-Hurdle-S,18,6.80307755427899,4.638119317981719,65.2534585778675,0.176,1.4184756563017455,1.6347389634865226,1.4293789270503436
SE-Hurdle-S,19,6.691774608764121,4.684469892218593,57.49443333358603,0.1769,1.414226134601623,1.6437368974252613,1.4199365011844924
SE-Hurdle-S,20,6.707856780329364,4.606308658571423,60.12219177598166,0.1799,1.405837057513681,1.628516460319,1.4391439169167324
AR(1)-S,0,4.546355864323995,3.1623994970818483,20.94762332259495,0.0,1.2360082535400867,1.2953843371443963,0.8197545443338681
AR(1)-S,1,6.859678007757933,3.9146840049811167,92.10995438825692,0.0151,1.494098487404078,1.482668510235198,0.9952425993953482
AR(1)-S,2,7.99438906228579,4.527597054716562,142.18909250702364,0.0093,1.6326493609912642,1.612951138385355,0.9813828681555761
AR(1)-S,3,8.45958660826277,4.91577919296078,152.39020445582065,0.0071,1.6952858768802583,1.6874685869337447,0.9727323065079989
AR(1)-S,4,8.904139034826594,5.309418952014045,138.99695321467848,0.0082,1.7407754633048826,1.7577577318459705,1.0024458541045238
AR(1)-S,5,9.239969453108952,5.332402545377423,169.11201394175467,0.0068,1.7739021644378599,1.7617129772550197,0.9894670213764137
AR(1)-S,6,8.41013071443801,4.781351891443979,143.44652152652824,0.0095,1.6661306445075315,1.662286854722535,1.0254966306737328
AR(1)-S,7,8.010761298625791,4.498674741130147,142.78368759490755,0.0114,1.6175692369638242,1.6071702867566622,1.015952682448715
AR(1)-S,8,7.814039078852106,4.358692334922138,118.82755751900487,0.0117,1.5932267129823463,1.5787090337725118,1.036769780232922
AR(1)-S,9,7.666561266403641,4.097390569740312,141.2239251047843,0.0187,1.5245337324572228,1.523311317796171,1.1224086702371001
AR(1)-S,10,7.477680581144564,3.8005298951235584,143.3453913022972,0.0225,1.474816278802363,1.4564101737945652,1.1579874630529488
AR(1)-S,11,7.416939893229937,3.729358445221015,167.22688161983547,0.0222,1.4578893265449624,1.4396830889416412,1.1704581455382785
AR(1)-S,12,7.376736412763858,3.7739019804029317,145.90371506011795,0.0245,1.4582634323630552,1.4501846988794485,1.1802941283919082
AR(1)-S,13,7.170754065194176,3.6626509527398796,137.28789779659192,0.0228,1.4332829492978363,1.423746880307478,1.1655457386679857
AR(1)-S,14,7.1853154811000906,3.5968723172853356,141.6425127674574,0.0251,1.4319469485454723,1.4077799480863669,1.1696851349259327
AR(1)-S,15,7.202104238515097,3.590739385839075,145.01381900045328,0.0252,1.4274143882701662,1.4062781848762893,1.1735928088959144
AR(1)-S,16,7.114558979617746,3.663875160746664,160.10811767090752,0.0244,1.4342316313173626,1.4240416722160665,1.14787435146493
AR(1)-S,17,7.104331013298977,3.6162560832011605,132.86001499507384,0.0264,1.4220633868607315,1.4125116845865464,1.1715218360804776
AR(1)-S,18,7.014238961867936,3.6114114819288052,131.82732818182075,0.0269,1.4130837114006183,1.4113311675386977,1.1760965294743155
AR(1)-S,19,7.151201696240546,3.632175448145481,129.84075592475565,0.0254,1.4253039732375024,1.416380992344518,1.1783005804743854
AR(1)-S,20,7.06945959407115,3.646430601373735,142.9566986735498,0.0242,1.4257483217357774,1.4198332402170761,1.1457214861013096
