q_bin,dropout_count,dropout_probability,n,q_mean,low,high,model,stage
0,6406,0.2299106341743531,27863,1.5617904540608225,0.22500732519256136,0.23488840981603035,GRW-Y,8-20
1,227,0.034874788754032875,6509,2.2673973433356145,0.03068497883055238,0.03961330694381683,GRW-Y,8-20
2,82,0.016782644289807615,4886,3.3535602416470636,0.01354180857006929,0.020782738875393978,GRW-Y,8-20
3,22,0.00582010582010582,3780,4.373465972681332,0.003846696328510624,0.008796961904962998,GRW-Y,8-20
4,14,0.004282655246252677,3269,5.604808397378332,0.0025528232167285948,0.007176214693324858,GRW-Y,8-20
5,9,0.002705139765554554,3327,7.034201083773929,0.001423839764466095,0.005133542009557623,GRW-Y,8-20
6,4,0.0012718600953895071,3145,8.70730611898493,0.0004947012436252757,0.0032659198050803808,GRW-Y,8-20
7,1,0.000297000297000297,3367,10.940979673526686,5.2428420592383275e-05,0.001680551260208993,GRW-Y,8-20
8,3,0.0006685981724983285,4487,14.385267889370075,0.00022740506589931527,0.0019640772611549274,GRW-Y,8-20
9,0,0.0,45215,24.47615869199577,0.0,8.495573668123332e-05,GRW-Y,8-20
0,1174,0.09353091140854047,12552,1.5617904540608225,0.08856059798341888,0.09874995235037952,Hurdle-AR(1)-S,8-20
1,1109,0.09489176007529734,11687,2.2673973433356145,0.08971072601065866,0.10033903054407906,Hurdle-AR(1)-S,8-20
2,1198,0.0973667100130039,12304,3.3535602416470636,0.09225335069508926,0.1027314141397133,Hurdle-AR(1)-S,8-20
3,1107,0.09604372722540344,11526,4.373465972681332,0.0907982426004838,0.10155839827479068,Hurdle-AR(1)-S,8-20
4,1041,0.10105814969420444,10301,5.604808397378332,0.09538545718304077,0.10702828976868335,Hurdle-AR(1)-S,8-20
5,976,0.09865561508137066,9893,7.034201083773929,0.09293425398292389,0.10468855125627484,Hurdle-AR(1)-S,8-20
6,879,0.09977298524404087,8810,8.70730611898493,0.09368814381288758,0.10620671247769971,Hurdle-AR(1)-S,8-20
7,805,0.10178277911240359,7909,10.940979673526686,0.09531110462720398,0.108641114004343,Hurdle-AR(1)-S,8-20
8,779,0.09744808606454841,7994,14.385267889370075,0.09113888149996915,0.1041440058230306,Hurdle-AR(1)-S,8-20
9,800,0.09502316189571208,8419,24.47615869199577,0.08894246576250689,0.1014732723180953,Hurdle-AR(1)-S,8-20
0,3836,0.3294683500815941,11643,1.5617904540608225,0.3209881364225892,0.33806106022828647,Hurdle-AR(1)-S-P,8-20
1,2017,0.1669701986754967,12080,2.2673973433356145,0.16042551084108997,0.1737266349467198,Hurdle-AR(1)-S-P,8-20
2,1402,0.11207034372501998,12510,3.3535602416470636,0.10666107540859597,0.11771779158936889,Hurdle-AR(1)-S-P,8-20
3,1009,0.08569729913368439,11774,4.373465972681332,0.08077527072032771,0.09088959527685124,Hurdle-AR(1)-S-P,8-20
4,662,0.06331293037490436,10456,5.604808397378332,0.05880356677250049,0.06814305926436034,Hurdle-AR(1)-S-P,8-20
5,477,0.04660023446658851,10236,7.034201083773929,0.042684151506553365,0.0508565142006193,Hurdle-AR(1)-S-P,8-20
6,313,0.034555089423713846,9058,8.70730611898493,0.03098654276704812,0.038518269588091715,Hurdle-AR(1)-S-P,8-20
7,218,0.027067295753662776,8054,10.940979673526686,0.02374227997675984,0.030843255683310717,Hurdle-AR(1)-S-P,8-20
8,133,0.016577340147077152,8023,14.385267889370075,0.01400587869492979,0.01961152818151835,Hurdle-AR(1)-S-P,8-20
9,68,0.008334354700330922,8159,24.47615869199577,0.006580001439690583,0.010551483752916853,Hurdle-AR(1)-S-P,8-20
0,2734,0.39394812680115276,6940,1.5617904540608225,0.3825137236172828,0.4054998739279148,SE-Hurdle-S,8-20
1,2521,0.2309877221916804,10914,2.2673973433356145,0.2231759579204687,0.2389887981609897,SE-Hurdle-S,8-20
2,1842,0.14889661304664134,12371,3.3535602416470636,0.14273246250731741,0.15527875405645664,SE-Hurdle-S,8-20
3,1080,0.09050532137769211,11933,4.373465972681332,0.08548848822246732,0.09578572756339013,SE-Hurdle-S,8-20
4,714,0.0659950087808485,10819,5.604808397378332,0.06146900499941349,0.07082911530200531,SE-Hurdle-S,8-20
5,452,0.04234192037470726,10675,7.034201083773929,0.03868370465996457,0.046329411369399526,SE-Hurdle-S,8-20
6,290,0.030274558930994885,9579,8.70730611898493,0.02702708294825147,0.033898644969446765,SE-Hurdle-S,8-20
7,181,0.021294117647058824,8500,10.940979673526686,0.018434414554856494,0.024586330328256103,SE-Hurdle-S,8-20
8,114,0.01298849265124758,8777,14.385267889370075,0.010823738820233061,0.015579379532340343,SE-Hurdle-S,8-20
9,53,0.005503634475597092,9630,24.47615869199577,0.004210371264252935,0.00719126938551652,SE-Hurdle-S,8-20
