rep,model,annual_ks_mean,cum_total_ks,cum_y5_ks,zero_years_ks,terminal_rank_abs_error,rank_curve_rmse,dropout_rmse,restart_rmse,increment_ks,gini_abs_error,top1_abs_error
32,SE-Hurdle-S,0.07034082668600435,0.032148900169204735,0.05583756345177665,0.04230118443316413,0.043249427878530755,0.061677463588236246,0.024455896498827775,0.06188315881029275,0.059983079526226724,0.011031764840007674,0.006922378388326676
32,SE-Hurdle-T5,0.06413665296914027,0.077834179357022,0.06429780033840947,0.030456852791878174,0.04345912105789504,0.08382329441883649,0.019596959249298513,0.05629635723591565,0.05989847715736035,0.032329867400242795,0.009275894599008058
32,Hurdle-AR(5)-S-P,0.1122391426959955,0.077834179357022,0.0676818950930626,0.1895093062605753,0.2445696655125018,0.2033063351785911,0.0341792033052648,0.06675981326208141,0.05744500846023687,0.031157457511250486,0.004218736390547581
33,SE-Hurdle-S,0.06188058979937151,0.06429780033840947,0.04060913705583756,0.03553299492385787,0.024021172792298873,0.04036020206075569,0.021754133696830304,0.04925848903416645,0.05862944162436545,0.02018540847019723,0.009244872834513813
33,SE-Hurdle-T5,0.06220288453790992,0.08629441624365482,0.06260575296108291,0.023688663282571912,0.03803154920866314,0.047646108156539975,0.017585617121016733,0.057969097535268785,0.055076142131979644,0.03257522673998686,0.012084301474308168
33,Hurdle-AR(5)-S-P,0.08629441624365482,0.05583756345177665,0.03722504230118443,0.18104906937394247,0.20845597355115453,0.171159020077526,0.023538068243453118,0.05555440410508671,0.06192893401015226,0.05521886906856682,0.007641297103840247
34,SE-Hurdle-S,0.07066312142454273,0.06937394247038917,0.04060913705583756,0.04060913705583756,0.00825387670467384,0.040410611791269396,0.02005554838742384,0.06430247501431573,0.061252115059221623,0.02565524864766522,0.007262188102926649
34,SE-Hurdle-T5,0.08218515832729031,0.09475465313028765,0.07614213197969544,0.050761421319796954,0.07832531379174251,0.10754011979149958,0.02252691754076659,0.0675183478746383,0.059560067681895146,0.049955207908079335,0.011146208485381746
34,Hurdle-AR(5)-S-P,0.08967851099830794,0.0727580372250423,0.05922165820642978,0.17428087986463622,0.14990767833705204,0.19664162628994014,0.03258483188388216,0.05439383861883723,0.05752961082910324,0.050967307251688354,0.004228157133145012
35,SE-Hurdle-S,0.06276690033035211,0.0676818950930626,0.0727580372250423,0.043993231810490696,0.006634347861626255,0.04047244789169613,0.020325891174636936,0.06451919504174009,0.05313028764805422,0.008109713375032412,0.005875588346124873
35,SE-Hurdle-T5,0.06937394247038918,0.08121827411167512,0.05245346869712352,0.038917089678511,0.11713712978142268,0.09911943188360704,0.015158746997315842,0.08018549706727379,0.05423011844331649,0.03693307245056271,0.0013366738193153482
35,Hurdle-AR(5)-S-P,0.10482636370961244,0.06429780033840947,0.09306260575296109,0.19289340101522842,0.21841962501957674,0.2037249446393228,0.031178180825049796,0.06981239665120172,0.06675126903553302,0.03600863343640148,0.0043489055969571574
36,SE-Hurdle-S,0.07163000564015792,0.06091370558375635,0.06260575296108291,0.049069373942470386,0.0576499326113889,0.050513865672711926,0.020744171593811374,0.061385012026873784,0.051945854483925635,0.043491950316245975,0.008906894633722906
36,SE-Hurdle-T5,0.0635726371766981,0.06429780033840947,0.06429780033840947,0.02030456852791878,0.033126541047352354,0.10600621666244144,0.020100957224349177,0.06638933934334863,0.05287648054145516,0.035886979338099534,0.0042616640313675735
36,Hurdle-AR(5)-S-P,0.09588268471517201,0.06429780033840947,0.06260575296108291,0.17766497461928935,0.19884341246343662,0.21014786170306496,0.030650401197626076,0.08348898739631905,0.06175972927241968,0.0280876900050539,0.0019109711796832102
37,SE-Hurdle-S,0.07372492144065748,0.09813874788494077,0.07106598984771574,0.06429780033840947,0.023965105945284226,0.05654637458643765,0.017780523849158947,0.07115509615096442,0.057021996615905235,0.037993367997510685,0.007961040436564489
37,SE-Hurdle-T5,0.0735637740713883,0.09475465313028765,0.028764805414551606,0.038917089678511,0.0930638381786332,0.07919309722332757,0.02631311029842595,0.0638608570772565,0.05499153976311344,0.03456779174658481,0.001606530952291449
37,Hurdle-AR(5)-S-P,0.08693900572073161,0.050761421319796954,0.050761421319796954,0.1793570219966159,0.18251365123312707,0.2130478715816691,0.02455670036941668,0.05405298315188511,0.06201353637901863,0.03395774629971943,0.0028379691384621264
38,SE-Hurdle-S,0.06220288453790991,0.04060913705583756,0.04568527918781726,0.03553299492385787,0.0014267108294468978,0.03690617451480069,0.02058184738647297,0.07593750755753281,0.059983079526226724,0.007068180029849214,0.006587093348951821
38,SE-Hurdle-T5,0.06598984771573606,0.05583756345177665,0.030456852791878174,0.021996615905245348,0.02192825538583007,0.05407785318059356,0.018457398908788863,0.06747503965564314,0.052453468697123584,0.03645316726539394,0.004497365935539142
38,Hurdle-AR(5)-S-P,0.09556038997663364,0.05752961082910321,0.05752961082910321,0.21150592216582065,0.25715812387203674,0.19816278876203378,0.03182441323302886,0.0649035808132763,0.06463620981387475,0.033571721383562736,0.003412116612257106
