rep,model,annual_ks_mean,cum_total_ks,cum_y5_ks,zero_years_ks,terminal_rank_abs_error,rank_curve_rmse,dropout_rmse,restart_rmse,increment_ks,gini_abs_error,top1_abs_error
63,SE-Hurdle-T5,0.06679558456208202,0.0829103214890017,0.043993231810490696,0.04060913705583756,0.15021660830824085,0.09729208181061283,0.01907371450421,0.062140479718637946,0.055245346869712386,0.047092438084988975,0.01035018391596472
63,Hurdle-AR(5)-S-P,0.09386834259930708,0.049069373942470386,0.047377326565143825,0.1658206429780034,0.13481530703395753,0.16640793486005068,0.029679190547684316,0.037993883182218566,0.058375634517766506,0.030961969994028782,0.006458014729312414
64,SE-Hurdle-S,0.067601321408428,0.06598984771573604,0.03722504230118443,0.05583756345177665,0.03210031387219145,0.031084571802069846,0.016621988003252257,0.06132946012218858,0.05676818950930629,0.0335436229450195,0.008024595837946957
64,SE-Hurdle-T5,0.06993795826283136,0.09644670050761421,0.05414551607445008,0.025380710659898477,0.1099265810166239,0.07708966018681392,0.020003642412353657,0.06693304414718956,0.055076142131979755,0.03726277750521356,0.0036899382800601316
64,Hurdle-AR(5)-S-P,0.09749415840786399,0.06260575296108291,0.06937394247038917,0.1658206429780034,0.21368452756592063,0.20944350452283753,0.025562540261252816,0.057640707999588495,0.05930626057529609,0.04524610253106437,0.0066001366216256185
65,SE-Hurdle-S,0.06848763193940859,0.05922165820642978,0.04060913705583756,0.049069373942470386,0.08562202342134087,0.055898621481534475,0.014545589754979032,0.05939420781699341,0.05913705583756346,0.020264422979759167,0.004479676145794857
65,SE-Hurdle-T5,0.0680847635162356,0.0829103214890017,0.047377326565143825,0.025380710659898477,0.14080057405209842,0.1097563307733317,0.02188519595868762,0.05464394029944394,0.0553299492385787,0.040863940275745025,0.005590337986827308
65,Hurdle-AR(5)-S-P,0.10442349528643946,0.09475465313028765,0.08629441624365482,0.19120135363790186,0.18937874645006939,0.23775032152509995,0.03792050069472742,0.0645166043037045,0.05922165820642977,0.04217768016316731,0.0029965881056802923
66,SE-Hurdle-S,0.06671501087744743,0.07106598984771574,0.05922165820642978,0.03722504230118443,0.011605228678153862,0.03302587265054486,0.020412455496720924,0.05948772244264816,0.054483925549915435,0.03622927320506103,0.010121180835215043
66,SE-Hurdle-T5,0.06405607928450567,0.04568527918781726,0.04230118443316413,0.04230118443316413,0.0867360485235319,0.08352364065757528,0.02153952238992844,0.05907305079674606,0.05211505922165821,0.028893223406079915,0.008672826272659313
66,Hurdle-AR(5)-S-P,0.10788816372572718,0.07106598984771574,0.05245346869712352,0.20642978003384094,0.1727222973288419,0.19349929738957547,0.03399372269405381,0.07436500071661559,0.06497461928934012,0.03549942154475344,0.003762755698832082
67,SE-Hurdle-S,0.07718958987994522,0.08798646362098139,0.04230118443316413,0.06937394247038917,0.04706333052822825,0.04512665466365891,0.02172640892624187,0.07782631187204873,0.05964467005076146,0.0358046456046226,0.00604237434754587
67,SE-Hurdle-T5,0.06486181613085165,0.07614213197969544,0.05414551607445008,0.038917089678511,0.11691961824163051,0.10025879088346455,0.017464043291217667,0.06511126441944978,0.05862944162436545,0.029485875176564702,0.002746060726375045
67,Hurdle-AR(5)-S-P,0.09016195310611555,0.05922165820642978,0.05752961082910321,0.17258883248730963,0.2093102541037178,0.22151972030343128,0.024117300004461065,0.05702010544744862,0.06125211505922168,0.03720692571828382,0.001912193524625773
68,SE-Hurdle-S,0.068407058254774,0.06429780033840947,0.04060913705583756,0.023688663282571912,0.012793861303533993,0.07745802201548398,0.016305281371438253,0.05451777123316679,0.0560913705583756,0.03141192016284139,0.0056440353051493
68,SE-Hurdle-T5,0.07026025300136975,0.12013536379018612,0.06598984771573604,0.038917089678511,0.035226390586703155,0.0836363202873035,0.021170817679307976,0.07800086999750888,0.05262267343485616,0.03673917666740495,0.004879727855783042
68,Hurdle-AR(5)-S-P,0.10611554266376601,0.06429780033840947,0.07445008460236886,0.21996615905245348,0.23456907543423466,0.22671000155253615,0.03681895333862443,0.06688430251517703,0.062098138747885,0.03278047402702838,0.0014316594974266503
69,SE-Hurdle-S,0.06333091612279429,0.05245346869712352,0.043993231810490696,0.047377326565143825,0.07083882607301403,0.052749325726814095,0.019369536962976882,0.05432166059319906,0.06235194585448395,0.006885624988492878,0.006970808164989566
69,SE-Hurdle-T5,0.0628474740149867,0.07445008460236886,0.04060913705583756,0.06091370558375635,0.08110326835961337,0.06461937265974006,0.02402861931807708,0.06512581889741889,0.058206429780033875,0.030326641995136627,0.002628661914044754
69,Hurdle-AR(5)-S-P,0.1114334058496495,0.09475465313028765,0.0727580372250423,0.21996615905245348,0.17882670786352525,0.21923047120192848,0.03746290493029699,0.05990287212111421,0.05719120135363792,0.04458874737020013,0.0011486787624225767
70,SE-Hurdle-S,0.06623156876963984,0.06091370558375635,0.02707275803722504,0.04568527918781726,0.04932109802336951,0.0656380066837057,0.022977652390033267,0.06678126912531557,0.05769881556683587,0.017692224125595124,0.0031151849398027218
70,SE-Hurdle-T5,0.0675207477237934,0.06091370558375635,0.038917089678511,0.023688663282571912,0.09138484699977478,0.0527920536900378,0.018423763661226267,0.055217507472703375,0.05431472081218269,0.029726645835498944,0.008054507375664446
70,Hurdle-AR(5)-S-P,0.08806703730561598,0.047377326565143825,0.05414551607445008,0.16751269035532995,0.1374938014319445,0.1906978077158996,0.031061580261767075,0.06713392710123013,0.057783417935702186,0.04074514948483482,0.0010396021298436503
71,SE-Hurdle-S,0.07654500040286842,0.06937394247038917,0.032148900169204735,0.06598984771573604,0.03763102467427276,0.03623146646115264,0.021403608905801248,0.06910803931110203,0.05262267343485627,0.03872582536419289,0.012362079037256293
71,SE-Hurdle-T5,0.06872935299331237,0.047377326565143825,0.05583756345177665,0.05245346869712352,0.0077194740256983085,0.08154326234855962,0.024394936441360506,0.06527142976928159,0.05795262267343487,0.023635740864846655,0.009562656814177152
71,Hurdle-AR(5)-S-P,0.09660784787688341,0.0676818950930626,0.06260575296108291,0.18612521150592218,0.1305793626125486,0.167786878704691,0.0278281035809823,0.06726656086229559,0.06167512690355337,0.022747290412535925,0.000477465617701435
72,SE-Hurdle-S,0.07356377407138827,0.047377326565143825,0.06260575296108291,0.047377326565143825,0.038578680043016234,0.06913765606931695,0.025903485938741103,0.06541925452793149,0.056852791878172604,0.018070414063371065,0.004937385549881088
72,SE-Hurdle-T5,0.06494238981548626,0.043993231810490696,0.043993231810490696,0.06598984771573604,0.04439933869194501,0.08501648553677896,0.01941031560511248,0.06513216739899934,0.053384094754653166,0.033467294552814664,0.00688797398836586
72,Hurdle-AR(5)-S-P,0.09894448473128675,0.05922165820642978,0.05414551607445008,0.16074450084602368,0.139367607897757,0.2186186427064891,0.03238050919006216,0.050066615646522684,0.05981387478849415,0.022194418152452988,0.005530847539263202
73,SE-Hurdle-S,0.07428893723309968,0.1218274111675127,0.049069373942470386,0.04568527918781726,0.04611296047723301,0.05636726263060288,0.019126505024176375,0.058630646806878364,0.05549915397631139,0.03729200083618306,0.009635150973266095
73,SE-Hurdle-T5,0.0638949319152365,0.0676818950930626,0.0338409475465313,0.05245346869712352,0.012449486996366887,0.0654311838307387,0.022415552669070717,0.05177356853120922,0.06294416243654821,0.022407752326363772,0.003241205785860665
73,Hurdle-AR(5)-S-P,0.10385947949399725,0.050761421319796954,0.047377326565143825,0.18274111675126903,0.15993585032210328,0.20557023674670125,0.038458182276604136,0.06795503476294368,0.057783417935702186,0.03239302228734231,0.004379640642261852
74,SE-Hurdle-S,0.05881878978325679,0.06091370558375635,0.04568527918781726,0.050761421319796954,0.04268062376505238,0.057226010856351164,0.017765772041743996,0.09097336684983781,0.06277495769881558,0.0005389735782746485,0.006876355959760612
74,SE-Hurdle-T5,0.06840705825477399,0.0829103214890017,0.05752961082910321,0.028764805414551606,0.042461829056562594,0.08750140077420444,0.017750306952015998,0.04761159787090476,0.052538071065989844,0.03183450120456344,0.008305912360732172
74,Hurdle-AR(5)-S-P,0.09483522681492225,0.05414551607445008,0.07614213197969544,0.20642978003384094,0.1934724430578746,0.1899451339373626,0.03100628007455333,0.06933123424249163,0.061505922165820626,0.026034031305103122,0.004390198631389612
75,SE-Hurdle-S,0.06719845298525502,0.050761421319796954,0.04230118443316413,0.04230118443316413,0.06985973019839592,0.05540073321488201,0.018979367897244158,0.07480523914759914,0.05812182741116756,0.013496985025998998,0.004216512231495127
75,SE-Hurdle-T5,0.06316976875352508,0.05245346869712352,0.06260575296108291,0.043993231810490696,0.08313802033744384,0.06869422025814556,0.020679507436815216,0.041477731150948355,0.056514382402707286,0.01734319971534659,0.011576821647614359
75,Hurdle-AR(5)-S-P,0.10136169527032471,0.06598984771573604,0.07106598984771574,0.16243654822335024,0.2581511570813366,0.22149239213450858,0.02803447086756494,0.06223366520242555,0.05905245346869714,0.027467724817375527,0.0056342337400829695
76,SE-Hurdle-S,0.06671501087744743,0.077834179357022,0.043993231810490696,0.03722504230118443,0.04838837880353469,0.048769907138984936,0.019087067619332168,0.04786633185669368,0.05905245346869714,0.021765171153369123,0.010081011220641568
76,SE-Hurdle-T5,0.0820240109580211,0.10998307952622674,0.07614213197969544,0.07614213197969544,0.09629124066513678,0.08212573866379383,0.023109265992366426,0.059405702561709066,0.06167512690355337,0.058438964198793186,0.0049816745129957415
76,Hurdle-AR(5)-S-P,0.10466521634034325,0.07106598984771574,0.07614213197969544,0.1692047377326565,0.1474076365104666,0.1800230489270668,0.028966609181925708,0.07106455335027184,0.05803722504230119,0.03211085781104078,0.0055097937544548725
77,SE-Hurdle-S,0.07130771090161953,0.038917089678511,0.038917089678511,0.049069373942470386,0.028460044180705912,0.05059938430081703,0.01837111885327174,0.061171358342585684,0.060913705583756306,0.008686475518033143,0.00247475938759268
77,SE-Hurdle-T5,0.06848763193940859,0.08121827411167512,0.0338409475465313,0.03553299492385787,0.04815915378491181,0.058601818851092835,0.019046263462277176,0.07451068510642034,0.0538071065989848,0.02695179083243915,0.006987771371069991
77,Hurdle-AR(5)-S-P,0.09773587946176779,0.05583756345177665,0.0829103214890017,0.17597292724196278,0.14784616314716967,0.17764201847410505,0.02643471873223519,0.06333673879053624,0.06006768189509304,0.03881100474295068,0.010512295447403237
78,SE-Hurdle-S,0.07219402143260012,0.04568527918781726,0.043993231810490696,0.021996615905245348,0.01064043132422765,0.04114144706505392,0.021211251828897788,0.07335660626358546,0.05346869712351954,0.038398296665112575,0.009844015535168053
78,SE-Hurdle-T5,0.06502296350012086,0.06091370558375635,0.04230118443316413,0.03722504230118443,0.14431977898086282,0.08408133988421453,0.016851142482773772,0.05659814974604645,0.05160744500846021,0.017724180121674538,0.008189912225011808
78,Hurdle-AR(5)-S-P,0.10377890580936266,0.0676818950930626,0.0676818950930626,0.18781725888324874,0.25349045804402154,0.21790521386226458,0.028922286020202137,0.06247460555304616,0.06345177664974616,0.032397472887176426,0.004350505759105269
79,SE-Hurdle-S,0.06510353718475545,0.07445008460236886,0.049069373942470386,0.047377326565143825,0.049890178112120404,0.049342379027977376,0.020665191558679623,0.0588787100719099,0.04906937394247035,0.017564728785504413,0.0022710621480340337
79,SE-Hurdle-T5,0.06889050036258158,0.06937394247038917,0.03722504230118443,0.049069373942470386,0.15298948247258828,0.08341875777293296,0.023202728010586662,0.049680407952485156,0.06167512690355326,0.03822055650607081,0.011379455313676082
79,Hurdle-AR(5)-S-P,0.10353718475545887,0.08121827411167512,0.06260575296108291,0.1844331641285956,0.17145938253317974,0.18467870689279317,0.03393378272470936,0.06034289381376787,0.0638747884940779,0.026123197046454494,0.003827733187251263
80,SE-Hurdle-S,0.07420836354846505,0.047377326565143825,0.05752961082910321,0.05414551607445008,0.07985836136147423,0.05820762378805029,0.022197415076928243,0.05730182717982968,0.05896785109983077,0.02828173340665946,0.007125991117744257
80,SE-Hurdle-T5,0.06727902666988962,0.05922165820642978,0.038917089678511,0.05414551607445008,0.03425025310514687,0.06001313345066434,0.022397941250853662,0.062489105064146705,0.05651438240270723,0.03849118926020528,0.010073829023225823
80,Hurdle-AR(5)-S-P,0.09652727419224881,0.06091370558375635,0.049069373942470386,0.16751269035532995,0.20444850395433334,0.18234382906985663,0.023980742469076794,0.07530575733129047,0.06489001692047375,0.035499447323275646,0.004342833351463016
81,SE-Hurdle-S,0.060188542422044966,0.05245346869712352,0.06260575296108291,0.038917089678511,0.02976576161269512,0.04910407993094364,0.016901229431528417,0.06575620354324029,0.057698815566835926,0.0034503380440013554,0.0011873536567797091
81,SE-Hurdle-T5,0.07984852147288696,0.11336717428087986,0.06091370558375635,0.04060913705583756,0.06672445959262954,0.0886455000512553,0.02439782697445834,0.05782453605630718,0.06091370558375642,0.03714703499200944,0.0033948110449427207
81,Hurdle-AR(5)-S-P,0.10345661107082428,0.05752961082910321,0.050761421319796954,0.18104906937394247,0.21155254892134132,0.22341760120473786,0.02825523712868283,0.06082093435475081,0.05913705583756346,0.0435621470783199,0.006704722689854163
82,SE-Hurdle-S,0.067601321408428,0.04230118443316413,0.043993231810490696,0.049069373942470386,0.0004626126824915089,0.051399795044654605,0.024477759497027417,0.06685685329754894,0.05837563451776656,0.01783596311192287,0.007298478701843643
82,SE-Hurdle-T5,0.060752558214487135,0.07614213197969544,0.050761421319796954,0.04060913705583756,0.03826976262360446,0.06855791319282421,0.017701039918172908,0.07560785393383905,0.05499153976311344,0.03452511655193713,0.009410803842134566
82,Hurdle-AR(5)-S-P,0.08967851099830797,0.0727580372250423,0.04060913705583756,0.17766497461928935,0.18971647524920113,0.23531057057507848,0.024364765314655354,0.06883978129400972,0.05050761421319794,0.06656245715916331,0.00901993214659777
83,SE-Hurdle-S,0.06341148980742889,0.06091370558375635,0.05245346869712352,0.043993231810490696,0.07249089793209415,0.05751974459838711,0.018577074046889828,0.05762073944009684,0.06057529610829099,0.018821320868661118,0.008741553083120357
83,SE-Hurdle-T5,0.07235516880186932,0.0727580372250423,0.038917089678511,0.030456852791878174,0.05069545168833817,0.06814079223201575,0.015520067584125333,0.05498633112693942,0.05296108291032153,0.034643662055805435,0.006781264421336676
83,Hurdle-AR(5)-S-P,0.09693014261542178,0.05414551607445008,0.05414551607445008,0.155668358714044,0.0663648570796454,0.15873309635659202,0.031379646582814516,0.053983166371974846,0.058121827411167504,0.022558449859047314,0.0028631443011144717
84,SE-Hurdle-S,0.06462009507694788,0.043993231810490696,0.04230118443316413,0.04230118443316413,0.042769387522459984,0.06073520474758702,0.01988254795554731,0.06954499342159384,0.05930626057529609,0.011449414504976274,0.0016558203420893036
84,SE-Hurdle-T5,0.06341148980742889,0.047377326565143825,0.038917089678511,0.049069373942470386,0.05672336808325537,0.12298942562658591,0.016195871397628098,0.06833566048633473,0.059306260575296144,0.023384084276292738,0.008191516630112666
84,Hurdle-AR(5)-S-P,0.09966964789299813,0.0727580372250423,0.0676818950930626,0.19120135363790186,0.19826216929555432,0.19573066150338736,0.028397279562693802,0.060119348190823055,0.05989847715736041,0.03585396493867116,0.004107832825342418
85,SE-Hurdle-S,0.06961566352429295,0.049069373942470386,0.05752961082910321,0.050761421319796954,0.009636684162065645,0.04892414935357558,0.01877706529231153,0.07001888314208674,0.060067681895093095,0.017371395838361725,0.009099095923023715
85,SE-Hurdle-T5,0.06832648457013939,0.06091370558375635,0.05245346869712352,0.05583756345177665,0.008030725567047425,0.044491993334252196,0.030908403221859577,0.040983958854250185,0.061336717428087995,0.006290334645151219,0.003450147764270245
85,Hurdle-AR(5)-S-P,0.11771815325114816,0.09813874788494077,0.09306260575296109,0.20135363790186125,0.2329040139451044,0.2346378128641241,0.03265058333847631,0.05636724687982784,0.061928934010152314,0.0362169811274039,0.0025337194697661533
86,SE-Hurdle-S,0.09185400048344212,0.11505922165820642,0.07614213197969544,0.08460236886632826,0.025578205885426947,0.06162619645288553,0.026220085491595786,0.04516292753565377,0.06649746192893402,0.047678390633857426,0.008562657593221265
86,SE-Hurdle-T5,0.0720328740633309,0.04568527918781726,0.050761421319796954,0.06260575296108291,0.039009298099140416,0.04584242999299983,0.026338656347658626,0.07044637575723767,0.06277495769881564,0.00419686475002401,0.00672663835146485
86,Hurdle-AR(5)-S-P,0.11377004270405282,0.1065989847715736,0.07952622673434856,0.1844331641285956,0.1418961180934009,0.17094485018263214,0.034016237270567046,0.06554290050009655,0.05752961082910324,0.02646573971842725,0.004212453378720574
87,SE-Hurdle-S,0.07219402143260012,0.1065989847715736,0.038917089678511,0.047377326565143825,0.0319247195328905,0.051681926607845194,0.019315806581705935,0.07041481258254924,0.0553299492385787,0.0200864896858875,0.003984958625824826
87,SE-Hurdle-T5,0.06421722665377488,0.05583756345177665,0.050761421319796954,0.030456852791878174,0.025131965375657067,0.06510338894432355,0.018083504141621198,0.08275981570289594,0.05989847715736035,0.004736440879624659,3.378965167691317e-05
87,Hurdle-AR(5)-S-P,0.08548867939730884,0.043993231810490696,0.05922165820642978,0.15397631133671744,0.17590836385343833,0.18773410399375692,0.02463041686565317,0.05512089016606063,0.057783417935702186,0.0335921206643644,0.0023498330402783388
88,SE-Hurdle-S,0.06349206349206349,0.047377326565143825,0.028764805414551606,0.03722504230118443,0.036337048717671044,0.05949659213716123,0.020980852805987327,0.07238627317157968,0.057445008460236924,0.012737900362228938,0.0036463441095327676
88,SE-Hurdle-T5,0.07114656353235031,0.07952622673434856,0.03722504230118443,0.038917089678511,0.06706523799567277,0.08234328900009244,0.020919061425895395,0.06214481624733753,0.05439932318104912,0.04437583334339451,0.011442697452819936
88,Hurdle-AR(5)-S-P,0.08476351623559746,0.05752961082910321,0.03722504230118443,0.1505922165820643,0.1713726950136379,0.21314350939949583,0.029080684670295082,0.05742534914027229,0.05423011844331643,0.03649537708726969,0.006814383635848402
89,SE-Hurdle-S,0.06139714769156393,0.06937394247038917,0.04568527918781726,0.038917089678511,0.0784132326060473,0.06389385223294704,0.02005015277748422,0.07037710040561478,0.052199661590524526,0.03276223377336257,0.008537000407292307
89,SE-Hurdle-T5,0.067601321408428,0.07106598984771574,0.038917089678511,0.05583756345177665,0.0944097624248394,0.12231891441957254,0.019072142790495242,0.055365725142823084,0.05287648054145522,0.044679803723238265,0.010427130032346021
89,Hurdle-AR(5)-S-P,0.09717186366932562,0.06429780033840947,0.05583756345177665,0.17428087986463622,0.1847712309332592,0.22199352192548524,0.031189637653308858,0.08443948366999983,0.05465313028764801,0.04434463794758353,0.007115535052775575
90,SE-Hurdle-S,0.067601321408428,0.09137055837563451,0.047377326565143825,0.05583756345177665,0.004345476333103143,0.05181138146356199,0.019607012895254315,0.06752180264261556,0.05575296108291039,0.03569563116333563,0.003181153760824368
90,SE-Hurdle-T5,0.06615099508500524,0.0829103214890017,0.06937394247038917,0.050761421319796954,0.1324087577324583,0.09557864447102002,0.01900462685533996,0.06923926685083759,0.051269035532995,0.02554004223276274,0.00019072719161165874
90,Hurdle-AR(5)-S-P,0.10547095318668921,0.07952622673434856,0.0676818950930626,0.1844331641285956,0.16143107169295226,0.1707495525174611,0.02810507905910755,0.07491639846823908,0.05854483925549919,0.03042147670420625,0.006074011759271691
91,SE-Hurdle-S,0.06244460559181371,0.0727580372250423,0.04568527918781726,0.02707275803722504,0.021396192539895664,0.0443451225473584,0.01730597242634051,0.06104595568826054,0.054399323181049064,0.019678432074515584,0.005828366447370843
91,SE-Hurdle-T5,0.06196116348400612,0.05245346869712352,0.05922165820642978,0.04230118443316413,0.07106876041731408,0.08872479242758795,0.018754773246647306,0.07408592985804599,0.05769881556683587,0.012324791411444658,0.0006718192769920028
91,Hurdle-AR(5)-S-P,0.09314317943759567,0.06091370558375635,0.038917089678511,0.18274111675126903,0.26887947066249396,0.21146474292554246,0.029855644081161377,0.06980142798865768,0.05922165820642983,0.035109088279807354,0.0029623752217765517
92,SE-Hurdle-S,0.06727902666988962,0.05752961082910321,0.05414551607445008,0.03722504230118443,0.05237503955580472,0.05121611601365895,0.022924400400545542,0.06346526449954129,0.05719120135363792,0.019654363804979258,0.0062610941507101545
92,SE-Hurdle-T5,0.06212231085327532,0.04230118443316413,0.038917089678511,0.050761421319796954,0.12672821906200776,0.10088749281823157,0.01691608485080854,0.0626293199184625,0.0576142131979695,0.023335477493591383,0.003557163025109493
92,Hurdle-AR(5)-S-P,0.1032954637015551,0.0676818950930626,0.06260575296108291,0.20135363790186125,0.1192162046166455,0.1867643452440543,0.03271822680228524,0.04977559680187032,0.05939086294416246,0.02830324518484595,0.011351459281238256
93,SE-Hurdle-S,0.06163886874546772,0.0829103214890017,0.047377326565143825,0.038917089678511,0.032119978851344294,0.046315121557013984,0.021978252102935216,0.05450165484233379,0.057529610829103184,0.006244720777638324,0.005660101094365523
93,SE-Hurdle-T5,0.07146885827088874,0.07614213197969544,0.032148900169204735,0.04568527918781726,0.0670730326491085,0.04704205932799741,0.023275633938649763,0.07194308419285389,0.054483925549915435,0.03154327881435165,0.0015246386504086107
93,Hurdle-AR(5)-S-P,0.10692127951011197,0.07952622673434856,0.06429780033840947,0.19627749576988154,0.06257155536750672,0.17733360567195963,0.032867938731697535,0.06230163586717684,0.061590524534687,0.01685359360704891,0.0011468419859722995
94,SE-Hurdle-S,0.06534525823865926,0.08798646362098139,0.05245346869712352,0.047377326565143825,0.0038557202028613458,0.03624525168252354,0.016043212300861497,0.06727739210777435,0.05972927241962772,0.017666816702317456,0.004312592473821909
94,SE-Hurdle-T5,0.06566755297719766,0.05245346869712352,0.04230118443316413,0.05583756345177665,0.02504136256095335,0.0674931858338552,0.020338833323862555,0.04874286900846507,0.056937394247038864,0.02490352698288756,0.0040839547518923686
94,Hurdle-AR(5)-S-P,0.09821932156957537,0.0829103214890017,0.06429780033840947,0.18274111675126903,0.24663191941201637,0.21515377791415594,0.029013643059422937,0.048156908072755,0.0605752961082911,0.032211395464556425,0.00017280544488884608
95,SE-Hurdle-S,0.0632503424381597,0.05752961082910321,0.049069373942470386,0.030456852791878174,0.0635443570192887,0.03767566973599006,0.01672709540023109,0.0566297840668153,0.05786802030456856,0.016780070335468966,0.007120972013074829
95,SE-Hurdle-T5,0.067601321408428,0.09813874788494077,0.050761421319796954,0.03553299492385787,0.019222972059781157,0.04371276789433622,0.021569464782886842,0.06650343631084599,0.055668358714043964,0.015694588374239482,0.005018911260336108
95,Hurdle-AR(5)-S-P,0.11449520586576423,0.10152284263959391,0.077834179357022,0.20812182741116753,0.19140464766618878,0.17763535630362337,0.03435408418216666,0.06896102531397351,0.06116751269035536,0.032724382641396155,0.0033610752280589934
96,SE-Hurdle-S,0.07686729514140682,0.08460236886632826,0.03722504230118443,0.05245346869712352,0.003493597703400103,0.05501914609635584,0.01895968140981212,0.07554387017653919,0.06201353637901863,0.024525584831879887,0.0013135970909466457
96,SE-Hurdle-T5,0.0628474740149867,0.06429780033840947,0.04060913705583756,0.05414551607445008,0.06987755516751173,0.0856056475256226,0.02180234727758503,0.06038922054112371,0.06032148900169204,0.005227629539442724,0.002636782530059792
96,Hurdle-AR(5)-S-P,0.10555152687132384,0.07106598984771574,0.0676818950930626,0.18612521150592218,0.1421010752875054,0.2219996440867609,0.030426684470350344,0.07020505945400075,0.06421319796954317,0.05048722537740419,0.009715268601805632
97,SE-Hurdle-S,0.07026025300136973,0.077834179357022,0.030456852791878174,0.05414551607445008,0.06799141779873663,0.050706652990556135,0.02250464942252252,0.056046301943481966,0.054906937394247124,0.01937072779114596,0.0023807693967897933
97,SE-Hurdle-T5,0.054790105551526865,0.06429780033840947,0.0338409475465313,0.05752961082910321,0.05256466238110086,0.0853524151925055,0.01752420871105486,0.06660941077896536,0.05659898477157366,0.019330689011840096,0.005100685827870863
97,Hurdle-AR(5)-S-P,0.10684070582547739,0.08967851099830795,0.049069373942470386,0.2098138747884941,0.23456395895808305,0.23722010401305024,0.02719341712578739,0.0707030907398832,0.061844331641286,0.048383192884533965,0.007408762426210108
98,SE-Hurdle-S,0.06139714769156393,0.0727580372250423,0.049069373942470386,0.05245346869712352,0.006540439688805744,0.05137595169527206,0.013983356737643846,0.05998543661873784,0.06082910321488999,0.0041581445887253765,0.00257425708211996
98,SE-Hurdle-T5,0.06824591088550479,0.06598984771573604,0.047377326565143825,0.03553299492385787,0.0029074883447641475,0.05111084530071339,0.019743194966020245,0.06443962956295954,0.051945854483925524,0.030326549200430097,0.0115371165411138
98,Hurdle-AR(5)-S-P,0.08581097413584722,0.05414551607445008,0.03553299492385787,0.19120135363790186,0.1926973890222154,0.23392378371011865,0.02420295387213008,0.050204863325406114,0.060152284263959355,0.03857920746785681,0.003676254724746031
99,SE-Hurdle-S,0.06607042140037064,0.05583756345177665,0.0338409475465313,0.049069373942470386,0.0484522603727254,0.038474486358136675,0.023911363000570698,0.06120172819338837,0.05871404399323177,0.00383999732857615,4.968668109422286e-05
99,SE-Hurdle-T5,0.06542583192329385,0.06937394247038917,0.03722504230118443,0.05752961082910321,0.05214213078819707,0.05820963221372622,0.021353069295854923,0.066069527450364,0.05439932318104912,0.018571793527257296,0.0008563283304197644
99,Hurdle-AR(5)-S-P,0.10297316896301668,0.07614213197969544,0.06598984771573604,0.17258883248730963,0.2081387261399101,0.22059542276105423,0.02596096523376373,0.062549220980749,0.05642978003384097,0.04731579561618565,0.005331870490090186
100,SE-Hurdle-S,0.06212231085327532,0.050761421319796954,0.02707275803722504,0.028764805414551606,0.015300381746455316,0.038421149845344005,0.02098522429214914,0.05812472162393459,0.057021996615905235,0.012792849100445758,0.008282546251873649
100,SE-Hurdle-T5,0.06897107404721618,0.05245346869712352,0.06598984771573604,0.04230118443316413,0.09009463037013836,0.09417898798837625,0.02125487994856929,0.08489199099116487,0.06023688663282578,0.04282987712863934,0.007551472609196155
100,Hurdle-AR(5)-S-P,0.09693014261542181,0.07445008460236886,0.05922165820642978,0.16412859560067683,0.16056829373676718,0.1794153599835991,0.028442903208326133,0.05171495570429004,0.06226734348561758,0.02551971248657986,0.004892473111048137
101,SE-Hurdle-S,0.06889050036258157,0.05752961082910321,0.04060913705583756,0.038917089678511,0.011318320301971885,0.05435416533349675,0.016961288478098475,0.0740526352802485,0.0638747884940779,0.018842044947708636,0.007445985482420134
101,SE-Hurdle-T5,0.06091370558375634,0.047377326565143825,0.038917089678511,0.038917089678511,0.028808587970851895,0.051722702499700776,0.022241745814019765,0.055717980682278095,0.05372250423011843,0.012974879004102935,0.005279567981951276
101,Hurdle-AR(5)-S-P,0.11610667955845623,0.07952622673434856,0.10152284263959391,0.2098138747884941,0.21782632219864367,0.17362075115330822,0.036671949435738205,0.06961268656492767,0.06624365482233502,0.015535248246563826,0.003075757853392959
102,SE-Hurdle-S,0.06413665296914028,0.07952622673434856,0.05752961082910321,0.04568527918781726,0.03344908396731511,0.039962381094006,0.0170074623975786,0.07716018196257735,0.05862944162436551,0.013213906101470385,0.00849692025601221
102,SE-Hurdle-T5,0.06018854242204495,0.0676818950930626,0.032148900169204735,0.04230118443316413,0.15173027802926392,0.10485251892922542,0.019854691894937954,0.055023928171259055,0.06006768189509304,0.027673244190755286,0.006582509845338105
102,Hurdle-AR(5)-S-P,0.10740472161791959,0.0829103214890017,0.05752961082910321,0.19627749576988154,0.21659146073690053,0.2113811239437589,0.02972308793821667,0.05547912412233466,0.06133671742808805,0.03429141648015299,0.0024247335936806377
103,SE-Hurdle-S,0.05978567399887196,0.04568527918781726,0.04230118443316413,0.04060913705583756,0.057533622591445316,0.03406371299226608,0.023551429143225448,0.05670838183178253,0.060829103214890046,0.0013961147286007392,0.0014516329965669067
103,SE-Hurdle-T5,0.06526468455402466,0.08629441624365482,0.08460236886632826,0.032148900169204735,0.07897460369692143,0.09016456209129184,0.018851663016680502,0.05649331395152716,0.053214890016920424,0.02597634750807537,0.005758066314058792
