model,stage,equation,n,intercept,x_prev,prev_active,history,restart,sigma,laplace_scale,bootstrap,rho,max_lag
SE-Hurdle-T5,5-7,activity,1773,-0.9088820714913803,0.8021840028867984,-0.597639890089935,1.4941451191514412,,,,79,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1527,0.5146911550675926,0.31463953217327184,,0.37643974600505536,0.45671638132562264,0.6103234738631356,0.5015924459913872,79,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-0.9365698539350573,1.0634963580682089,-0.7285862946816842,1.4341164249543843,,,,79,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,6073,0.08492859917297158,0.43275661428563506,,0.45045924131421206,0.4791878814670993,0.587199063497592,0.4647596861294226,79,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.28768208528069383,1.422863687888828,-0.9883130517872495,0.0,,,,80,0.6696666666666666,
SE-Hurdle-S,0,positive,440,0.7319335216367975,0.5746784841880825,,0.0,0.8445702449514065,0.5590274034359055,0.46906096094374417,80,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.38672304219218856,0.7469648458241632,0.04266386981710919,0.8053980537582263,,,,80,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1948,0.8439473878615212,0.3886814887597116,,0.23389138675478766,0.5814039025176264,0.6090522941522434,0.4918687182048557,80,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.9481866221546125,1.0465909960460538,-1.0741344884723312,1.4232824282850618,,,,80,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1497,0.3521269392416029,0.38108076855671413,,0.3885862711977052,0.5590930304347267,0.5941121633057043,0.4858438558838437,80,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.136626086412123,1.003387617325883,-0.5800087045137169,1.5460753798825233,,,,80,0.6696666666666666,
SE-Hurdle-S,8-20,positive,6017,0.015789139032410637,0.47108411265091665,,0.4520258218813307,0.6135462609602624,0.5819052838755671,0.45825185301777493,80,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.28768208528069383,1.422863687888828,-0.9883130517872495,0.0,,,,80,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,440,0.7319335216367975,0.5746784841880825,,0.0,0.8445702449514065,0.5590274034359055,0.46906096094374417,80,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.387180112701885,0.7465526478414767,0.042509184984381415,0.8049375930089905,,,,80,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1948,0.8437404440257545,0.3885099305735136,,0.23374639857471716,0.5813736673892795,0.6090173491768214,0.491778848914557,80,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.9299086149040727,1.0504615371981119,-1.0725096736678545,1.385989123689263,,,,80,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1497,0.3519991713410793,0.38466980557999597,,0.37871966099794485,0.5647198343685126,0.5943965164018338,0.4856483585871563,80,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.011731945618924,1.0357588740768024,-0.5796260989538035,1.4330637075441786,,,,80,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,6017,0.05122498683976762,0.47621358730330454,,0.4267916647400048,0.6132505666374934,0.5830070075660218,0.4594940778552234,80,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.008969810150979418,0.8706451174001447,0.07129916903895406,0.0,,,,81,0.6696666666666666,
SE-Hurdle-S,0,positive,420,0.9620276375662018,0.47985190080975626,,0.0,0.5869287813981655,0.5867251826016365,0.487034517046762,81,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.6175206053629001,0.8881711563836665,-0.3673088780323794,0.9525989096288597,,,,81,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1852,0.7477150797041672,0.4294090518984708,,0.2128152571819246,0.6258930503334121,0.613858194447117,0.4976364919207924,81,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.6021293994929515,0.9443308416253776,-1.1179565243797056,1.345397732625968,,,,81,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1474,0.3170258973614788,0.39966395087232576,,0.3941727654898466,0.634772785475791,0.600062094097085,0.4841186784117792,81,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.2059406532877608,1.085463088973737,-0.7159511577936338,1.534851498433129,,,,81,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5816,0.013599805929048414,0.46076030649955196,,0.46606812726251906,0.5355313830767026,0.577401500230347,0.45957975068623386,81,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.008969810150979418,0.8706451174001447,0.07129916903895406,0.0,,,,81,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,420,0.9620276375662018,0.47985190080975626,,0.0,0.5869287813981655,0.5867251826016365,0.487034517046762,81,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.6175906155921964,0.8876317290919019,-0.36661007194253564,0.9513261238828804,,,,81,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1852,0.7475909868318389,0.42940624589962206,,0.21251691046397422,0.6260231965301413,0.6138670279517275,0.4976734882474757,81,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.5853331091821854,0.9464681623215813,-1.100176015246223,1.3030900331513275,,,,81,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1474,0.3211079609486891,0.4024932853302176,,0.38397172057457957,0.6360388651198318,0.6006642157691658,0.48467372963006206,81,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.0991142675144747,1.1068874887519522,-0.7091544725762335,1.4358786546378195,,,,81,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5816,0.04083996482663976,0.46717031107222995,,0.44245978961735927,0.5410004087920699,0.5785068328273917,0.46052732587707257,81,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.035718112723180706,1.2491529004309816,-0.33976922438339247,0.0,,,,82,0.6696666666666666,
SE-Hurdle-S,0,positive,432,0.8331871828783951,0.5466833273487159,,0.0,0.727273513785275,0.5721077415832658,0.48939455418766253,82,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.33268896333887055,0.846823043612665,-0.4209953966315164,0.858280233369369,,,,82,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1915,0.7451381334349392,0.43632895075035,,0.2007104804498186,0.7003322337221817,0.6170289133538832,0.49865585687494496,82,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.5765689214963017,0.9978173395823655,-1.0336842453673534,1.2938061522617732,,,,82,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1514,0.37076429223109797,0.3604072586864477,,0.41382435527864214,0.5558787082037693,0.5974578050710078,0.48388427279278307,82,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-0.9593297117040496,1.0464370877030669,-0.6354066139924488,1.4109829369849685,,,,82,0.6696666666666666,
SE-Hurdle-S,8-20,positive,6057,0.06683064728762333,0.4240023501125419,,0.47377790023541927,0.45254958673181434,0.5816629750819986,0.46291887526161,82,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.035718112723180706,1.2491529004309816,-0.33976922438339247,0.0,,,,82,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,432,0.8331871828783951,0.5466833273487159,,0.0,0.727273513785275,0.5721077415832658,0.48939455418766253,82,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.33330316941461136,0.8468284797645663,-0.42073026073454206,0.856943006412181,,,,82,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1915,0.7450180554745371,0.43639164371543265,,0.20033986508827234,0.7004370703777769,0.617053992524043,0.4986756407301079,82,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.5626843946785389,0.9966244973591217,-1.0205576304023267,1.2613298148002157,,,,82,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1514,0.37742789937064225,0.3663916698998334,,0.39801985859589384,0.5613915009053565,0.5991119603587696,0.48559849006435557,82,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-0.8355784182954682,1.0662644476777852,-0.6259798889569309,1.3009916871319367,,,,82,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,6057,0.09666874468539544,0.4308327087391575,,0.44854613045565006,0.45925770329275606,0.5828917469644235,0.46425186575795124,82,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.3193524912988044,1.2741099357003747,-0.986999295989497,0.0,,,,83,0.6696666666666666,
SE-Hurdle-S,0,positive,431,0.7792671565364081,0.5529148289020241,,0.0,0.8262624467981109,0.5738414879656677,0.4823442877782924,83,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.4249040855041416,0.8409967609214781,-0.11938758617917683,0.7446841069968246,,,,83,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1891,0.7045143731425321,0.44392059008784807,,0.2275042726230824,0.6851118521132156,0.6152444221926722,0.5042378106620515,83,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.803938285778425,0.9629804723602012,-0.793305167385537,1.3156625936724737,,,,83,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1494,0.35371329953951114,0.43000846360554773,,0.3387948115450202,0.6235415861726142,0.5980731680129887,0.4908201207899677,83,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.0611786245938097,1.0630880402008303,-0.5614986176060306,1.3678368525207778,,,,83,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5931,0.07689516864023727,0.44548181657306973,,0.4529721560605501,0.5218827149367748,0.5869617188959696,0.4628540729024567,83,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.3193524912988044,1.2741099357003747,-0.986999295989497,0.0,,,,83,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,431,0.7792671565364081,0.5529148289020241,,0.0,0.8262624467981109,0.5738414879656677,0.4823442877782924,83,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.42410857472024865,0.8416376055023755,-0.120185061312164,0.7422064348315118,,,,83,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1891,0.7045843404362235,0.44392213802140157,,0.2270379462972326,0.6851861592622719,0.615271763403745,0.5042517774583325,83,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.7933724299749807,0.9625898151037711,-0.7893939633645685,1.2884670566489236,,,,83,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1494,0.35363789622445396,0.43155832153671586,,0.33215333926529017,0.6248342552428161,0.5981036616098849,0.4912625044708025,83,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-0.9360977946632889,1.09710637118416,-0.5723033803539999,1.2538228597397565,,,,83,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5931,0.10827136075597876,0.45441478662225915,,0.4246242742407219,0.5311032179902637,0.5887371332222969,0.4643287373592701,83,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.29022979080839084,1.2277156947701688,-0.7885050234731731,0.0,,,,84,0.6696666666666666,
SE-Hurdle-S,0,positive,436,0.8069997043912652,0.5768922542406023,,0.0,0.7902605522995678,0.5778656391603685,0.4846620940776101,84,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.44735746699496226,0.6566414123356447,0.12100089939991661,0.8537138864488955,,,,84,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1913,0.7312601407350676,0.3794201963346748,,0.278920058320538,0.6470642317584899,0.6153992455408862,0.5040544155751144,84,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.6387725798534136,1.1143547429910245,-1.477837201997276,1.5761615947433596,,,,84,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1523,0.4400130434141255,0.33910004318423265,,0.4056058115028862,0.4514690228825089,0.5971390093491525,0.4857328888931486,84,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.197075381370595,1.1515200255430582,-0.8458333591278578,1.5225898600815773,,,,84,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5893,0.13081205515577332,0.42072317200019155,,0.4417828960575265,0.46019496727679515,0.5992842149594414,0.47608245841107283,84,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.29022979080839084,1.2277156947701688,-0.7885050234731731,0.0,,,,84,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,436,0.8069997043912652,0.5768922542406023,,0.0,0.7902605522995678,0.5778656391603685,0.4846620940776101,84,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.44784801541363084,0.6566793592771718,0.12007348661871481,0.8533288016643874,,,,84,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1913,0.7309071988850537,0.37951290157614215,,0.2785030844781477,0.6472670360250795,0.6153906662941638,0.504016420059097,84,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.6125140624112291,1.1209899991217187,-1.4810181157059252,1.531512021745924,,,,84,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1523,0.43717912817194193,0.3425121091506878,,0.39781137173982356,0.45800963491464397,0.5971448718286815,0.48571320005885504,84,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.063521441380129,1.1798064932413714,-0.8441089554280979,1.403146541385184,,,,84,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5893,0.16115769068053643,0.4259468228535387,,0.41884067756650784,0.4643183104077405,0.6003718762687088,0.47688721675282825,84,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.2082970039013483,1.4479700710326493,-1.1001261223352194,0.0,,,,85,0.6696666666666666,
SE-Hurdle-S,0,positive,433,0.7070014772696833,0.5796055493401426,,0.0,0.8615730232699323,0.5808637262184545,0.4989821687021053,85,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.42618964505068924,0.890626943095245,-0.20693542214573865,0.7641798356840472,,,,85,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1909,0.7249128153108159,0.42044359174063006,,0.2319030285558046,0.6794994147359588,0.615604630738582,0.49922390136730793,85,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.7199576014385682,0.9289755940520131,-0.711577090924116,1.2977696102885865,,,,85,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1519,0.3382410269152182,0.354381617344723,,0.4260227058376918,0.5633186525334277,0.5968863718607275,0.49148226549422347,85,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.1086533966548178,0.9656852869932461,-0.6028176090783782,1.5584897777937365,,,,85,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5992,0.03688375180567294,0.4416831180029097,,0.4730573297329098,0.4992812451813042,0.5874448633650077,0.4668181981788879,85,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.2082970039013483,1.4479700710326493,-1.1001261223352194,0.0,,,,85,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,433,0.7070014772696833,0.5796055493401426,,0.0,0.8615730232699323,0.5808637262184545,0.4989821687021053,85,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.42630471043137375,0.8904929468351771,-0.2073500592237966,0.763655861655903,,,,85,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1909,0.7247687910918941,0.4204592617774631,,0.23159836660741714,0.679597455846221,0.6156005342302402,0.49922030084167385,85,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.691022660974866,0.9303429034339796,-0.7017196304045651,1.2525384136915922,,,,85,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1519,0.3404590072175767,0.35734567027709435,,0.4155539171598631,0.5672254872978303,0.597394172316041,0.49179975217367944,85,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-0.980936070630096,0.9861107863518692,-0.5953559160165911,1.4477341598987603,,,,85,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5992,0.0691325788555106,0.44847800834345575,,0.4465296416273811,0.5038264153407638,0.5885847420957231,0.46819380012012934,85,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.05129327342599366,1.0427783682500418,-0.27306504849890284,0.0,,,,86,0.6696666666666666,
SE-Hurdle-S,0,positive,421,0.7505858133170181,0.5701399384032786,,0.0,0.9480857280322897,0.5797145568428828,0.49312280898490773,86,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.6128281267880866,0.8376260701357225,-0.05280138407478897,0.8231642547735905,,,,86,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1862,0.8067043964437552,0.38235056054625155,,0.24637415348710867,0.5279863477454168,0.6112305957130245,0.494945967640194,86,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.9829372160067464,1.0134968152817514,-0.6744473278269986,1.3786054461058088,,,,86,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1478,0.36756642029801345,0.3190065449758405,,0.44655287354554307,0.5727419587370992,0.5825712624681453,0.4700274477220977,86,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.2526068136379342,1.121203320419536,-0.6470043298249863,1.5279162045646506,,,,86,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5866,0.10269288645722585,0.4514189193319701,,0.4316102652147813,0.5173392878679794,0.5901401890568176,0.4696500527166208,86,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.05129327342599366,1.0427783682500418,-0.27306504849890284,0.0,,,,86,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,421,0.7505858133170181,0.5701399384032786,,0.0,0.9480857280322897,0.5797145568428828,0.49312280898490773,86,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.6122418112729422,0.8378629785334706,-0.05325348479182411,0.8212336588715728,,,,86,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1862,0.8065454401297614,0.38231854294653345,,0.246097071326358,0.528197948576361,0.611221640275092,0.49495582144902384,86,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.9726383253897868,1.0143909459381675,-0.6735001767220238,1.353660100702932,,,,86,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1478,0.36525897258571627,0.32176856570101303,,0.4388016990750842,0.5788062335330915,0.5825978764400502,0.4696080923364909,86,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.1380085977043857,1.1410978268731926,-0.6375213990922995,1.4229964877225847,,,,86,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5866,0.13011790911878918,0.4584563766489695,,0.40750018519278014,0.5239664528628316,0.5914629888127052,0.4709008335804611,86,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.22123562820525766,1.2700800546581814,-0.8428354880912746,0.0,,,,87,0.6696666666666666,
SE-Hurdle-S,0,positive,427,0.7175790635612559,0.6225828410162684,,0.0,0.8652629374199794,0.5692502548278495,0.4773339984348411,87,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.3141420133084021,0.8217272864814205,-0.16099114062081807,0.7719417838653803,,,,87,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1930,0.8523922164734501,0.37717389115350397,,0.22376017156888864,0.5516619843610493,0.6035337980729485,0.49346881715183133,87,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.8765129234436022,0.9764868041135335,-1.1030006347328702,1.4692522582896201,,,,87,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1496,0.34179766943601286,0.40056428754150686,,0.37146212616248303,0.626341939339726,0.6122831596032463,0.49968883705528294,87,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.2680950270188025,0.9570026389737625,-0.494124889032085,1.614285960591511,,,,87,0.6696666666666666,
SE-Hurdle-S,8-20,positive,5981,0.07561389125328821,0.42983660167843474,,0.45984983098931237,0.5122068849225592,0.5860039860011982,0.4654887698354591,87,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.22123562820525766,1.2700800546581814,-0.8428354880912746,0.0,,,,87,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,427,0.7175790635612559,0.6225828410162684,,0.0,0.8652629374199794,0.5692502548278495,0.4773339984348411,87,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.3143784107092298,0.8218316060554622,-0.16203938464548653,0.7712798654034122,,,,87,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1930,0.8518521779230399,0.37738239963802156,,0.22337727097749416,0.5522557995551242,0.6035527297663523,0.49345781972904207,87,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.8479686262366819,0.9760343281721664,-1.0803321468785776,1.4132915811792925,,,,87,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1496,0.3413546891834044,0.4024189838278837,,0.36428807186734813,0.6283118668100376,0.612385105618148,0.49973161726672705,87,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.1347454723318722,0.9756037245139669,-0.4792508331664745,1.4990158881438964,,,,87,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,5981,0.11007450161613908,0.43277345585456956,,0.43695689043957653,0.5105393234461839,0.586792442173814,0.4659005896495768,87,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.2852513718435088,1.0534934024321592,-0.6723838953222566,0.0,,,,88,0.6696666666666666,
SE-Hurdle-S,0,positive,425,0.6557149987171536,0.6334908800687166,,0.0,0.9639122590168115,0.5530654284857097,0.4675589595130206,88,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.33900292016752775,0.6046700483488585,0.26634646317493,0.7565421577746617,,,,88,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1920,0.7293346583853091,0.4112668270003699,,0.24582011444887156,0.5877576360334237,0.6080307801081536,0.4968411769830182,88,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.517843157099015,1.0139165971658148,-0.767351943695637,1.1116649601925344,,,,88,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1525,0.3220962882743852,0.3833672104858895,,0.40553546848443506,0.6348320084735994,0.5932092300087008,0.48658281990890256,88,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.099460241598306,1.0654084610480485,-0.660972725323088,1.4627451481030205,,,,88,0.6696666666666666,
SE-Hurdle-S,8-20,positive,6015,0.0650444446923768,0.45169336206307836,,0.46061835342718305,0.5029224166614001,0.5779186720793738,0.45962133970149116,88,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.2852513718435088,1.0534934024321592,-0.6723838953222566,0.0,,,,88,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,425,0.6557149987171536,0.6334908800687166,,0.0,0.9639122590168115,0.5530654284857097,0.4675589595130206,88,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.33889287784450883,0.6051297408793659,0.2650563577253353,0.7552496936070028,,,,88,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1920,0.7287849189907871,0.41173013742576137,,0.2450908530822156,0.588654004754628,0.608114126818516,0.4968842225003103,88,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.5050015719676773,1.0166699412053295,-0.7622206221456903,1.080583981445706,,,,88,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1525,0.3222829425618965,0.3889071401860905,,0.3935601964848351,0.6428772643860943,0.5943269587782244,0.48739343877857016,88,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-0.9575531921974987,1.088362656791857,-0.6571585649367336,1.3392969732281716,,,,88,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,6015,0.09698786907478729,0.4558265926104712,,0.4365209401825946,0.5083198580273275,0.5788778793002307,0.4603927372380043,88,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.35065684509179995,1.0462339159131573,-0.3320502056780445,0.0,,,,89,0.6696666666666666,
SE-Hurdle-S,0,positive,445,0.7568674468433041,0.5745688669307109,,0.0,0.836266291686436,0.5599098522084079,0.47177824538042473,89,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.2399927944231457,1.0101478010983616,-0.5313827404669889,0.7126153051681192,,,,89,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1928,0.7848031654513372,0.3750094746338505,,0.2511006264300181,0.5730737010282988,0.6102021090106624,0.5005367844554609,89,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.7766255668763091,1.1805835431797087,-1.0053341022112514,1.3163075088895269,,,,89,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1529,0.47856361855443297,0.3554795310131076,,0.357978385996232,0.5892714348987721,0.5868147024731054,0.4789413255692928,89,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.2558252345301908,1.1211577120785465,-0.7630822143619238,1.6476318100885474,,,,89,0.6696666666666666,
SE-Hurdle-S,8-20,positive,6114,0.0762999628167298,0.4320055780319068,,0.4654006614779622,0.5029661170173817,0.5908120826120197,0.4679802222553703,89,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.35065684509179995,1.0462339159131573,-0.3320502056780445,0.0,,,,89,0.6533333333333333,5.0
SE-Hurdle-T5,0,positive,445,0.7568674468433041,0.5745688669307109,,0.0,0.836266291686436,0.5599098522084079,0.47177824538042473,89,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,activity,2364,-0.23974533454834568,1.0102660162122319,-0.5319514631636557,0.7112639138542443,,,,89,0.6533333333333333,5.0
SE-Hurdle-T5,1-4,positive,1928,0.7843708089640706,0.37502739082921493,,0.2508740665198569,0.573424596815846,0.6101924864921263,0.5005053241292269,89,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,activity,1773,-0.7585759850187035,1.1800390879146905,-0.990861294198887,1.2762096008149955,,,,89,0.6533333333333333,5.0
SE-Hurdle-T5,5-7,positive,1529,0.4767612638902724,0.3559188472112664,,0.3533047147736546,0.591507789731662,0.5865485340835043,0.47883022768405004,89,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,activity,7092,-1.1227356947913771,1.1428576856098416,-0.7442451987650005,1.5238022343722415,,,,89,0.6533333333333333,5.0
SE-Hurdle-T5,8-20,positive,6114,0.11171794218522901,0.43760150224169075,,0.4382126228070325,0.505064728098003,0.592162822422351,0.4693918870040057,89,0.6533333333333333,5.0
SE-Hurdle-S,0,activity,591,0.28256691486895513,1.274395305832252,-0.8433701838705424,0.0,,,,90,0.6696666666666666,
SE-Hurdle-S,0,positive,437,0.840776869325969,0.5237881006930041,,0.0,0.7194823511615468,0.5690605477374396,0.4823865588379509,90,0.6696666666666666,
SE-Hurdle-S,1-4,activity,2364,-0.17195807838546617,0.6922321507378464,-0.1270445737698592,0.8209232498365036,,,,90,0.6696666666666666,
SE-Hurdle-S,1-4,positive,1966,0.7826203884514567,0.40328469929252725,,0.22038123072680862,0.5578825811737869,0.6203741928179486,0.5095077817735135,90,0.6696666666666666,
SE-Hurdle-S,5-7,activity,1773,-0.6784564989177957,0.9122815408476351,-0.8975462395546194,1.3002454072320637,,,,90,0.6696666666666666,
SE-Hurdle-S,5-7,positive,1510,0.45726956964609755,0.32289000218469366,,0.40365900536056115,0.5574133290329983,0.584039514010622,0.47666633344263726,90,0.6696666666666666,
SE-Hurdle-S,8-20,activity,7092,-1.0491929154386772,0.9846715469276438,-0.600637362385439,1.4931108492431493,,,,90,0.6696666666666666,
SE-Hurdle-S,8-20,positive,6036,0.015919704090910924,0.4435951196645072,,0.471798904145758,0.5452708053376093,0.593467624173725,0.4704185880231676,90,0.6696666666666666,
SE-Hurdle-T5,0,activity,591,0.28256691486895513,1.274395305832252,-0.8433701838705424,0.0,,,,90,0.6533333333333333,5.0
